Do_mm,wall_mm,Di_mm,h_mm,A_mm2,I_mm4,J_mm4,mass_per_m_kg,limit_governing_case,limit_vm_MPa,MS_yield_limit,ultimate_governing_case,ultimate_vm_MPa,MS_ultimate,limit_shear_case,limit_tau_screen_MPa,MS_shear_limit,ultimate_shear_case,ultimate_tau_screen_MPa,MS_shear_ultimate,buckling_method,slenderness,Cc,Pcr_kN,MS_buckling,PASS
58.0,2.75,52.50000000000001,300.0,477.32573380479903,182584.5513949263,365169.1027898526,3.7565535250437683,LC4+,863.8589333577536,0.7560737539676032,LC4+,1295.7884000366307,0.43696301027803863,LC5,37.181150612880636,22.55603158922268,LC5,55.77172591932095,18.27546948764343,JOHNSON,30.677972967708588,51.647465077611216,596.3634847534663,14.890314008885326,True
58.0,3.0,52.00000000000001,300.0,518.3627878423156,196589.08728919824,393178.1745783965,4.079515140319024,LC4+,802.1354339878685,0.8912018291700887,LC4+,1203.2031509818028,0.5475358408766011,LC5,34.23764285602759,24.581210775626435,LC5,51.35646428404138,19.93263654766707,JOHNSON,30.809769957785804,51.647465077611216,646.4400555858458,16.224621784861334,True
58.0,3.25,51.50000000000001,300.0,559.0071427981336,210195.4201787045,420390.840357409,4.399386213821312,LC4+,750.0410636044746,1.022555928751085,LC4+,1125.061595406712,0.655020496301701,LC5,31.748288422870676,26.58701025689715,LC5,47.622432634306016,21.57394554970006,JOHNSON,30.94199448398564,51.647465077611216,695.8289473770886,17.540606111832897,True
58.0,3.5,51.00000000000001,300.0,599.2587986722529,223411.1708799993,446822.3417599986,4.71616674555063,LC4+,705.5138120070197,1.1502059551243855,LC4+,1058.2707180105297,0.7594741764190751,LC5,29.615785432474706,28.57343003303481,LC5,44.423678148712064,23.19939649374239,JOHNSON,31.074633679905517,51.647465077611216,744.5308519881469,18.838285424677508,True
58.0,3.75,50.5,300.0,639.1177554646733,236243.8865785591,472487.7731571182,5.029856735506979,LC4+,667.0415307793492,1.2742212141237856,LC4+,1000.5622961690237,0.8609535929239678,LC5,27.768779459266607,30.54047010403942,LC5,41.6531691888999,24.80898937979407,JOHNSON,31.207674130431236,51.647465077611216,792.5465316712106,20.11768003387185,True
58.0,4.0,50.0,300.0,678.5840131753951,248701.04082878242,497402.08165756485,5.3404561836903595,LC4+,633.4901003026547,1.3946704128055698,LC4+,950.2351504539821,0.9595149675429449,LC5,26.153754959465513,32.48813046991098,LC5,39.23063243919826,26.402724207855083,JOHNSON,31.341101859334202,51.647465077611216,839.8768214957796,21.378812190135346,True
58.0,4.25,49.5,300.0,717.6575718044184,260790.03355398998,521580.06710797996,5.647965090100773,LC4+,603.9922436607051,1.511621657267805,LC4+,905.9883654910577,1.0552140302494628,LC5,24.72978854717176,34.41641113064949,LC5,37.09468282075763,27.98060097792545,JOHNSON,31.474902316873536,51.647465077611216,886.5226318084918,22.62170614997314,True
58.0,4.5,49.0,300.0,756.3384313517425,272518.19104642485,545036.3820928497,5.952383454738214,LC4+,577.873402534337,1.625142450486568,LC4+,866.8101038015053,1.1481060174932933,LC5,23.465051178585878,36.32531208625495,LC5,35.197576767878815,29.542619690005147,JOHNSON,31.609060367422526,51.647465077611216,932.4849507243003,23.846388242054367,True
58.0,4.75,48.5,300.0,794.6265918173683,283892.765967252,567785.531934504,6.253711277602688,LC4+,554.6010206677371,1.7352996901692297,LC4+,831.9015310016056,1.2382456704439053,LC5,22.334414909788183,38.21483333672737,LC5,33.50162236468227,31.088780344094204,JOHNSON,31.743560277140386,51.647465077611216,977.7648466463606,25.052886934355463,True
58.0,5.0,48.0,300.0,832.5220532012953,294920.9373465589,589841.8746931178,6.551948558694194,LC4+,533.7490422561099,1.8421596666249282,LC4+,800.6235633841648,1.3256872332479088,LC5,21.317777627337918,40.084974882066724,LC5,31.976666441006873,32.61908294019259,JOHNSON,31.878385701711295,51.647465077611216,1022.3634708117154,26.241232901990816,True
58.0,5.25,47.5,300.0,870.0248155035235,305609.8105833549,611219.6211667098,6.8470952980127295,LC4+,514.972553614078,1.9457880606523434,LC4+,772.4588304211172,1.4104844513006647,LC5,20.39886642742333,41.935736722273035,LC5,30.59829964113499,34.13352747830033,JOHNSON,32.01351967417421,51.647465077611216,1066.2820598596113,27.411459095646453,True
58.0,5.5,47.0,300.0,907.1348787240529,315966.4174455717,631932.8348911434,7.139151495558297,LC4+,497.9893407172131,2.0462499414449105,LC4+,746.9840110758197,1.4926905695321566,LC5,19.564367346301466,43.76711885734629,LC5,29.346551019452196,35.6321139584174,JOHNSON,32.148944592868254,51.647465077611216,1109.5219384189897,28.56360081052464,True
58.0,5.75,46.5,300.0,943.8522428628836,325997.7160700632,651995.4321401264,7.428117151330894,LC4+,482.56625778572896,2.1436097645135903,LC4+,723.8493866785934,1.5723583307072317,LC5,18.80328211772681,45.5791212872865,LC5,28.20492317659021,37.11484238054382,JOHNSON,32.28464220951964,51.647465077611216,1152.0845217114077,29.697695755699645,True
58.0,6.0,46.0,300.0,980.1769079200158,335710.59096260543,671421.1819252109,7.713992265330524,LC4+,468.50900368978733,2.237931369627311,LC4+,702.763505534681,1.6495399737402998,LC5,18.10644574116842,47.371744012093664,LC5,27.15966861175263,38.581712744679585,JOHNSON,32.42059361749795,51.647465077611216,1193.971318165345,30.81378412377685,True
58.0,6.25,45.5,300.0,1016.1088738954488,345111.8529978965,690223.705995793,7.996776837557182,LC4+,455.6543519865238,2.329277978771211,LC4+,683.4815279797858,1.7242872320246074,LC5,17.46615983379957,49.144987031767755,LC5,26.199239750699352,40.03272505082468,JOHNSON,32.55677924027038,51.647465077611216,1235.1839320375345,31.911908660738995,True
