Do_mm,wall_mm,Di_mm,h_mm,A_mm2,I_mm4,J_mm4,mass_per_m_kg,limit_governing_case,limit_vm_MPa,MS_yield_limit,ultimate_governing_case,ultimate_vm_MPa,MS_ultimate,limit_shear_case,limit_tau_screen_MPa,MS_shear_limit,ultimate_shear_case,ultimate_tau_screen_MPa,MS_shear_ultimate,buckling_method,slenderness,Cc,Pcr_kN,MS_buckling,PASS
58.0,6.5,45.00000000000001,300.0,1051.6481407891831,354208.23941955675,708416.4788391135,8.276470868010872,LC4+,443.86417399589,2.417712194122806,LC4+,665.7962609938348,1.7966513317761659,LC5,16.875910593710383,50.8988503463088,LC5,25.313865890565566,41.46787929897912,JOHNSON,32.69317882008468,51.647465077611216,1275.7240660366424,32.99211473585511,True
58.0,6.75,44.50000000000001,300.0,1086.794708601219,363006.41384012904,726012.8276802581,8.553074356691594,LC4+,433.0207900537329,2.503295996046189,LC4+,649.5311850805994,1.8666829903924431,LC5,16.33014943810529,52.633333955716815,LC5,24.495224157157935,42.88717548914291,JOHNSON,32.8297714069123,51.647465077611216,1315.5935239442786,34.05445041151821,True
58.0,7.0,44.00000000000001,300.0,1121.548577331556,371512.966241078,743025.932482156,8.826587303599347,LC4+,423.02331689822734,2.5860907411043867,LC4+,634.5349753473411,1.9344324148259142,LC5,15.824120647743836,54.34843785999176,LC5,23.736180971615752,44.29061362131604,JOHNSON,32.966535347685365,51.647465077611216,1354.7942132279834,35.09896651286926,True
58.0,7.25,43.50000000000001,300.0,1155.9097469801943,379734.4129727905,759468.825945581,9.097009708734129,LC4+,413.78477074418817,2.6661571600899885,LC4+,620.6771561162824,1.9999492999725592,LC5,15.35372467129485,56.04416205913367,LC5,23.030587006942277,45.67819369549852,JOHNSON,33.103448275862064,51.647465077611216,1393.3281476404977,36.12571669705563,True
58.0,7.5,43.0,300.0,1189.878217547134,387677.1967545757,775354.3935091514,9.364341572095945,LC4+,405.22974971868985,2.743555356074178,LC4+,607.8446245780348,2.0632828270754207,LC5,14.915408768962505,57.72050655314253,LC5,22.373113153443757,47.049915711690346,JOHNSON,33.24048710135681,51.647465077611216,1431.197449799241,37.13475752196219,True
58.0,7.75,42.5,300.0,1223.453989032375,395347.68667466484,790695.3733493297,9.62858289368479,LC4+,397.2925648351605,2.8183448024742526,LC4+,595.9388472527407,2.1244816621432907,LC5,14.506078822004943,59.377471342018325,LC5,21.759118233007413,48.4057796698915,JOHNSON,33.37762800087288,51.647465077611216,1468.4043537395853,38.126148514244214,True
58.0,8.0,42.0,300.0,1256.6370614359173,402752.1781902115,805504.356380423,9.889733673500668,LC4+,389.915721388932,2.89058434113978,LC4+,584.873582083398,2.1835939543846496,LC5,14.123027678111372,61.01505642576109,LC5,21.18454151716706,49.745785570102015,JOHNSON,33.51484640867674,51.647465077611216,1504.951207435129,39.099952236480924,True
58.0,1.5,55.0,350.0,266.24997739173523,106316.94409723722,212633.88819447445,2.0953873220729564,LC4+,1599.054709068879,-0.05131451013121302,LC4+,2398.582063603319,-0.22370802806605994,LC5,66.65735777279697,12.139440080208143,LC5,99.98603665919545,9.751763317665375,JOHNSON,35.030116953200306,51.647465077611216,310.998091721937,7.286653123419585,False
58.0,1.75,54.5,350.0,309.2505268377456,122429.38435137436,244858.76870274873,2.4338016462130576,LC4+,1388.2995074353398,0.09270369388981026,LC4+,2082.4492611530104,-0.10586056777726827,LC5,57.38881088248425,14.261517792277157,LC5,86.08321632372638,11.488220667642306,JOHNSON,35.181182382001246,51.647465077611216,360.2929636420149,8.600132257980679,False
58.0,2.0,54.00000000000001,350.0,351.8583772020565,138104.41305180715,276208.8261036143,2.769125428580185,LC4+,1230.4533993150071,0.23287887281591746,LC4+,1845.6800989725114,0.008842215417814714,LC5,50.43938456468352,16.36421579921309,LC5,75.65907684702528,13.208819959628551,JOHNSON,35.33281255875482,51.647465077611216,408.8635673599331,9.894313012521533,True
58.0,2.25,53.50000000000001,350.0,394.0735284846694,153350.0191704796,306700.0383409592,3.1013586691743478,LC4+,1107.8823632343576,0.36927895085472984,LC4+,1661.823544851537,0.1204559026550236,LC5,45.036062351725384,18.447534101016004,LC5,67.55409352758807,14.913561193624169,JOHNSON,35.48499545765778,51.647465077611216,456.7104132585931,11.169208986373384,True
58.0,2.5,53.00000000000001,350.0,435.8959806855834,168174.11804825673,336348.23609651346,3.4305013679955416,LC4+,1010.0059829881812,0.5019713007162963,LC4+,1515.0089744822722,0.22903562378982345,LC5,40.7150347477085,20.511472697685857,LC5,61.072552121562744,16.602444369629122,JOHNSON,35.63771848447304,51.647465077611216,503.8340918023196,12.424835912665058,True
58.0,2.75,52.50000000000001,350.0,477.32573380479903,182584.5513949263,365169.1027898526,3.7565535250437683,LC4+,930.0912619288772,0.6310227416328558,LC4+,1395.1368928933164,0.3346360557769179,LC5,37.181150612880636,22.55603158922268,LC5,55.77172591932095,18.27546948764343,JOHNSON,35.79096846232669,51.647465077611216,550.2352765709835,13.661211739168225,True
58.0,3.0,52.00000000000001,350.0,518.3627878423156,196589.08728919824,393178.1745783965,4.079515140319024,LC4+,863.6495300486035,0.7564995373929375,LC4+,1295.4742950729055,0.4373114210615905,LC5,34.23764285602759,24.581210775626435,LC5,51.35646428404138,19.93263654766707,JOHNSON,35.94473161741677,51.647465077611216,595.9147273518928,14.878356710681928,True
58.0,3.25,51.50000000000001,350.0,559.0071427981336,210195.4201787045,420390.840357409,4.399386213821312,LC4+,807.5732400416146,0.8784673943899237,LC4+,1211.3598600624223,0.5371154859828768,LC5,31.748288422870676,26.58701025689715,LC5,47.622432634306016,21.57394554970006,JOHNSON,36.09899356464991,51.647465077611216,640.8732932876487,16.076293452908306,True
58.0,3.5,51.00000000000001,350.0,599.2587986722529,223411.1708799993,446822.3417599986,4.71616674555063,LC4+,759.6427078557214,0.9969914596851803,LC4+,1139.4640617835823,0.6341015591886638,LC5,29.615785432474706,28.57343003303481,LC5,44.423678148712064,23.19939649374239,JOHNSON,36.2537392932231,51.647465077611216,685.1119160778807,17.25504705776394,True
58.0,3.75,50.5,350.0,639.1177554646733,236243.8865785591,472487.7731571182,5.029856735506979,LC4+,718.2301569704384,1.1121363190858582,LC4+,1077.345235455658,0.7283224900627849,LC5,27.768779459266607,30.54047010403942,LC5,41.6531691888999,24.80898937979407,JOHNSON,36.40895315216977,51.647465077611216,728.6316332325135,18.41464517006431,True
58.0,4.0,50.0,350.0,678.5840131753951,248701.04082878242,497402.08165756485,5.3404561836903595,LC4+,682.114746020665,1.2239659952374664,LC4+,1023.1721190309979,0.8198306671642106,LC5,26.153754959465513,32.48813046991098,LC5,39.23063243919826,26.402724207855083,JOHNSON,36.5646188358899,51.647465077611216,771.4335813739231,19.555118075510872,True
58.0,4.25,49.5,350.0,717.6575718044184,260790.03355398998,521580.06710797996,5.647965090100773,LC4+,650.3628807406549,1.3325439457313277,LC4+,975.5443211109825,0.9086780166784141,LC5,24.72978854717176,34.41641113064949,LC5,37.09468282075763,27.98060097792545,JOHNSON,36.72071936968579,51.647465077611216,813.5189995850325,20.676498789902276,True
58.0,4.5,49.0,350.0,756.3384313517425,272518.19104642485,545036.3820928497,5.952383454738214,LC4+,622.2484218809898,1.4379330612270143,LC4+,933.372632821485,0.9949160008809925,LC5,23.465051178585878,36.32531208625495,LC5,35.197576767878815,29.542619690005147,JOHNSON,36.87723709532628,51.647465077611216,854.8892328000834,21.778823149482637,True
58.0,4.75,48.5,350.0,794.6265918173683,283892.765967252,567785.531934504,6.253711277602688,LC4+,597.1980905817867,1.540195663589862,LC4+,895.7971358726803,1.0785956166136326,LC5,22.334414909788183,38.21483333672737,LC5,33.50162236468227,31.088780344094204,JOHNSON,37.03415365666378,51.647465077611216,895.545735234482,22.862129902330988,True
58.0,5.0,48.0,350.0,832.5220532012953,294920.9373465589,589841.8746931178,6.551948558694194,LC4+,574.75325209215,1.6393935040436793,LC4+,862.1298781382254,1.1597673937725022,LC5,21.317777627337918,40.084974882066724,LC5,31.976666441006873,32.61908294019259,JOHNSON,37.19144998532985,51.647465077611216,935.4900738497586,23.926460800686346,True
58.0,5.25,47.5,350.0,870.0248155035235,305609.8105833549,611219.6211667098,6.8470952980127295,LC4+,554.5426183869221,1.7355877613387336,LC4+,831.8139275803835,1.2384813938091495,LC5,20.39886642742333,41.935736722273035,LC5,30.59829964113499,34.13352747830033,JOHNSON,37.34910628653658,51.647465077611216,974.7239318493325,24.971860694093593,True
58.0,5.5,47.0,350.0,907.1348787240529,315966.4174455717,631932.8348911434,7.139151495558297,LC4+,536.262395486026,1.8288390399351249,LC4+,804.3935932290393,1.3147872082439904,LC5,19.564367346301466,43.76711885734629,LC5,29.346551019452196,35.6321139584174,JOHNSON,37.50710202501296,51.647465077611216,1013.2491122003734,25.998377623244693,True
58.0,5.75,46.5,350.0,943.8522428628836,325997.7160700632,651995.4321401264,7.428117151330894,LC4+,519.6616096973386,1.9192073682016488,LC4+,779.492414546008,1.3887339571924713,LC5,18.80328211772681,45.5791212872865,LC5,28.20492317659021,37.11484238054382,JOHNSON,37.665415911106244,51.647465077611216,1051.0675411766683,27.00606291437965,True
58.0,6.0,46.0,350.0,980.1769079200158,335710.59096260543,671421.1819252109,7.713992265330524,LC4+,504.5311022638148,2.0067521966302375,LC4+,756.7966533957224,1.4603702879039773,LC5,18.10644574116842,47.371744012093664,LC5,27.15966861175263,38.581712744679585,JOHNSON,37.82402588708094,51.647465077611216,1088.18127191698,27.994971274100184,True
58.0,6.25,45.5,350.0,1016.1088738954488,345111.8529978965,690223.705995793,7.996776837557182,LC4+,490.6951652618467,2.0915323960660843,LC4+,736.0427478927703,1.5297443733135778,LC5,17.46615983379957,49.144987031767755,LC5,26.199239750699352,40.03272505082468,JOHNSON,37.98290911364878,51.647465077611216,1124.5924879929732,28.965160884438404,True
58.0,6.5,45.00000000000001,350.0,1051.6481407891831,354208.23941955675,708416.4788391135,8.276470868010872,LC4+,478.00510764502485,2.173606255953548,LC4+,717.0076614675374,1.5969039106066822,LC5,16.875910593710383,50.8988503463088,LC5,25.313865890565566,41.46787929897912,JOHNSON,38.14204195676546,51.647465077611216,1160.3035069803332,29.916693498010478,True
58.0,6.75,44.50000000000001,350.0,1086.794708601219,363006.41384012904,726012.8276802581,8.553074356691594,LC4+,466.3342510255983,2.253031482597936,LC4+,699.5013765383977,1.6618961197966842,LC5,16.33014943810529,52.633333955716815,LC5,24.495224157157935,42.88717548914291,JOHNSON,38.30139997473101,51.647465077611216,1195.31678402625,30.84963453307354,True
58.0,7.0,44.00000000000001,350.0,1121.548577331556,371512.966241078,743025.932482156,8.826587303599347,LC4+,455.57399775966655,2.329865197443244,LC4+,683.3609966395002,1.7247677423156746,LC5,15.824120647743836,54.34843785999176,LC5,23.736180971615752,44.29061362131604,JOHNSON,38.460957905632924,51.647465077611216,1229.634915405988,31.76405316829171,True
58.0,7.25,43.50000000000001,350.0,1155.9097469801943,379734.4129727905,759468.825945581,9.097009708734129,LC4+,445.6307125047167,2.4041639353659754,LC4+,668.4460687570753,1.7855650396183012,LC5,15.35372467129485,56.04416205913367,LC5,23.030587006942277,45.67819369549852,JOHNSON,38.620689655172406,51.647465077611216,1263.2606420607772,32.66002243700446,True
58.0,7.5,43.0,350.0,1189.878217547134,387677.1967545757,775354.3935091514,9.364341572095945,LC4+,436.42322743993844,2.4759836429851183,LC4+,654.6348411599079,1.8443337917988525,LC5,14.915408768962505,57.72050655314253,LC5,22.373113153443757,47.049915711690346,JOHNSON,38.780568284916285,51.647465077611216,1296.1968531087714,33.53761932077728,True
58.0,7.75,42.5,350.0,1223.453989032375,395347.68667466484,790695.3733493297,9.62858289368479,LC4+,427.8808303229801,2.5453796769883636,LC4+,641.8212454844704,1.9011192962216352,LC5,14.506078822004943,59.377471342018325,LC5,21.759118233007413,48.4057796698915,JOHNSON,38.94056600101836,51.647465077611216,1328.4465893203392,34.396924842002115,True
58.0,8.0,42.0,350.0,1256.6370614359173,402752.1781902115,805504.356380423,9.889733673500668,LC4+,419.9416297635074,2.6124068024746854,LC4+,629.9124446452614,1.9559663661647377,LC5,14.123027678111372,61.01505642576109,LC5,21.18454151716706,49.745785570102015,JOHNSON,39.10065414345619,51.647465077611216,1360.0130465484335,35.23802415530066,True
