level,case,side,Fx_kN,Fy_kN,Fz_kN,Mx_kNm,My_kNm,Mz_kNm,Ry_kN,Rz_kN,R_kN,effective_half_head_thickness_mm,vertical_width_mm,lateral_width_mm,vertical_edge_ligament_mm,lateral_edge_ligament_mm,bearing_z_MPa,MS_bearing_z_nominal,net_z_MPa,MS_net_z,shearout_z_MPa,MS_shearout_z,bearing_y_MPa,MS_bearing_y_nominal,net_y_MPa,MS_net_y,shearout_y_MPa,MS_shearout_y
limit,LC4+,LEFT,0.0,8.34,11.0922,11.237152177379999,-0.0,-0.0,-4.17,-5.5461,6.938885012017421,53.0,78.0,106.0,20.0,34.0,2.7537735849056606,181.65844467283316,2.6160849056603777,191.2720470240349,2.6160849056603777,110.00831810696694,2.070506454816286,241.93573141486812,1.1570477247502775,433.7270983213429,1.1570477247502775,249.98980723985227
limit,LC4+,RIGHT,0.0,8.34,11.0922,11.237152177379999,-0.0,-0.0,-4.17,-5.5461,6.938885012017421,53.0,78.0,106.0,20.0,34.0,2.7537735849056606,181.65844467283316,2.6160849056603777,191.2720470240349,2.6160849056603777,110.00831810696694,2.070506454816286,241.93573141486812,1.1570477247502775,433.7270983213429,1.1570477247502775,249.98980723985227
limit,LC4-,LEFT,0.0,-8.34,11.0922,-8.57502417738,-0.0,-0.0,4.17,-5.5461,6.938885012017421,53.0,78.0,106.0,20.0,34.0,2.7537735849056606,181.65844467283316,2.6160849056603777,191.2720470240349,2.6160849056603777,110.00831810696694,2.070506454816286,241.93573141486812,1.1570477247502775,433.7270983213429,1.1570477247502775,249.98980723985227
limit,LC4-,RIGHT,0.0,-8.34,11.0922,-8.57502417738,-0.0,-0.0,4.17,-5.5461,6.938885012017421,53.0,78.0,106.0,20.0,34.0,2.7537735849056606,181.65844467283316,2.6160849056603777,191.2720470240349,2.6160849056603777,110.00831810696694,2.070506454816286,241.93573141486812,1.1570477247502775,433.7270983213429,1.1570477247502775,249.98980723985227
limit,LC5,LEFT,-8.87376,0.0,11.0922,1.331064,10.54007782073232,1.0648512,7.099008000000001,-75.8132854715488,76.14492871212511,53.0,78.0,106.0,20.0,34.0,37.64314075052075,12.362328168460321,35.760983712994715,13.065608598379283,35.760983712994715,7.120782910590195,3.524830188679246,141.70190990065086,1.9697580466148727,254.3613124537963,1.9697580466148727,146.43292248581545
limit,LC5,RIGHT,-8.87376,0.0,11.0922,1.331064,10.54007782073232,1.0648512,-7.099008000000001,64.7210854715488,65.10925294610276,53.0,78.0,106.0,20.0,34.0,32.13559358070943,14.65242598481032,30.528813901673963,15.476237878747703,30.528813901673963,8.512560374527297,3.524830188679246,141.70190990065086,1.9697580466148727,254.3613124537963,1.9697580466148727,146.43292248581545
ultimate,LC0,LEFT,0.0,0.0,11.179148936170211,1.3414978723404254,-0.0,-0.0,-0.0,-5.589574468085106,5.589574468085106,53.0,78.0,106.0,20.0,34.0,2.7753597160303407,205.0994099958129,2.6365917302288233,215.9467473640136,2.6365917302288233,124.25426299042698,0.0,inf,0.0,inf,0.0,inf
ultimate,LC0,RIGHT,0.0,0.0,11.179148936170211,1.3414978723404254,-0.0,-0.0,0.0,-5.589574468085106,5.589574468085106,53.0,78.0,106.0,20.0,34.0,2.7753597160303407,205.0994099958129,2.6365917302288233,215.9467473640136,2.6365917302288233,124.25426299042698,0.0,inf,0.0,inf,0.0,inf
ultimate,LC1,LEFT,0.0,0.0,37.53,4.5036,-0.0,-0.0,-0.0,-18.765,18.765,53.0,78.0,106.0,20.0,34.0,9.317279046673287,60.39131361577405,8.851415094339623,63.62243538502531,8.851415094339623,36.30978046523356,0.0,inf,0.0,inf,0.0,inf
ultimate,LC1,RIGHT,0.0,0.0,37.53,4.5036,-0.0,-0.0,0.0,-18.765,18.765,53.0,78.0,106.0,20.0,34.0,9.317279046673287,60.39131361577405,8.851415094339623,63.62243538502531,8.851415094339623,36.30978046523356,0.0,inf,0.0,inf,0.0,inf
