upper_OD_mm,taper_start_A_mm,Kt_peak,station_A_mm,station_U_mm,profile_OD_mm,local_Kt,limit_case,limit_vm_MPa,MS_limit,ultimate_case,ultimate_vm_MPa,MS_ultimate,station_PASS
106.0,325.0,1.5,760.0,285.0,97.86631277164338,1.4418670990656621,LC4+,178.03449794964015,1.8252951298364737,LC4+,267.0517469244603,1.141906977158996,True
106.0,325.0,1.5,770.0,295.0,98.51213213982922,1.4308805996163874,LC4+,173.8023665955483,1.8940917770729802,LC4+,260.7035498933224,1.194062950942008,True
106.0,325.0,1.5,780.0,305.0,99.14099170423738,1.4189437916819168,LC4+,169.70623139856315,1.9639453769890194,LC4+,254.55934709784472,1.2470202195330935,True
106.0,325.0,1.5,790.0,315.0,99.75148529383267,1.40605667526225,LC4+,165.74120810445916,2.034851777374411,LC4+,248.61181215668876,1.3007756350671476,True
106.0,325.0,1.5,800.0,325.0,100.34220673757984,1.3922192503573874,LC4+,161.90236282785938,2.106810742069332,LC4+,242.85354424178908,1.3553290185071671,True
106.0,325.0,1.5,810.0,335.0,100.91174986444369,1.3774315169673286,LC4+,158.18472371377743,2.1798266494439638,LC4+,237.27708557066615,1.4106836891742178,True
106.0,325.0,1.5,820.0,345.0,101.45870850338905,1.361693475092074,LC4+,154.58328777270415,2.253909314825805,LC4+,231.87493165905622,1.4668470882443478,True
106.0,325.0,1.5,830.0,355.0,101.98167648338062,1.345005124731623,LC4+,151.09302334595594,2.3290749556866484,LC4+,226.63953501893394,1.5238315104741718,True
106.0,325.0,1.5,840.0,365.0,102.47924763338325,1.3273664658859763,LC4+,147.7088685362173,2.405347322640059,LC4+,221.56330280432599,1.581654961630369,True
106.0,325.0,1.5,850.0,375.0,102.9500157823617,1.3087774985551333,LC4+,144.425725826942,2.4827590245433098,LC4+,216.63858874041304,1.6403421630732575,True
106.0,325.0,1.5,860.0,385.0,103.39257475928078,1.2892382227390944,LC4+,141.23845301023945,2.5613530825315234,LC4+,211.8576795153592,1.6999257298979873,True
106.0,325.0,1.5,870.0,395.0,103.80551839310522,1.2687486384378597,LC4+,138.1418504429322,2.6411847560113175,LC4+,207.21277566439827,1.7604475552531134,True
106.0,325.0,1.5,880.0,405.0,104.18744051279984,1.2473087456514287,LC4+,135.13064455146647,2.722323694004324,LC4+,202.69596682719973,1.8219604413127546,True
106.0,325.0,1.5,890.0,415.0,104.53693494732943,1.2249185443798016,LC4+,132.19946740506504,2.8048564784212457,LC4+,198.29920110759755,1.8845300273783332,True
106.0,325.0,1.5,900.0,425.0,104.85259552565877,1.2015780346229787,LC4+,129.34283206948285,2.8888896427580066,LC4+,194.01424810422427,1.948237078406335,True
106.0,325.0,1.5,910.0,435.0,105.13301607675263,1.1772872163809596,LC4+,126.55510333717858,2.9745532715489613,LC4+,189.8326550057679,2.0131802138184303,True
106.0,325.0,1.5,920.0,445.0,105.37679042957583,1.1520460896537443,LC4+,123.83046329933296,3.0620053143474717,LC4+,185.74569494899947,2.079479178007625,True
106.0,325.0,1.5,930.0,455.0,105.58251241309311,1.1258546544413335,LC4+,121.1628710759134,3.1514367853238667,LC4+,181.74430661387012,2.147278782246854,True
106.0,325.0,1.5,940.0,465.0,105.74877585626928,1.0987129107437261,LC4+,118.54601584588826,3.243078068974567,LC4+,177.8190237688324,2.216753685160308,True
106.0,325.0,1.5,950.0,475.0,105.87417458806912,1.070620858560923,LC4+,115.97326211347456,3.337206618434492,LC4+,173.95989317021184,2.2881142289523253,True
106.0,325.0,1.5,960.0,485.0,105.95730243745743,1.041578497892924,LC4+,113.43758589897594,3.4341564219107807,LC4+,170.156378848464,2.3616136160808026,True
106.0,325.0,1.5,970.0,495.0,105.99675323339896,1.0115858287397286,LC4+,110.93150024324929,3.5343297340884012,LC4+,166.39725036487394,2.4375568030464754,True
106.0,325.0,1.5,973.780356685791,498.78035668579105,106.0,1.0,LC4+,109.99017837648356,3.573135596510169,LC4+,164.98526756472535,2.4669762242595312,True
106.0,325.0,1.75,250.0,-225.0,74.0,1.0,LC4+,292.37427177639455,0.7203976155080098,LC4+,438.56140766459185,0.3042643287880471,True
106.0,325.0,1.75,260.0,-215.0,74.0,1.0,LC4+,297.07034420784856,0.6932016601699915,LC4+,445.6055163117729,0.28364658663649456,True
106.0,325.0,1.75,270.0,-205.0,74.0,1.0,LC4+,301.7683884424068,0.6668412572843054,LC4+,452.6525826636101,0.26366229180466916,True
106.0,325.0,1.75,280.0,-195.0,74.0,1.0,LC4+,306.46831379907775,0.641278975188833,LC4+,459.70247069861665,0.24428306667728616,True
106.0,325.0,1.75,290.0,-185.0,74.0,1.0,LC4+,311.1700350402296,0.6164795557354026,LC4+,466.7550525603445,0.22548218141901932,True
106.0,325.0,1.75,300.0,-175.0,74.0,1.0,LC4+,315.87347197159596,0.5924097609729977,LC4+,473.81020795739386,0.20723443774228612,True
106.0,325.0,1.75,310.0,-165.0,74.0,1.0,LC4+,320.5785490768347,0.5690382324347081,LC4+,480.867823615252,0.18951606223015638,True
106.0,325.0,1.75,320.0,-155.0,74.0,1.0,LC4+,325.28519518322923,0.5463353618558207,LC4+,487.92779277484374,0.17230460832542027,True
106.0,325.0,1.75,330.0,-145.0,74.00567255568127,1.022942122583539,LC4+,336.9662171121847,0.4927312426472068,LC4+,505.449325668277,0.13166636288164657,True
106.0,325.0,1.75,340.0,-135.0,74.05052568699328,1.0677572707047709,LC4+,354.2927638854354,0.41972981464179937,LC4+,531.4391458281534,0.07632266928443832,True
106.0,325.0,1.75,350.0,-125.0,74.13888436904186,1.1111469560982088,LC4+,369.69057963311747,0.36059728787024925,LC4+,554.5358694496763,0.0314932387830118,True
106.0,325.0,1.75,360.0,-115.0,74.26934243079182,1.1531111787638528,LC4+,383.02645730257626,0.3132252104523663,LC4+,574.5396859538645,-0.004420383858511068,False
106.0,325.0,1.75,370.0,-105.0,74.44049370120794,1.1936499387017026,LC4+,394.2319311559651,0.2758986785395734,LC4+,591.347896733948,-0.032718298045545935,False
106.0,325.0,1.75,380.0,-95.0,74.650932009255,1.2327632359117584,LC4+,403.29923238167856,0.2472128871397543,LC4+,604.948848572518,-0.054465511671386024,False
106.0,325.0,1.75,390.0,-85.0,74.89925118389777,1.2704510703940204,LC4+,410.2740995718839,0.22600963727633427,LC4+,615.4111493578258,-0.07054007618016811,False
106.0,325.0,1.75,400.0,-75.0,75.18404505410106,1.306713442148488,LC4+,415.24656050346147,0.2113285162197196,LC4+,622.8698407551922,-0.0816700977101662,False
106.0,325.0,1.75,410.0,-65.0,75.50390744882965,1.3415503511751619,LC4+,418.340795435398,0.20236899075666526,LC4+,627.511193153097,-0.08846247486704772,False
106.0,325.0,1.75,420.0,-55.0,75.85743219704833,1.3749617974740416,LC4+,419.705041717369,0.1984607045505118,LC4+,629.5575625760533,-0.09142541682850502,False
106.0,325.0,1.75,430.0,-45.0,76.24321312772184,1.406947781045127,LC4+,419.50226661461585,0.1990400053358734,LC4+,629.2533999219239,-0.09098623849951026,False
106.0,325.0,1.75,440.0,-35.0,76.65984406981504,1.4375083018884187,LC4+,417.9020784252881,0.2036312475290203,LC4+,626.8531176379322,-0.08750553533916561,False
106.0,325.0,1.75,450.0,-25.0,77.10591885229265,1.4666433600039162,LC4+,415.07410930809874,0.2118317879148568,LC4+,622.611163962148,-0.08128855839986981,False
106.0,325.0,1.75,460.0,-15.0,77.58003130411947,1.4943529553916197,LC4+,411.18291263783493,0.22329986130293422,LC4+,616.7743689567527,-0.07259440601023459,False
106.0,325.0,1.75,470.0,-5.0,78.08077525426032,1.5206370880515292,LC4+,406.3842825807117,0.2377447198640108,LC4+,609.5764238710675,-0.06164349932112101,False
106.0,325.0,1.75,480.0,5.0,78.60674453167994,1.5454957579836446,LC4+,400.82282147484705,0.2549185651385495,LC4+,601.2342322122706,-0.04862369879489703,False
106.0,325.0,1.75,490.0,15.0,79.15653296534313,1.5689289651879657,LC4+,394.6305423190704,0.2746099099276247,LC4+,591.9458134786058,-0.03369533667514779,False
106.0,325.0,1.75,500.0,25.0,79.72873438421469,1.5909367096644933,LC4+,387.9262875489453,0.2966380885867026,LC4+,581.889431323418,-0.01699537883155222,False
106.0,325.0,1.75,510.0,35.0,80.32194261725938,1.6115189914132264,LC4+,380.8157600382128,0.32084869583529496,LC4+,571.2236400573191,0.001359117319799541,True
106.0,325.0,1.75,520.0,45.0,80.93475149344201,1.6306758104341657,LC4+,373.39198854762503,0.34710978121546887,LC4+,560.0879828214377,0.021268117767061723,True
106.0,325.0,1.75,530.0,55.0,81.56575484172734,1.6484071667273108,LC4+,365.73608071934706,0.375308662494211,LC4+,548.6041210790206,0.042646196085737165,True
106.0,325.0,1.75,540.0,65.0,82.21354649108017,1.6647130602926619,LC4+,357.91814756728576,0.40534924931527816,LC4+,536.8772213509286,0.06542050445107916,True
106.0,325.0,1.75,550.0,75.0,82.87672027046528,1.6795934911302188,LC4+,349.9983115269577,0.4371497902533674,LC4+,524.9974672904365,0.08952906563939855,True
106.0,325.0,1.75,560.0,85.0,83.55387000884747,1.6930484592399822,LC4+,342.0277341895913,0.47064097358016954,LC4+,513.041601284387,0.11491933318470116,True
106.0,325.0,1.75,570.0,95.0,84.24358953519149,1.705077964621951,LC4+,334.04961948064937,0.505764325617313,LC4+,501.0744292209741,0.1415469771412896,True
106.0,325.0,1.75,580.0,105.0,84.94447267846216,1.7156820072761259,LC4+,326.1001634475283,0.5424708613521934,LC4+,489.15024517129234,0.16937486109139144,True
106.0,325.0,1.75,590.0,115.0,85.65511326762424,1.724860587202507,LC4+,318.2094334870541,0.5807199506562202,LC4+,477.31415023058116,0.19837218260484835,True
106.0,325.0,1.75,600.0,125.0,86.37410513164254,1.7326137044010936,LC4+,310.40216837976567,0.6204783704493906,LC4+,465.60325256964853,0.22851375466806,True
106.0,325.0,1.75,610.0,135.0,87.10004209948181,1.7389413588718865,LC4+,302.69849652025255,0.6617195188689877,LC4+,454.047744780379,0.25977940993116055,True
106.0,325.0,1.75,620.0,145.0,87.83151800010687,1.7438435506148853,LC4+,295.11457380253313,0.7044227722097081,LC4+,442.6718607037998,0.2921535131927804,True
106.0,325.0,1.75,630.0,155.0,88.56712666248248,1.74732027963009,LC4+,287.6631452173033,0.748572969331992,LC4+,431.494717825955,0.32562457052074123,True
106.0,325.0,1.75,640.0,165.0,89.30546191557343,1.7493715459175005,LC4+,280.35403573718764,0.7941600115631202,LC4+,420.5310536057813,0.36018492592989415,True
106.0,325.0,1.75,650.0,175.0,90.04511758834452,1.7499973494771173,LC4+,273.1945768178332,0.84117856898529,LC4+,409.7918652267499,0.3958305387138312,True
106.0,325.0,1.75,660.0,185.0,90.78468750976052,1.74919769030894,LC4+,266.189975065653,0.8896278865345708,LC4+,399.28496259847947,0.4325608364450293,True
106.0,325.0,1.75,670.0,195.0,91.52276550878622,1.7469725684129684,LC4+,259.34362949617645,0.9395116856240953,LC4+,389.01544424426476,0.47037864039361454,True
106.0,325.0,1.75,680.0,205.0,92.2579454143864,1.743321983789203,LC4+,252.65740346121203,0.9908381591407456,LC4+,378.98610519181796,0.50929016173427,True
106.0,325.0,1.75,690.0,215.0,92.98882105552585,1.7382459364376432,LC4+,246.13185685177456,1.0436200597264276,LC4+,369.19778527766186,0.5493050684738454,True
106.0,325.0,1.75,700.0,225.0,93.71398626116934,1.7317444263582897,LC4+,239.76644365205544,1.0978748833174676,LC4+,359.64966547808325,0.5904366245958796,True
106.0,325.0,1.75,710.0,235.0,94.43203486028168,1.723817453551142,LC4+,233.55967937130276,1.1536251520552612,LC4+,350.33951905695415,0.6327019045402378,True
106.0,325.0,1.75,720.0,245.0,95.14156068182763,1.7144650180162002,LC4+,227.50928234372904,1.2108988029774093,LC4+,341.2639235155936,0.676122087876843,True
106.0,325.0,1.75,730.0,255.0,95.841157554772,1.7036871197534647,LC4+,221.61229237858404,1.2697296914411074,LC4+,332.4184385678761,0.7207228409599911,True
106.0,325.0,1.75,740.0,265.0,96.52941930807955,1.6914837587629348,LC4+,215.86516977280604,1.3301582211219989,LC4+,323.7977546592092,0.7665347945417929,True
106.0,325.0,1.75,750.0,275.0,97.20493977071509,1.677854935044611,LC4+,210.26387727119726,1.3922321157962534,LC4+,315.3958159067958,0.8135941288740323,True
106.0,325.0,1.75,760.0,285.0,97.86631277164338,1.662800648598493,LC4+,204.80394717443104,1.4560073521024282,LC4+,307.2059207616467,0.8619432808516743,True
106.0,325.0,1.75,770.0,295.0,98.51213213982922,1.6463208994245813,LC4+,199.48053545155568,1.5215492772835209,LC4+,299.22080317733355,0.9116317913932059,True
106.0,325.0,1.75,780.0,305.0,99.14099170423738,1.628415687522875,LC4+,194.28846440784753,1.5889339417707768,LC4+,291.4326966117712,0.9627173156963353,True
106.0,325.0,1.75,790.0,315.0,99.75148529383267,1.6090850128933751,LC4+,189.22225518692807,1.658249683701838,LC4+,283.8333827803922,1.0152668244896632,True
106.0,325.0,1.75,800.0,325.0,100.34220673757984,1.5883288755360812,LC4+,184.27615114357693,1.7295990114754054,LC4+,276.41422671536543,1.0693580312311886,True
106.0,325.0,1.75,810.0,335.0,100.91174986444369,1.566147275450993,LC4+,179.4441329061765,1.8031008417700498,LC4+,269.1661993592648,1.1250810887905476,True
106.0,325.0,1.75,820.0,345.0,101.45870850338905,1.542540212638111,LC4+,174.71992575068234,1.8788931648114304,LC4+,262.07988862602343,1.1825406100359692,True
106.0,325.0,1.75,830.0,355.0,101.98167648338062,1.5175076870974347,LC4+,170.0969997269883,1.957136227019482,LC4+,255.1454995904825,1.2418580806562534,True
106.0,325.0,1.75,840.0,365.0,102.47924763338325,1.4910496988289643,LC4+,165.5685628091817,2.0380163448039896,LC4+,248.3528442137726,1.303174750467703,True
106.0,325.0,1.75,850.0,375.0,102.9500157823617,1.4631662478327,LC4+,161.12754717917787,2.1217504939776153,LC4+,241.69132076876687,1.3666551127305437,True
106.0,325.0,1.75,860.0,385.0,103.39257475928078,1.4338573341086416,LC4+,156.76658859423978,2.2085918594677016,LC4+,235.14988289135965,1.432491111485123,True
106.0,325.0,1.75,870.0,395.0,103.80551839310522,1.4031229576567894,LC4+,152.4779986285695,2.298836583140683,LC4+,228.71699794285425,1.5009072571987687,True
106.0,325.0,1.75,880.0,405.0,104.18744051279984,1.370963118477143,LC4+,148.2537294129036,2.39283201840466,LC4+,222.3805941193554,1.5721668847282508,True
106.0,325.0,1.75,890.0,415.0,104.53693494732943,1.3373778165697023,LC4+,144.08533031901464,2.490986895656373,LC4+,216.12799547852197,1.6465798599276944,True
106.0,325.0,1.75,900.0,425.0,104.85259552565877,1.302367051934468,LC4+,139.96389584295162,2.5937839324249587,LC4+,209.94584376442748,1.7245121396250176,True
106.0,325.0,1.75,910.0,435.0,105.13301607675263,1.2659308245714394,LC4+,135.88000372600368,2.7017956005821016,LC4+,203.82000558900552,1.8063977250271201,True
106.0,325.0,1.75,920.0,445.0,105.37679042957583,1.2280691344806165,LC4+,131.82364210944579,2.8157040114427065,LC4+,197.73546316416872,1.8927537369718062,True
106.0,325.0,1.75,930.0,455.0,105.58251241309311,1.1887819816620002,LC4+,127.78412424131427,2.9363262297756823,LC4+,191.67618636197142,1.984199606933983,True
106.0,325.0,1.75,940.0,465.0,105.74877585626928,1.1480693661155894,LC4+,123.74998893363636,3.0646468281281605,LC4+,185.6249834004545,2.081481757043483,True
106.0,325.0,1.75,950.0,475.0,105.87417458806912,1.1059312878413845,LC4+,119.70888459991819,3.2018602184882754,LC4+,179.56332689987735,2.1855056924788503,True
106.0,325.0,1.75,960.0,485.0,105.95730243745743,1.062367746839386,LC4+,115.64743428008647,3.349426367573227,LC4+,173.47115142012973,2.297378240227814,True
106.0,325.0,1.75,970.0,495.0,105.99675323339896,1.0173787431095929,LC4+,111.55107858276959,3.5091451054574962,LC4+,167.32661787415438,2.4184638837928265,True
106.0,325.0,1.75,973.780356685791,498.78035668579105,106.0,1.0,LC4+,109.99017837648356,3.573135596510169,LC4+,164.98526756472535,2.4669762242595312,True
106.0,325.0,2.0,250.0,-225.0,74.0,1.0,LC4+,292.37427177639455,0.7203976155080098,LC4+,438.56140766459185,0.3042643287880471,True
106.0,325.0,2.0,260.0,-215.0,74.0,1.0,LC4+,297.07034420784856,0.6932016601699915,LC4+,445.6055163117729,0.28364658663649456,True
106.0,325.0,2.0,270.0,-205.0,74.0,1.0,LC4+,301.7683884424068,0.6668412572843054,LC4+,452.6525826636101,0.26366229180466916,True
106.0,325.0,2.0,280.0,-195.0,74.0,1.0,LC4+,306.46831379907775,0.641278975188833,LC4+,459.70247069861665,0.24428306667728616,True
106.0,325.0,2.0,290.0,-185.0,74.0,1.0,LC4+,311.1700350402296,0.6164795557354026,LC4+,466.7550525603445,0.22548218141901932,True
106.0,325.0,2.0,300.0,-175.0,74.0,1.0,LC4+,315.87347197159596,0.5924097609729977,LC4+,473.81020795739386,0.20723443774228612,True
106.0,325.0,2.0,310.0,-165.0,74.0,1.0,LC4+,320.5785490768347,0.5690382324347081,LC4+,480.867823615252,0.18951606223015638,True
106.0,325.0,2.0,320.0,-155.0,74.0,1.0,LC4+,325.28519518322923,0.5463353618558207,LC4+,487.92779277484374,0.17230460832542027,True
106.0,325.0,2.0,330.0,-145.0,74.00567255568127,1.0305894967780518,LC4+,339.35924734449054,0.4822050789421819,LC4+,509.0388710167358,0.12368628913840696,True
106.0,325.0,2.0,340.0,-135.0,74.05052568699328,1.090343027606361,LC4+,361.4401038146937,0.39165520010442023,LC4+,542.1601557220408,0.055038799814086214,True
106.0,325.0,2.0,350.0,-125.0,74.13888436904186,1.1481959414642784,LC4+,381.48688571133,0.3185250105310793,LC4+,572.230328566995,-0.0004025102401891134,False
106.0,325.0,2.0,360.0,-115.0,74.26934243079182,1.2041482383518036,LC4+,399.29822732614065,0.2597100752695236,LC4+,598.9473409892109,-0.04499116891429089,False
106.0,325.0,2.0,370.0,-105.0,74.44049370120794,1.2581999182689367,LC4+,414.7478219001674,0.21278515145783095,LC4+,622.1217328502514,-0.08056579637656869,False
106.0,325.0,2.0,380.0,-95.0,74.650932009255,1.310350981215678,LC4+,427.7816081056283,0.17583362741438546,LC4+,641.6724121584426,-0.10857941036311691,False
106.0,325.0,2.0,390.0,-85.0,74.89925118389777,1.360601427192027,LC4+,438.41097384826327,0.1473252952242281,LC4+,657.616460772395,-0.130192088975138,False
106.0,325.0,2.0,400.0,-75.0,75.18404505410106,1.4089512561979842,LC4+,446.70318919341605,0.12602733127613353,LC4+,670.054783790124,-0.14633845793247402,False
106.0,325.0,2.0,410.0,-65.0,75.50390744882965,1.455400468233549,LC4+,452.7703379777269,0.11093849974055514,LC4+,679.1555069665906,-0.15777757209861187,False
106.0,325.0,2.0,420.0,-55.0,75.85743219704833,1.499949063298722,LC4+,456.757893960619,0.10123986175347399,LC4+,685.1368409409287,-0.1651302837336157,False
106.0,325.0,2.0,430.0,-45.0,76.24321312772184,1.5425970413935026,LC4+,458.8338501998333,0.09625739204056383,LC4+,688.2507752997501,-0.16890758350271384,False
106.0,325.0,2.0,440.0,-35.0,76.65984406981504,1.5833444025178915,LC4+,459.1790280735073,0.09543330432651564,LC4+,688.7685421102609,-0.16953233919845334,False
106.0,325.0,2.0,450.0,-25.0,77.10591885229265,1.6221911466718884,LC4+,457.978919405296,0.09830382728787113,LC4+,686.9683791079439,-0.16735614418997702,False
106.0,325.0,2.0,460.0,-15.0,77.58003130411947,1.6591372738554928,LC4+,455.41718592781365,0.10448181478976615,LC4+,683.1257788917205,-0.1626725009148493,False
106.0,325.0,2.0,470.0,-5.0,78.08077525426032,1.6941827840687056,LC4+,451.67077012990353,0.11364301890807282,LC4+,677.5061551948554,-0.15572722754749158,False
106.0,325.0,2.0,480.0,5.0,78.60674453167994,1.727327677311526,LC4+,446.90646107564925,0.1255151666175076,LC4+,670.3596916134742,-0.14672673915809942,False
106.0,325.0,2.0,490.0,15.0,79.15653296534313,1.7585719535839544,LC4+,441.2786998437638,0.13986920324522534,LC4+,661.9180497656457,-0.1358446862077285,False
106.0,325.0,2.0,500.0,25.0,79.72873438421469,1.787915612885991,LC4+,434.9283896819995,0.1565122257661118,LC4+,652.3925845229994,-0.12322731194404812,False
106.0,325.0,2.0,510.0,35.0,80.32194261725938,1.8153586552176353,LC4+,427.982483294631,0.17528174547677833,LC4+,641.9737249419464,-0.10899780197121645,False
106.0,325.0,2.0,520.0,45.0,80.93475149344201,1.8409010805788875,LC4+,420.55414303292997,0.1960410052615138,LC4+,630.8312145493951,-0.09325983431466445,False
106.0,325.0,2.0,530.0,55.0,81.56575484172734,1.8645428889697477,LC4+,412.7433007846669,0.21867514032025692,LC4+,619.1149511770006,-0.07610049004216479,False
106.0,325.0,2.0,540.0,65.0,82.21354649108017,1.886284080390216,LC4+,404.63747725221873,0.24308801897375898,LC4+,606.9562158783281,-0.057592648306176164,False
106.0,325.0,2.0,550.0,75.0,82.87672027046528,1.906124654840292,LC4+,396.312751449639,0.269199636297643,LC4+,594.4691271744587,-0.037796962276671175,False
106.0,325.0,2.0,560.0,85.0,83.55387000884747,1.924064612319976,LC4+,387.83479869030884,0.2969439609302622,LC4+,581.7521980354634,-0.016763491514764972,False
106.0,325.0,2.0,570.0,95.0,84.24358953519149,1.940103952829268,LC4+,379.2599382984437,0.32626715665439954,LC4+,568.8899074476657,0.005466949776430141,True
106.0,325.0,2.0,580.0,105.0,84.94447267846216,1.954242676368168,LC4+,370.636150720638,0.357126116872311,LC4+,555.9542260809569,0.02886168171101655,True
106.0,325.0,2.0,590.0,115.0,85.65511326762424,1.9664807829366757,LC4+,362.00403801801525,0.3894872630535906,LC4+,543.0060570270227,0.05339524780205984,True
106.0,325.0,2.0,600.0,125.0,86.37410513164254,1.9768182725347916,LC4+,353.39771246270726,0.4233255685068411,LC4+,530.0965686940608,0.07904867486535894,True
106.0,325.0,2.0,610.0,135.0,87.10004209948181,1.9852551451625153,LC4+,344.8456057759335,0.45862377706163593,LC4+,517.2684086639003,0.10580888068821159,True
106.0,325.0,2.0,620.0,145.0,87.83151800010687,1.9917914008198472,LC4+,336.3711970324494,0.4953717929406307,LC4+,504.55679554867424,0.13366821148050434,True
106.0,325.0,2.0,630.0,155.0,88.56712666248248,1.9964270395067867,LC4+,327.99366095114567,0.5335662236317469,LC4+,491.99049142671845,0.162624095317905,True
106.0,325.0,2.0,640.0,165.0,89.30546191557343,1.999162061223334,LC4+,319.72844064204037,0.5732100622326111,LC4+,479.5926609630606,0.19267880132147575,True
106.0,325.0,2.0,650.0,175.0,90.04511758834452,1.9999964659694895,LC4+,311.5877502478323,0.6143124997690739,LC4+,467.3816253717485,0.2238392973729757,True
106.0,325.0,2.0,660.0,185.0,90.78468750976052,1.9989302537452531,LC4+,303.5810135874851,0.6568888615791084,LC4+,455.3715203812274,0.2561172018863491,True
106.0,325.0,2.0,670.0,195.0,91.52276550878622,1.9959634245506246,LC4+,295.71524509701646,0.7009606651661764,LC4+,443.5728676455247,0.2895288276673995,True
106.0,325.0,2.0,680.0,205.0,92.2579454143864,1.9910959783856037,LC4+,287.99537923102235,0.7465558001071488,LC4+,431.9930688465336,0.32409531830522065,True
106.0,325.0,2.0,690.0,215.0,92.98882105552585,1.9843279152501911,LC4+,280.4245541559747,0.7937088337857419,LC4+,420.6368312339621,0.3598428799542006,True
106.0,325.0,2.0,700.0,225.0,93.71398626116934,1.9756592351443862,LC4+,273.00435511783076,0.8424614500486682,LC4+,409.5065326767463,0.3968031138871275,True
106.0,325.0,2.0,710.0,235.0,94.43203486028168,1.9650899380681892,LC4+,265.73502236094043,0.8928630314930381,LC4+,398.60253354141076,0.4350134579377303,True
106.0,325.0,2.0,720.0,245.0,95.14156068182763,1.9526200240216003,LC4+,258.61562795263643,0.9449714001511185,LC4+,387.9234419289547,0.47451774802709035,True
106.0,325.0,2.0,730.0,255.0,95.841157554772,1.9382494930046195,LC4+,251.64422535407684,0.9988537360324967,LC4+,377.4663380311153,0.5153669145269555,True
106.0,325.0,2.0,740.0,265.0,96.52941930807955,1.9219783450172465,LC4+,244.8179750887523,1.0545876985448093,LC4+,367.22696263312844,0.5576198324289343,True
106.0,325.0,2.0,750.0,275.0,97.20493977071509,1.9038065800594812,LC4+,238.13324940421933,1.1122627825322393,LC4+,357.1998741063289,0.6013443493816317,True
106.0,325.0,2.0,760.0,285.0,97.86631277164338,1.8837341981313243,LC4+,231.58571840391807,1.171981948915767,LC4+,347.37857760587724,0.6466185219083078,True
106.0,325.0,2.0,770.0,295.0,98.51213213982922,1.8617611992327747,LC4+,225.17041974475876,1.2338635801726272,LC4+,337.75562961713814,0.6935320978909778,True
106.0,325.0,2.0,780.0,305.0,99.14099170423738,1.8378875833638335,LC4+,218.88181365081257,1.2980438237890701,LC4+,328.3227204762188,0.7421882931840269,True
106.0,325.0,2.0,790.0,315.0,99.75148529383267,1.8121133505245002,LC4+,212.71382468079327,1.3646794032067335,LC4+,319.07073702118987,0.7927059226431434,True
106.0,325.0,2.0,800.0,325.0,100.34220673757984,1.7844385007147747,LC4+,206.65987140307146,1.4339509967996826,LC4+,309.98980710460717,0.8452219617884937,True
106.0,325.0,2.0,810.0,335.0,100.91174986444369,1.7548630339346574,LC4+,200.7128848723026,1.5060673126193085,LC4+,301.06932730845386,0.8998946359420072,True
106.0,325.0,2.0,820.0,345.0,101.45870850338905,1.723386950184148,LC4+,194.86531656166864,1.581270022163316,LC4+,292.2979748425029,0.9569071606062518,True
106.0,325.0,2.0,830.0,355.0,101.98167648338062,1.690010249463246,LC4+,189.10913617939758,1.6598397632297952,LC4+,283.66370426909646,1.0164722923359077,True
106.0,325.0,2.0,840.0,365.0,102.47924763338325,1.6547329317719526,LC4+,183.43581958274368,1.7421034841731569,LC4+,275.1537293741156,1.0788378965500929,True
106.0,325.0,2.0,850.0,375.0,102.9500157823617,1.6175549971102667,LC4+,177.8363267920599,1.828443485498589,LC4+,266.7544901880899,1.1442938021274918,True
106.0,325.0,2.0,860.0,385.0,103.39257475928078,1.5784764454781888,LC4+,172.3010698969352,1.9193086282103646,LC4+,258.4516048454028,1.2131802986564986,True
106.0,325.0,2.0,870.0,395.0,103.80551839310522,1.5374972768757194,LC4+,166.8198704305559,2.0152283340214545,LC4+,250.22980564583392,1.2858987502455554,True
106.0,325.0,2.0,880.0,405.0,104.18744051279984,1.4946174913028571,LC4+,161.38190556232882,2.1168302186500805,LC4+,242.07285834349315,1.362924963641944,True
106.0,325.0,2.0,890.0,415.0,104.53693494732943,1.4498370887596033,LC4+,155.9756422172763,2.2248625032061984,LC4+,233.9634633259144,1.4448261787063559,True
106.0,325.0,2.0,900.0,425.0,104.85259552565877,1.4031560692459573,LC4+,150.58875796893156,2.340222781462714,LC4+,225.88313695339733,1.5322828773978427,True
106.0,325.0,2.0,910.0,435.0,105.13301607675263,1.3545744327619191,LC4+,145.20804726636922,2.463995346465188,LC4+,217.81207089955387,1.6261170817469677,True
106.0,325.0,2.0,920.0,445.0,105.37679042957583,1.3040921793074889,LC4+,139.81931124337729,2.597500198841991,LC4+,209.72896686506596,1.7273295079358761,True
106.0,325.0,2.0,930.0,455.0,105.58251241309311,1.251709308882667,LC4+,134.407229020319,2.742358232264122,LC4+,201.61084353047843,1.8371489845660416,True
106.0,325.0,2.0,940.0,465.0,105.74877585626928,1.1974258214874525,LC4+,128.9552080565581,2.9005791823420632,LC4+,193.43281208483714,1.9570991282964347,True
106.0,325.0,2.0,950.0,475.0,105.87417458806912,1.1412417171218459,LC4+,123.4452107687762,3.0746821757400005,LC4+,185.16781615316435,2.0890897342919548,True
106.0,325.0,2.0,960.0,485.0,105.95730243745743,1.0831569957858478,LC4+,117.85755435423098,3.2678638866728082,LC4+,176.78633153134646,2.235544258683693,True
