support_span_mm,journal_diameter_mm,bearing_width_mm,head_root_to_root_width_mm,boss_extension_each_side_vs_barrel_mm,B3_worst_MS_ultimate_strength,B3_worst_bearing_pressure_MPa,B3_worst_MS_ultimate_bearing,interface_envelope_ligament_mm,ultimate_per_journal_radial_reaction_kN,ultimate_journal_root_moment_kNm,ultimate_moment_transfer_couple_kN,force_only_avg_shaft_head_pressure_MPa,ultimate_locating_journal_thrust_kN,ultimate_brace_force_kN_at_working_arm,working_interface_study_candidate
120.0,34.0,20.0,90.0,8.0,0.1264691508958215,206.58867391250223,1.002459427012501,20.0,140.48029826050154,2.1072044739075233,46.82676608683385,91.81718840555655,13.31064,67.322833048557,False
120.0,36.0,25.0,85.0,5.5,0.1462015120348876,156.21191290701148,1.6482323267903185,20.0,140.59072161631033,2.4603376282854312,57.89029713612779,91.88936053353616,13.31064,67.37287304855698,True
120.0,36.0,30.0,80.0,3.0,0.0039365096609607,130.17659408917623,2.177878792148382,20.0,140.59072161631033,2.811814432326207,70.29536080815517,97.63244556688217,13.31064,67.37287304855698,False
