level,ligament_mm,contact_regime,x_from_root_mm,q_N_per_mm,projected_pressure_MPa
ultimate,5.0,PARTIAL_ROOT_TRIANGULAR,55.199999999999996,0.0,0.0
ultimate,5.0,PARTIAL_ROOT_TRIANGULAR,55.775,0.0,0.0
ultimate,5.0,PARTIAL_ROOT_TRIANGULAR,56.349999999999994,0.0,0.0
ultimate,5.0,PARTIAL_ROOT_TRIANGULAR,56.925,0.0,0.0
ultimate,5.0,PARTIAL_ROOT_TRIANGULAR,57.5,0.0,0.0
limit,10.0,PARTIAL_ROOT_TRIANGULAR,0.0,2873.8342416522387,84.52453651918348
limit,10.0,PARTIAL_ROOT_TRIANGULAR,0.575,2842.3589142436667,83.59879159540196
limit,10.0,PARTIAL_ROOT_TRIANGULAR,1.15,2810.8835868350943,82.67304667162043
limit,10.0,PARTIAL_ROOT_TRIANGULAR,1.7249999999999999,2779.4082594265224,81.74730174783889
limit,10.0,PARTIAL_ROOT_TRIANGULAR,2.3,2747.93293201795,80.82155682405735
limit,10.0,PARTIAL_ROOT_TRIANGULAR,2.875,2716.457604609378,79.89581190027582
limit,10.0,PARTIAL_ROOT_TRIANGULAR,3.4499999999999997,2684.982277200806,78.9700669764943
limit,10.0,PARTIAL_ROOT_TRIANGULAR,4.0249999999999995,2653.5069497922336,78.04432205271276
limit,10.0,PARTIAL_ROOT_TRIANGULAR,4.6,2622.0316223836617,77.11857712893122
limit,10.0,PARTIAL_ROOT_TRIANGULAR,5.175,2590.5562949750897,76.1928322051497
limit,10.0,PARTIAL_ROOT_TRIANGULAR,5.75,2559.0809675665173,75.26708728136816
limit,10.0,PARTIAL_ROOT_TRIANGULAR,6.324999999999999,2527.6056401579453,74.34134235758663
limit,10.0,PARTIAL_ROOT_TRIANGULAR,6.8999999999999995,2496.130312749373,73.41559743380509
limit,10.0,PARTIAL_ROOT_TRIANGULAR,7.475,2464.654985340801,72.48985251002355
limit,10.0,PARTIAL_ROOT_TRIANGULAR,8.049999999999999,2433.1796579322286,71.56410758624202
limit,10.0,PARTIAL_ROOT_TRIANGULAR,8.625,2401.7043305236566,70.6383626624605
limit,10.0,PARTIAL_ROOT_TRIANGULAR,9.2,2370.2290031150847,69.71261773867896
limit,10.0,PARTIAL_ROOT_TRIANGULAR,9.774999999999999,2338.7536757065127,68.78687281489744
limit,10.0,PARTIAL_ROOT_TRIANGULAR,10.35,2307.2783482979403,67.86112789111588
limit,10.0,PARTIAL_ROOT_TRIANGULAR,10.924999999999999,2275.803020889368,66.93538296733435
limit,10.0,PARTIAL_ROOT_TRIANGULAR,11.5,2244.327693480796,66.00963804355283
limit,10.0,PARTIAL_ROOT_TRIANGULAR,12.075,2212.852366072224,65.08389311977129
limit,10.0,PARTIAL_ROOT_TRIANGULAR,12.649999999999999,2181.3770386636515,64.15814819598975
limit,10.0,PARTIAL_ROOT_TRIANGULAR,13.225,2149.9017112550796,63.232403272208224
limit,10.0,PARTIAL_ROOT_TRIANGULAR,13.799999999999999,2118.426383846507,62.30665834842668
limit,10.0,PARTIAL_ROOT_TRIANGULAR,14.374999999999998,2086.9510564379357,61.380913424645165
limit,10.0,PARTIAL_ROOT_TRIANGULAR,14.95,2055.4757290293633,60.45516850086363
