station_label,extra_above_E2_boundary_mm,station_above_U_mm,level,case,Mx_external_kNm,brace_effective_arm_mm,brace_force_abs_kN
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,limit,LC0,0.894331914893617,300.0,2.9811063829787234
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,limit,LC1,3.0023999999999997,150.0,20.016
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,limit,LC1,3.0023999999999997,200.0,15.011999999999999
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,limit,LC1,3.0023999999999997,250.0,12.009599999999999
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,limit,LC1,3.0023999999999997,300.0,10.008
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,limit,LC2A,3.0023999999999997,150.0,20.016
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,limit,LC2A,3.0023999999999997,200.0,15.011999999999999
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,limit,LC2A,3.0023999999999997,250.0,12.009599999999999
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,limit,LC2A,3.0023999999999997,300.0,10.008
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,limit,LC2B,3.0023999999999997,150.0,20.016
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,limit,LC2B,3.0023999999999997,200.0,15.011999999999999
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,limit,LC2B,3.0023999999999997,250.0,12.009599999999999
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,limit,LC2B,3.0023999999999997,300.0,10.008
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,limit,LC3,3.0023999999999997,150.0,20.016
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,limit,LC3,3.0023999999999997,200.0,15.011999999999999
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,limit,LC3,3.0023999999999997,250.0,12.009599999999999
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,limit,LC3,3.0023999999999997,300.0,10.008
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,limit,LC4+,11.537392174759496,150.0,76.91594783172998
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,limit,LC4+,11.537392174759496,200.0,57.68696087379748
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,limit,LC4+,11.537392174759496,250.0,46.149568699037985
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,limit,LC4+,11.537392174759496,300.0,38.45797391586499
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,limit,LC4-,-8.875264174759497,150.0,59.168427831729986
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,limit,LC4-,-8.875264174759497,200.0,44.37632087379748
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,limit,LC4-,-8.875264174759497,250.0,35.50105669903799
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,limit,LC4-,-8.875264174759497,300.0,29.584213915864993
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,limit,LC5,1.331064,150.0,8.87376
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,limit,LC5,1.331064,200.0,6.65532
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,limit,LC5,1.331064,250.0,5.324256
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,limit,LC5,1.331064,300.0,4.43688
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,ultimate,LC0,1.3414978723404254,150.0,8.943319148936169
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,ultimate,LC0,1.3414978723404254,200.0,6.707489361702127
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,ultimate,LC0,1.3414978723404254,250.0,5.365991489361702
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,ultimate,LC0,1.3414978723404254,300.0,4.4716595744680845
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,ultimate,LC1,4.5036,150.0,30.023999999999997
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,ultimate,LC1,4.5036,200.0,22.517999999999997
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,ultimate,LC1,4.5036,250.0,18.0144
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,ultimate,LC1,4.5036,300.0,15.011999999999999
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,ultimate,LC2A,4.5036,150.0,30.023999999999997
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,ultimate,LC2A,4.5036,200.0,22.517999999999997
E2_BOUNDARY_PLUS_75MM,75.0,573.780356685791,ultimate,LC2A,4.5036,250.0,18.0144
