,ID_mm,wall_mm,OD_mm,A_mm2,I_mm4,J_mm4,mass_per_m_kg,physical_pressure_MPa,virtual_pressure_MPa,limit_governing_case,limit_governing_surface,limit_vm_MPa,MS_limit_yield,ultimate_governing_case,ultimate_governing_surface,ultimate_vm_MPa,MS_ultimate,limit_tau_screen_MPa,MS_limit_shear,ultimate_tau_screen_MPa,MS_ultimate_shear,virtual_vm_MPa,virtual_governing_surface,MS_virtual_vs_yield,PASS
61,66.0,4.75,75.5,1055.7714811470191,663568.8723302946,1327137.7446605891,8.308921556627041,9.292136857325454,10.514733499585716,LC4+,outer,398.0581340987424,2.8110011328739546,LC4+,outer,594.2332303528761,2.13344980538076,16.81000132786179,51.10233725020581,25.215001991792683,41.634388907881,81.58734207854556,inner,17.59357053866956,True
62,66.0,5.0,76.0,1115.265392024376,706241.809499436,1412483.618998872,8.77713863523184,9.292136857325454,10.514733499585716,LC4+,outer,376.4980593092756,3.0292372363966305,LC4+,outer,562.0430154644436,2.312913689464388,15.913270623224086,54.03836257786295,23.86990593483613,44.03688469346552,78.15529654886238,inner,18.41007285477546,True
63,66.0,5.25,76.5,1175.1520019834315,749765.3390154603,1499530.678030921,9.248446255609606,9.292136857325454,10.514733499585716,LC4+,outer,356.99026503990285,3.24941559633408,LC4+,outer,532.9168056916756,2.493978760124294,15.102318653285352,56.99376761065312,22.653477979928024,46.45523853704069,75.05272670576932,inner,19.21245684979741,True
64,66.0,5.5,77.0,1235.431311024186,794150.6896177344,1588301.3792354688,9.722844417760344,9.292136857325454,10.514733499585716,LC4+,outer,339.25520741306286,3.471559955019245,LC4+,outer,506.4372541128005,2.67666474944055,14.365444554976603,59.96855234857636,21.548166832464908,48.88945043860654,72.23466053776878,inner,20.00099853320163,True
65,66.0,5.75,77.5,1296.1033191466388,839409.1636767032,1678818.3273534065,10.200333121684048,9.292136857325454,10.514733499585716,LC4+,outer,323.0619493342434,3.695693823200749,LC4+,outer,482.2595814809695,2.8609911995568647,13.692982448100713,62.96271679163263,20.539473672151065,51.33952039816303,69.66394820776439,inner,20.775969336043502,True
66,66.0,6.0,78.0,1357.16802635079,885552.1371938904,1771104.2743877808,10.68091236738072,9.292136857325454,10.514733499585716,LC4+,outer,308.2180342965592,3.921840486920966,LC4+,outer,460.09645828785096,3.046977468440049,13.076877479732756,65.97626093982196,19.61531621959913,53.80544841571017,67.30963241078346,inner,21.537636080701077,True
67,66.0,6.25,78.5,1418.6254326366409,932591.0598018966,1865182.119603793,11.16458215485036,9.292136857325454,10.514733499585716,LC4+,outer,294.5617904689011,4.15002301413618,LC4+,outer,439.7065151268707,3.2346427354226206,12.51036361798101,69.00918479314433,18.765545426971517,56.28723449124797,65.14570984625875,inner,22.28626096146713,True
68,66.0,6.5,79.0,1480.4755380041895,980537.4547644,1961074.9095288,11.651342484092972,9.292136857325454,10.514733499585716,LC4+,outer,281.9564107605136,4.38026426108999,LC4+,outer,420.885504506154,3.424006006537996,11.987715801049443,72.06148835159975,17.981573701574167,58.78487862477642,63.15017850480216,inner,23.022101535067588,True
69,66.0,6.75,79.5,1542.7183424534376,1029402.918976157,2058805.837952314,12.141193355108554,9.292136857325454,10.514733499585716,LC4+,outer,270.28534842364456,4.612586878450615,LC4+,outer,403.4594266982559,3.615086119657269,11.50405716430098,75.13317161518825,17.25608574645147,61.29838081629555,61.30429666942233,inner,23.74541072023516,True
70,66.0,7.0,80.0,1605.3538459843842,1079199.1229630022,2158398.2459260044,12.634134767897104,9.292136857325454,10.514733499585716,LC4+,outer,259.4486993097378,4.8470133172221415,LC4+,outer,387.2791286174669,3.807901749436081,11.055207575821036,78.22423458390978,16.58281136373155,63.82774106580533,59.59200070257871,inner,24.456436805525065,True
71,66.0,7.25,80.5,1668.3820485970298,1129937.8108818475,2259875.621763695,13.130166722458624,9.292136857325454,10.514733499585716,LC4+,outer,249.3603326214025,5.083565834439365,LC4+,outer,372.2160201662974,4.002471412079743,10.637563509463666,81.33467725776438,15.956345264195498,66.37295937330576,57.99944329145808,inner,25.155423464614834,True
72,66.0,7.5,81.0,1731.802950291373,1181630.8005206827,2363261.6010413654,13.629289218793106,9.292136857325454,10.514733499585716,LC4+,outer,239.94559551114315,5.322266498655318,LC4+,outer,358.1586473083305,4.19881346993431,10.248001943300771,84.46449963675198,15.372002914951157,68.93403573879684,56.5146240445562,inner,25.842609778382236,True
73,66.0,7.75,81.5,1795.616551067416,1234289.9832985755,2468579.9665971515,14.131502256900566,9.292136857325454,10.514733499585716,LC4+,outer,231.13946194854364,5.563137195230277,LC4+,outer,345.00992841309954,4.3969461359109765,9.883802858383026,87.61370172087268,14.825704287574538,71.5109701622786,55.12709158604376,inner,26.518230263104453,True
