Kt_bending,station_above_A_mm,station_above_U_mm,frozen_74_limit_case,frozen_74_limit_surface,frozen_74_limit_vm_MPa,frozen_74_limit_MS,frozen_74_ultimate_case,frozen_74_ultimate_surface,frozen_74_ultimate_vm_MPa,frozen_74_ultimate_MS,frozen_74_PASS,minimum_passing_OD_mm,minimum_OD_limit_case,minimum_OD_limit_vm_MPa,minimum_OD_limit_MS,minimum_OD_ultimate_case,minimum_OD_ultimate_vm_MPa,minimum_OD_ultimate_MS
1.0,670.0,195.0,LC4+,OUTER,490.6545779433677,0.025161126812226042,LC4+,OUTER,735.9818669150516,-0.22280693898397186,False,77.0,LC4+,367.07558092471186,0.37029000603329854,LC4+,550.6133713870679,0.038841462493103496
1.0,680.0,205.0,LC4+,OUTER,495.3911906070894,0.01535919398079355,LC4+,OUTER,743.086785910634,-0.23023796029554144,False,77.0,LC4+,370.618291697036,0.357191512854903,LC4+,555.9274375455541,0.02891125957985996
1.0,690.0,215.0,LC4+,OUTER,500.12822840727534,0.005742070592316351,LC4+,OUTER,750.1923426109129,-0.23752887424943003,False,77.0,LC4+,374.161324438122,0.344339906737702,LC4+,561.2419866571828,0.019168226181532022
1.0,700.0,225.0,LC4+,OUTER,504.8656793770547,-0.003695397515150356,LC4+,OUTER,757.2985190655821,-0.24468358830837122,False,77.0,LC4+,377.70467008735204,0.331728304772273,LC4+,566.5570051310281,0.009607144240874943
1.0,710.0,235.0,LC4+,OUTER,509.6035319935248,-0.01295817548142253,LC4+,OUTER,764.4052979902873,-0.2517058666340275,False,77.0,LC4+,381.2483199201634,0.3193500763631756,LC4+,571.8724798802451,0.00022298698440881282
1.0,720.0,245.0,LC4+,OUTER,514.3417751573955,-0.02205104797082602,LC4+,OUTER,771.5126627360934,-0.2585993365663519,False,77.5,LC4+,368.79993578804056,0.36388310080695874,LC4+,553.1999036820608,0.03398427257996062
1.0,730.0,255.0,LC4+,OUTER,519.0803981737429,-0.030978627261437408,LC4+,OUTER,778.6205972606143,-0.2653674947561858,False,77.5,LC4+,372.19671536092426,0.351435891937504,LC4+,558.2950730413862,0.024547819997684073
1.0,740.0,265.0,LC4+,OUTER,523.8193907337976,-0.03974536090508707,LC4+,OUTER,785.7290861006966,-0.27201371297244525,False,77.5,LC4+,375.5937637879321,0.33921286372583137,LC4+,563.3906456818981,0.015281322798112118
1.0,750.0,275.0,LC4+,OUTER,528.55874289771,-0.04835553898435141,LC4+,OUTER,792.8381143465652,-0.2785412436037763,False,77.5,LC4+,378.99107383952355,0.32720803923995745,LC4+,568.4866107592852,0.006180249761770451
1.0,760.0,285.0,LC4+,OUTER,533.2984450782257,-0.056813300990932736,LC4+,OUTER,799.9476676173385,-0.284953224873179,False,78.0,LC4+,366.99213862422533,0.37060156625054397,LC4+,550.488207936338,0.03907766188908046
1.0,770.0,295.0,LC4+,OUTER,538.0384880252193,-0.06512264234817522,LC4+,OUTER,807.0577320378292,-0.2912526857828447,False,78.0,LC4+,370.2529992259112,0.35853052116153883,LC4+,555.3794988388668,0.029926385824254886
1.0,780.0,305.0,LC4+,OUTER,542.7788628110346,-0.07328742059891791,LC4+,OUTER,814.1682942165519,-0.29744255080527626,False,78.0,LC4+,373.5140920787404,0.346669404628414,LC4+,560.2711381181105,0.02093426036773116
1.0,790.0,315.0,LC4+,OUTER,547.5195608165801,-0.08131136127845895,LC4+,OUTER,821.2793412248701,-0.3035256443356905,False,78.0,LC4+,376.775411152124,0.3350128089885158,LC4+,565.163116728186,0.012097185873334748
1.0,800.0,325.0,LC4+,OUTER,552.2605737181378,-0.08919806349109283,LC4+,OUTER,828.3908605772067,-0.3095046949196887,False,78.0,LC4+,380.0369506220701,0.32355551000147664,LC4+,570.0554259331051,0.0034112017506224834
1.0,810.0,335.0,LC4+,OUTER,557.0018934748408,-0.09695100520745359,LC4+,OUTER,835.5028402122609,-0.31538233926926873,False,78.5,LC4+,368.3279817767498,0.3656307011311384,LC4+,552.4919726651248,0.0353091597707238
1.0,820.0,345.0,LC4+,OUTER,561.7435123167811,-0.10457354829877263,LC4+,OUTER,842.6152684751718,-0.32116112607938774,False,78.5,LC4+,371.4624087753497,0.35410740930235196,LC4+,557.1936131630245,0.02657314528952348
1.0,830.0,355.0,LC4+,OUTER,566.485422733714,-0.11206894332311246,LC4+,OUTER,849.7281341005712,-0.3268435196564883,False,78.5,LC4+,374.5970323539855,0.34277625436358683,LC4+,561.8955485309784,0.01798279323521723
1.0,840.0,365.0,LC4+,OUTER,571.2276174643177,-0.11944033407764931,LC4+,OUTER,856.841426196477,-0.33243190336966943,False,78.5,LC4+,377.7318476186748,0.3316324878906822,LC4+,566.5977714280122,0.009534503742174127
1.0,850.0,375.0,LC4+,OUTER,575.9700894859837,-0.12669076193019824,LC4+,OUTER,863.9551342289759,-0.33792858293449113,False,78.5,LC4+,380.8668498362643,0.3206715160855851,LC4+,571.3002747543965,0.00122479416958865
1.0,860.0,385.0,LC4+,OUTER,580.7128320051044,-0.1338231699423189,LC4+,OUTER,871.0692480076566,-0.34333578953877597,False,79.0,LC4+,369.43598550598244,0.3615349336126181,LC4+,554.1539782589736,0.03220408485940074
1.0,870.0,395.0,LC4+,OUTER,585.4558384478287,-0.14084040679556142,LC4+,OUTER,878.1837576717428,-0.34865568281916637,False,79.0,LC4+,372.45229384914364,0.35050853037230256,LC4+,558.6784407737155,0.023844770540698557
1.0,880.0,405.0,LC4+,OUTER,590.199102451263,-0.14774523053169786,LC4+,OUTER,885.2986536768943,-0.35389035369666144,False,79.0,LC4+,375.46876967282725,0.339658689691555,LC4+,563.2031545092409,0.015619311469276864
1.0,890.0,415.0,LC4+,OUTER,594.9426178550901,-0.15454031211709995,LC4+,OUTER,892.4139267826353,-0.35904182707883525,False,79.0,LC4+,378.48540897264405,0.3289812184975287,LC4+,567.7281134589662,0.007524528801307273
1.0,900.0,425.0,LC4+,OUTER,599.6863786935838,-0.1612282388408004,LC4+,OUTER,899.5295680403759,-0.3641120644359681,False,79.5,LC4+,367.4325184345527,0.36895885574590115,LC4+,551.1487776518292,0.037832293554215024
1.0,910.0,435.0,LC4+,OUTER,604.4303791879972,-0.16781151755519086,LC4+,OUTER,906.6455687819957,-0.3691029662578782,False,79.5,LC4+,370.3380928072436,0.3582183679436004,LC4+,555.5071392108654,0.029689736863803162
1.0,920.0,445.0,LC4+,OUTER,609.174613739306,-0.17429257776776463,LC4+,OUTER,913.761920608959,-0.3740163743978282,False,79.5,LC4+,373.2438141403837,0.347644571574367,LC4+,559.8657212105758,0.02167355194239562
1.0,930.0,455.0,LC4+,OUTER,613.9190769212865,-0.18067377459180667,LC4+,OUTER,920.8786153819298,-0.37885407430949425,False,79.5,LC4+,376.149679028206,0.3372336281118613,LC4+,564.2245185423089,0.013780828734240913
1.0,940.0,465.0,LC4+,OUTER,618.6637634739094,-0.18695739156345015,LC4+,OUTER,927.995645210864,-0.3836177971826289,False,79.5,LC4+,379.05568416921227,0.3269818156201514,LC4+,568.5835262538184,0.006008745572865015
1.0,950.0,475.0,LC4+,OUTER,623.4086682970355,-0.19314564333209505,LC4+,OUTER,935.1130024455533,-0.3883092219827148,False,80.0,LC4+,368.25177504560276,0.36591330737702643,LC4+,552.377662568404,0.03552340864103276
1.0,960.0,485.0,LC4+,OUTER,628.1537864443947,-0.19924067823074965,LC4+,OUTER,942.230679666592,-0.39292997739958757,False,80.0,LC4+,371.0536255750087,0.35559920542622003,LC4+,556.580438362513,0.027704102722065027
1.0,970.0,495.0,LC4+,OUTER,632.8991131178351,-0.2052445807324904,LC4+,OUTER,949.3486696767525,-0.39748164370972094,False,80.0,LC4+,373.85560266806306,0.34543924555438843,LC4+,560.7834040020946,0.020001654681391923
1.0,973.780356685791,498.78035668579105,LC4+,OUTER,634.6930692092375,-0.20749095208068613,LC4+,OUTER,952.0396038138563,-0.3991846581711762,False,80.0,LC4+,374.91488233233815,0.34163785889438913,LC4+,562.3723234985072,0.017119755185673435
1.5,250.0,-225.0,LC4+,OUTER,430.21148968359984,0.16919239039834255,LC4+,OUTER,645.3172345253997,-0.11361425141437775,False,75.5,LC4+,368.9737515050679,0.36324060437424155,LC4+,553.460627257602,0.033497184495779875
1.5,260.0,-215.0,LC4+,OUTER,437.30657175269397,0.1502228241940462,LC4+,OUTER,655.9598576290409,-0.12799542022664745,False,75.5,LC4+,375.0579950035115,0.34112592372625095,LC4+,562.5869925052673,0.016731647940908534
1.5,270.0,-205.0,LC4+,OUTER,444.4030446455418,0.13185543182134452,LC4+,OUTER,666.6045669683126,-0.14192007024279762,False,75.5,LC4+,381.14343821966776,0.3197131304412004,LC4+,571.7151573295015,0.0004982248010163559
1.5,280.0,-195.0,LC4+,OUTER,451.50084278125325,0.11406215080687554,LC4+,OUTER,677.2512641718802,-0.15540947612785605,False,76.0,LC4+,369.37658823223626,0.36175387402666503,LC4+,554.0648823483543,0.032370067519221335
1.5,290.0,-185.0,LC4+,OUTER,458.5999046270705,0.09681662583212991,LC4+,OUTER,687.8998569406059,-0.16848361832209657,False,76.0,LC4+,375.1833029676014,0.3406779993176725,LC4+,562.7749544514022,0.01639206840252938
1.5,300.0,-175.0,LC4+,OUTER,465.70017239158886,0.08009408159945286,LC4+,OUTER,698.5502585873835,-0.18116127942360927,False,76.0,LC4+,380.991012025801,0.3202411188795615,LC4+,571.4865180387015,0.0008985023182361829
1.5,310.0,-165.0,LC4+,OUTER,472.8015917453901,0.06387120682722269,LC4+,OUTER,709.2023876180851,-0.19346013213363633,False,76.5,LC4+,369.59927090333827,0.36093342059527544,LC4+,554.3989063550075,0.03174806703843269
1.5,320.0,-155.0,LC4+,OUTER,479.904111566274,0.04812604826065647,LC4+,OUTER,719.8561673494112,-0.20539681960888612,False,76.5,LC4+,375.1502300307655,0.34079619239137804,LC4+,562.7253450461482,0.016481672694325322
1.5,330.0,-145.0,LC4+,OUTER,487.00768370660893,0.03283791370943834,LC4+,OUTER,730.5115255599135,-0.21698702897044575,False,76.5,LC4+,380.7020200371134,0.3212433176765497,LC4+,571.0530300556702,0.001658287224633792
1.5,340.0,-135.0,LC4+,OUTER,494.11226278059473,0.017987283232741236,LC4+,OUTER,741.1683941708923,-0.22824555863601337,False,77.0,LC4+,369.66172767227806,0.3607034819842978,LC4+,554.4925915084173,0.031573746448002815
1.5,350.0,-125.0,LC4+,OUTER,501.2178059694845,0.003555727688221877,LC4+,OUTER,751.826708954227,-0.23918638006936688,False,77.0,LC4+,374.97626655146377,0.3414182306147784,LC4+,562.4643998271957,0.016953251042615136
