Kt_bending,station_above_A_mm,station_above_U_mm,frozen_74_limit_case,frozen_74_limit_surface,frozen_74_limit_vm_MPa,frozen_74_limit_MS,frozen_74_ultimate_case,frozen_74_ultimate_surface,frozen_74_ultimate_vm_MPa,frozen_74_ultimate_MS,frozen_74_PASS,minimum_passing_OD_mm,minimum_OD_limit_case,minimum_OD_limit_vm_MPa,minimum_OD_limit_MS,minimum_OD_ultimate_case,minimum_OD_ultimate_vm_MPa,minimum_OD_ultimate_MS
1.5,360.0,-115.0,LC4+,OUTER,508.3242728430247,-0.010474166053976441,LC4+,OUTER,762.486409264537,-0.2498226944769708,False,77.0,LC4+,380.29150497125016,0.32266956643700606,LC4+,570.4372574568752,0.0027395520238138182
1.5,370.0,-105.0,LC4+,OUTER,515.4316251955606,-0.024118863856760653,LC4+,OUTER,773.147437793341,-0.26016698492520507,False,77.5,LC4+,369.58117089547187,0.36100007146268487,LC4+,554.3717563432078,0.03179859625799297
1.5,380.0,-95.0,LC4+,OUTER,522.5398268954298,-0.03739394758007619,LC4+,OUTER,783.8097403431445,-0.27023106430192645,False,77.5,LC4+,374.67653463264526,0.34249133187155834,LC4+,562.0148019489678,0.017766788377112652
1.5,390.0,-85.0,LC4+,OUTER,529.6488437463972,-0.05031417336418664,LC4+,OUTER,794.4732656195958,-0.2800261195020739,False,77.5,LC4+,379.77249141995696,0.324477184009035,LC4+,569.6587371299356,0.004109939368015514
1.5,400.0,-75.0,LC4+,OUTER,536.7586433600367,-0.0628935253817472,LC4+,OUTER,805.1379650400551,-0.2895627521780775,False,78.0,LC4+,369.3725437184807,0.36176878480541363,LC4+,554.0588155777209,0.03238137164837229
1.5,410.0,-65.0,LC4+,OUTER,543.8691950380528,-0.07514526546257749,LC4+,OUTER,815.8037925570796,-0.29885101636129174,False,78.0,LC4+,374.2641756484862,0.3439704698651793,LC4+,561.3962634727293,0.018888149453787362
1.5,420.0,-55.0,LC4+,OUTER,550.980469663666,-0.08708197895463443,LC4+,OUTER,826.470704495499,-0.30790045323002113,False,78.0,LC4+,379.15631356832665,0.32662963004928525,LC4+,568.7344703524901,0.005741747366720951
1.5,430.0,-45.0,LC4+,OUTER,558.092439601245,-0.09871561714867227,LC4+,OUTER,837.1386594018676,-0.3167201232724196,False,78.5,LC4+,369.0488823175775,0.3629630764391627,LC4+,553.5733234763665,0.03328678558409659
1.5,440.0,-35.0,LC4+,OUTER,565.2050786034806,-0.11005753656208839,LC4+,OUTER,847.8076179052206,-0.32531863606827616,False,78.5,LC4+,373.75066489587584,0.34581700380421276,LC4+,560.6259973438139,0.020288039994711182
1.5,450.0,-25.0,LC4+,OUTER,572.3183617254342,-0.12111853534884354,LC4+,OUTER,858.4775425881511,-0.3337041778920323,False,78.5,LC4+,378.4528817427121,0.3290954416406324,LC4+,567.6793226140682,0.0076111234174178755
1.5,460.0,-15.0,LC4+,OUTER,579.4322652448899,-0.13190888707688164,LC4+,OUTER,869.148397867335,-0.3418845373200482,False,79.0,LC4+,368.6216115012324,0.3645428925111145,LC4+,552.932417251849,0.034484472520022624
1.5,470.0,-5.0,LC4+,OUTER,586.546766588467,-0.14243837209162402,LC4+,OUTER,879.8201498827007,-0.3498671290078317,False,79.0,LC4+,373.1460686056486,0.3479975867884184,LC4+,559.719102908473,0.02194117911593807
1.5,480.0,5.0,LC4+,OUTER,593.6618442630181,-0.15271630666371572,LC4+,OUTER,890.4927663945274,-0.35765901578746917,False,79.0,LC4+,377.6709004737382,0.3318473818582608,LC4+,566.5063507106073,0.009697418718257245
1.5,490.0,15.0,LC4+,OUTER,600.7774777918793,-0.16275157010088726,LC4+,OUTER,901.1662166878189,-0.36526692922161363,False,79.5,LC4+,368.100787345107,0.36647357814103354,LC4+,552.1511810176605,0.035948159969080296
1.5,500.0,25.0,LC4+,OUTER,607.8936476555724,-0.17255262998734988,LC4+,OUTER,911.8404714833589,-0.37269728873792485,False,79.5,LC4+,372.45925509294966,0.35048328943919804,LC4+,558.6888826394247,0.023825634936011753
1.5,510.0,35.0,LC4+,OUTER,615.0103352366071,-0.18212756569938693,LC4+,OUTER,922.5155028549108,-0.37995621945665914,False,79.5,LC4+,376.8180479090225,0.33486175301625254,LC4+,565.2270718635336,0.011982667627961074
1.5,520.0,45.0,LC4+,OUTER,622.127522768051,-0.19148409033249847,LC4+,OUTER,933.1912841520765,-0.38704956881403463,False,79.5,LC4+,381.1771546417776,0.31959639730431655,LC4+,571.7657319626666,0.0004097273135437174
1.5,530.0,55.0,LC4+,OUTER,629.2451932855756,-0.2006295711634951,LC4+,OUTER,943.8677899283635,-0.3939829220749096,False,80.0,LC4+,371.6980692031127,0.35324889117230773,LC4+,557.5471038046693,0.0259222872770839
1.5,540.0,65.0,LC4+,OUTER,636.3633305827043,-0.20957104876012633,LC4+,OUTER,954.5449958740567,-0.40076161682013567,False,80.0,LC4+,375.9011242383102,0.3381178388844426,LC4+,563.8516863574653,0.014451164800399097
1.5,550.0,75.0,LC4+,OUTER,643.4819191690194,-0.21831525484109193,LC4+,OUTER,965.222878753529,-0.40739075648655343,False,80.0,LC4+,380.1044531849435,0.3233204604294928,LC4+,570.1566797774153,0.0032330064488663712
1.5,560.0,85.0,LC4+,OUTER,650.6009442310994,-0.22686862898045568,LC4+,OUTER,975.9014163466492,-0.41387522303090873,False,80.5,LC4+,370.8694772105332,0.3562723030842996,LC4+,556.3042158157998,0.02821439014475713
1.5,570.0,95.0,LC4+,OUTER,657.7203915959826,-0.23523733424251592,LC4+,OUTER,986.580587393974,-0.4202196887829279,False,80.5,LC4+,374.92617513370095,0.34159744867273445,LC4+,562.3892627005514,0.017089119470913294
1.5,580.0,105.0,LC4+,OUTER,664.8402476969707,-0.24342727182596247,LC4+,OUTER,997.2603715454559,-0.4264286275473167,False,80.5,LC4+,378.9831131109309,0.327235917904259,LC4+,568.4746696663964,0.006201385077847732
1.5,590.0,115.0,LC4+,OUTER,671.960499541593,-0.25144409478958474,LC4+,OUTER,1007.9407493123895,-0.4325063250094665,False,81.0,LC4+,369.9796877975061,0.3595340949509027,LC4+,554.9695316962593,0.030687213137065683
1.5,600.0,125.0,LC4+,OUTER,679.0811346815831,-0.25929322092587126,LC4+,OUTER,1018.6217020223744,-0.43845688849516007,False,81.0,LC4+,373.8985949332477,0.3452845418951116,LC4+,560.8478923998714,0.019884371058984662
1.5,610.0,135.0,LC4+,OUTER,686.2021411847145,-0.2669798448434154,LC4+,OUTER,1029.303211777072,-0.4442842561304622,False,81.0,LC4+,377.8177133171562,0.33132985106434254,LC4+,566.7265699757344,0.009305069329097027
1.5,620.0,145.0,LC4+,OUTER,693.3235076083665,-0.2745089493141395,LC4+,OUTER,1039.98526141255,-0.44999220544425167,False,81.5,LC4+,369.034253562028,0.36301710517355734,LC4+,553.5513803430421,0.03332774573793884
1.5,630.0,155.0,LC4+,OUTER,700.4452229746964,-0.28188531593687394,LC4+,OUTER,1050.6678344620443,-0.45558436145247416,False,81.5,LC4+,372.8232133130249,0.34916491795181703,LC4+,559.2348199695374,0.02282615383490949
1.5,640.0,165.0,LC4+,OUTER,707.5672767473047,-0.28911353516474503,LC4+,OUTER,1061.3509151209569,-0.4610642042600849,False,81.5,LC4+,376.6123596823875,0.33559079267658753,LC4+,564.9185395235811,0.012535365687220912
1.5,650.0,175.0,LC4+,OUTER,714.6896588092924,-0.2961980157401153,LC4+,OUTER,1072.0344882139389,-0.46643507621384495,False,81.5,LC4+,380.40168709345033,0.3222864594615531,LC4+,570.6025306401755,0.0024491117455378575
1.5,660.0,185.0,LC4+,OUTER,721.8123594426121,-0.30314299357741714,LC4+,OUTER,1082.718539163918,-0.4717001886365574,False,82.0,LC4+,371.70436843031956,0.35322595783345867,LC4+,557.5565526454794,0.02590490110104482
1.5,670.0,195.0,LC4+,OUTER,728.9353693086235,-0.3099525401311195,LC4+,OUTER,1093.4030539629355,-0.4768626281709747,False,82.0,LC4+,375.370745729503,0.34000852682981386,LC4+,563.0561185942546,0.01588452928648576
1.5,680.0,205.0,LC4+,OUTER,736.0586794297789,-0.31663057028323927,LC4+,OUTER,1104.0880191446684,-0.4819253627594604,False,82.0,LC4+,379.0372836881246,0.327046234359027,LC4+,568.5559255321868,0.006057582575697218
1.5,690.0,215.0,LC4+,OUTER,743.1822811723524,-0.32318084978219686,LC4+,OUTER,1114.7734217585285,-0.48689124728352096,False,82.5,LC4+,370.5459689261575,0.3574564080610414,LC4+,555.8189533892362,0.02911208139286381
1.5,700.0,225.0,LC4+,OUTER,750.3061662301558,-0.32960700226245354,LC4+,OUTER,1125.4592493452342,-0.49176302888551837,False,82.5,LC4+,374.09620412438795,0.34457392097127837,LC4+,561.144306186582,0.01934563657464694
1.5,710.0,235.0,LC4+,OUTER,757.4303266091667,-0.33591251587217275,LC4+,OUTER,1136.1454899137502,-0.49654335199321786,False,82.5,LC4+,377.6465823771985,0.33193314456529843,LC4+,566.4698735657978,0.009762436966667565
1.5,720.0,245.0,LC4+,OUTER,764.5547546130132,-0.34210074953415426,LC4+,OUTER,1146.8321319195197,-0.501234763066317,False,82.5,LC4+,381.1970996874608,0.3195273532049536,LC4+,571.7956495311912,0.0003573837418602288
1.5,730.0,255.0,LC4+,OUTER,771.6794428292632,-0.3481749388634543,LC4+,OUTER,1157.519164243895,-0.5058397150826983,False,83.0,LC4+,372.79175057912965,0.34927878425043635,LC4+,559.1876258686946,0.02291247792080786
1.5,740.0,265.0,LC4+,OUTER,778.8043841164613,-0.35413820176340693,LC4+,OUTER,1168.2065761746921,-0.5103605717808732,False,83.0,LC4+,376.2320822352305,0.3369407441588428,LC4+,564.3481233528457,0.013558788149580003
1.5,750.0,275.0,LC4+,OUTER,785.9295715918704,-0.3599935437202183,LC4+,OUTER,1178.8943573878053,-0.5147996116739095,False,83.0,LC4+,379.6725382040331,0.3248258680476164,LC4+,569.5088073060497,0.004374282999650925
1.5,760.0,285.0,LC4+,OUTER,793.05499861987,-0.3657438628148667,LC4+,OUTER,1189.582497929805,-0.519159031849044,False,83.5,LC4+,371.46012143085676,0.354115747505962,LC4+,557.1901821462852,0.026579466631424964
1.5,770.0,295.0,LC4+,OUTER,800.1806588009766,-0.37139195446973716,LC4+,OUTER,1200.2709882014651,-0.5234409515661892,False,83.5,LC4+,374.79605527726824,0.34206321789563265,LC4+,562.1940829159024,0.017442227483501327
1.5,780.0,305.0,LC4+,OUTER,807.306545961439,-0.37694051594618705,LC4+,OUTER,1210.9598189421588,-0.5276474156676197,False,83.5,LC4+,378.13210058706517,0.3302229544095103,LC4+,567.1981508805977,0.008465911096408263
1.5,790.0,315.0,LC4+,OUTER,814.4326541433826,-0.3823921506081388,LC4+,OUTER,1221.6489812150742,-0.531780397810279,False,84.0,LC4+,370.10380593184806,0.35907816114872326,LC4+,555.1557088977721,0.03034156153355827
1.5,800.0,325.0,LC4+,OUTER,821.5589775954626,-0.3877493719657479,LC4+,OUTER,1232.3384663931936,-0.5358418035313555,False,84.0,LC4+,373.3405723010408,0.347295304391426,LC4+,560.0108584515611,0.021408766218549813
1.5,810.0,335.0,LC4+,OUTER,828.685510763999,-0.39301460751224704,LC4+,OUTER,1243.0282661459985,-0.5398334731570646,False,84.0,LC4+,376.57743889559697,0.3357146447093784,LC4+,564.8661583433955,0.01262926013752752
1.5,820.0,345.0,LC4+,OUTER,835.8122482845652,-0.39819020236618274,LC4+,OUTER,1253.7183724268475,-0.543757184563892,False,84.0,LC4+,379.81440315308504,0.3243310306936009,LC4+,569.7216047296276,0.003999137914830531
1.5,830.0,355.0,LC4+,OUTER,842.9391849739997,-0.4032784227304429,LC4+,OUTER,1264.4087774609993,-0.5476146558009454,False,84.5,LC4+,371.867525216148,0.35263223027509927,LC4+,557.8012878242221,0.025454785576350725
1.5,840.0,365.0,LC4+,OUTER,850.0663158228207,-0.40828145917872094,LC4+,OUTER,1275.0994737342307,-0.5514075475814821,False,84.5,LC4+,375.01006669674223,0.34129732684418523,LC4+,562.5151000451133,0.01686159172282853
1.5,850.0,375.0,LC4+,OUTER,857.1936359880168,-0.41320142977936003,LC4+,OUTER,1285.7904539820256,-0.5551374656511519,False,84.5,LC4+,378.15269628738713,0.33015050517511546,LC4+,567.2290444310809,0.00841098603070356
1.5,860.0,385.0,LC4+,OUTER,864.3211407861967,-0.4180403830658761,LC4+,OUTER,1296.481711179295,-0.5588059630400015,False,84.5,LC4+,381.2954118094787,0.3191871300337945,LC4+,571.9431177142181,9.945444576575646e-05
1.5,870.0,395.0,LC4+,OUTER,871.4488256870675,-0.4228003008628477,LC4+,OUTER,1307.1732385306013,-0.5624145422048362,False,85.0,LC4+,373.4313736743525,0.34696770400078014,LC4+,560.1470605115288,0.02116040647905404
1.5,880.0,405.0,LC4+,OUTER,878.5766863072381,-0.42748310097531883,LC4+,OUTER,1317.8650294608574,-0.5659646570681014,False,85.0,LC4+,376.4841806359807,0.3360455123248496,LC4+,564.726270953971,0.012880096818838727
1.5,890.0,415.0,LC4+,OUTER,885.7047184043148,-0.4320906397493235,LC4+,OUTER,1328.5570776064721,-0.5694577149590629,False,85.0,LC4+,379.5370653670072,0.32529875445394474,LC4+,569.3055980505108,0.004732786676814316
1.5,900.0,425.0,LC4+,OUTER,892.8329178712819,-0.4366247145106755,LC4+,OUTER,1339.2493768069235,-0.5728950784626992,False,85.5,LC4+,371.8426383747715,0.3527227598171192,LC4+,557.7639575621574,0.025523417647968172
1.5,910.0,435.0,LC4+,OUTER,899.9612807311488,-0.4410870658887108,LC4+,OUTER,1349.9419210967237,-0.5762780671813688,False,85.5,LC4+,374.80982343446124,0.34201391892801847,LC4+,562.2147351516919,0.01740485305079731
1.5,920.0,445.0,LC4+,OUTER,907.089803131847,-0.44547938003125354,LC4+,OUTER,1360.6347046977708,-0.5796079594140187,False,85.5,LC4+,377.7770790440722,0.33147305091349666,LC4+,566.6656185661084,0.009413631706454595
