record_type,effective_arm_mm,governing_limit_case,governing_ultimate_case,limit_force_kN,ultimate_force_kN,tube_OD_mm,tube_ID_mm,tube_wall_mm,free_length_mm,limit_axial_stress_MPa,ultimate_axial_stress_MPa,MS_limit_yield,MS_ultimate,buckling_method,slenderness,Pcr_kN,MS_buckling,pin_diameter_mm,bushing_width_mm,ultimate_pin_shear_MPa,ultimate_bearing_pressure_MPa,MS_ultimate_pin_shear,MS_ultimate_bearing,PASS
MEMBER,250.0,LC4+,LC4+,27.008255999999996,40.512384,32.0,25.5,3.25,350.0,92.00797210309223,138.01195815463834,15.48770172111006,12.49158453294086,JOHNSON,34.21510537564959,347.5883548174223,7.5798050003036685,,,,,,,True
MEMBER,250.0,LC4+,LC4+,27.008255999999996,40.512384,32.0,25.0,3.5,350.0,86.18541246498933,129.278118697484,16.60158658654959,13.403056130149565,JOHNSON,34.476066350449635,369.4735745384032,8.120015611483225,,,,,,,True
MEMBER,250.0,LC4+,LC4+,27.008255999999996,40.512384,32.0,24.5,3.75,350.0,81.1515742148218,121.72736132223271,17.693414325940825,14.296478784839294,JOHNSON,34.737743012394986,390.6780320354405,8.643422417092031,,,,,,,True
MEMBER,250.0,LC4+,LC4+,27.008255999999996,40.512384,32.0,24.0,4.0,350.0,76.75888297663109,115.13832446494665,18.763184939283757,15.171852497010043,JOHNSON,34.99999999999999,411.2055471884757,9.150119706321792,,,,,,,True
MEMBER,250.0,LC4+,LC4+,27.008255999999996,40.512384,32.0,23.5,4.25,350.0,72.89449830107203,109.34174745160804,19.810898426578376,16.029177266661804,JOHNSON,35.26269379038532,431.0603319483438,9.640211446167765,,,,,,,True
MEMBER,250.0,LC4+,LC4+,27.008255999999996,40.512384,32.0,23.0,4.5,350.0,69.47066580511257,104.20599870766887,20.836554787824692,16.86845309379458,JOHNSON,35.52567249624371,450.2470073868962,10.113811702290741,,,,,,,True
MEMBER,250.0,LC4+,LC4+,27.008255999999996,40.512384,32.0,22.5,4.75,350.0,66.41811602806514,99.62717404209772,21.840154023022695,17.68967997840837,JOHNSON,35.788775679393694,468.77062034641267,10.57104504998799,,,,,,,True
MEMBER,250.0,LC4+,LC4+,27.008255999999996,40.512384,32.0,22.0,5.0,350.0,63.68144365468653,95.52216548202979,22.821696132172388,18.49285792050318,JOHNSON,36.05183418372233,486.63665952819485,11.012046971321038,,,,,,,True
PIN,250.0,LC4+,LC4+,27.008255999999996,40.512384,,,,,,,,,,,,,8.0,20.0,402.9841356273132,253.20239999999998,1.6676638264124777,0.6338132560753833,True
PIN,250.0,LC4+,LC4+,27.008255999999996,40.512384,,,,,,,,,,,,,10.0,20.0,257.90984680148046,202.56192,3.1682247287694967,1.0422665700942293,True
PIN,250.0,LC4+,LC4+,27.008255999999996,40.512384,,,,,,,,,,,,,12.0,20.0,179.1040602788059,168.80159999999998,5.002243609428074,1.450719884113075,True
PIN,250.0,LC4+,LC4+,27.008255999999996,40.512384,,,,,,,,,,,,,14.0,20.0,131.58665653136757,144.6870857142857,7.169720468388213,1.8591731981319208,True
PIN,250.0,LC4+,LC4+,27.008255999999996,40.512384,,,,,,,,,,,,,16.0,20.0,100.7460339068283,126.60119999999999,9.67065530564991,2.2676265121507666,True
PIN,250.0,LC4+,LC4+,27.008255999999996,40.512384,,,,,,,,,,,,,18.0,20.0,79.60180456835816,112.53439999999999,12.505048121213166,2.676079826169613,True
PIN,250.0,LC4+,LC4+,27.008255999999996,40.512384,,,,,,,,,,,,,20.0,20.0,64.47746170037011,101.28096,15.672898915077987,3.0845331401884586,True
PIN,250.0,LC4+,LC4+,27.008255999999996,40.512384,,,,,,,,,,,,,22.0,20.0,53.28715843005795,92.0736,19.17420768724436,3.492986454207304,True
PIN,250.0,LC4+,LC4+,27.008255999999996,40.512384,,,,,,,,,,,,,24.0,20.0,44.77601506970147,84.40079999999999,23.008974437712297,3.90143976822615,True
