station_label,extra_above_E2_boundary_mm,station_above_U_mm,level,case,support_span_mm,Fx_thrust_requirement_kN,Fy_external_kN,Fz_external_kN,My_external_kNm,Mz_external_kNm,RLy_kN,RRy_kN,RLz_kN,RRz_kN,RL_kN,RR_kN,Rmax_kN,force_y_residual_kN,force_z_residual_kN,moment_y_residual_kNm,moment_z_residual_kNm
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,ultimate,LC1,180.0,0.0,0.0,37.53,-0.0,-0.0,-0.0,0.0,-18.765,-18.765,18.765,18.765,18.765,0.0,0.0,0.0,0.0
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,ultimate,LC2A,120.0,9.3825,0.0,37.53,11.012994196604433,1.1259,9.3825,-9.3825,-110.53995163837028,73.00995163837028,110.93742476938628,73.61035487271589,110.93742476938628,0.0,0.0,0.0,0.0
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,ultimate,LC2A,150.0,9.3825,0.0,37.53,11.012994196604433,1.1259,7.505999999999999,-7.505999999999999,-92.18496131069622,54.65496131069622,92.49003799250252,55.16796925638736,92.49003799250252,0.0,0.0,0.0,0.0
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,ultimate,LC2A,180.0,9.3825,0.0,37.53,11.012994196604433,1.1259,6.255,-6.255,-79.94830109224685,42.41830109224685,80.19261731940514,42.877001907228895,80.19261731940514,0.0,0.0,0.0,0.0
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,ultimate,LC2B,120.0,9.3825,0.0,37.53,-11.012994196604433,-1.1259,-9.3825,9.3825,73.00995163837028,-110.53995163837028,73.61035487271589,110.93742476938628,110.93742476938628,0.0,0.0,0.0,0.0
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,ultimate,LC2B,150.0,9.3825,0.0,37.53,-11.012994196604433,-1.1259,-7.505999999999999,7.505999999999999,54.65496131069622,-92.18496131069622,55.16796925638736,92.49003799250252,92.49003799250252,0.0,0.0,0.0,0.0
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,ultimate,LC2B,180.0,9.3825,0.0,37.53,-11.012994196604433,-1.1259,-6.255,6.255,42.41830109224685,-79.94830109224685,42.877001907228895,80.19261731940514,80.19261731940514,0.0,0.0,0.0,0.0
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,ultimate,LC3,120.0,0.0,0.0,37.53,-0.0,-0.0,-0.0,0.0,-18.765,-18.765,18.765,18.765,18.765,0.0,0.0,0.0,0.0
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,ultimate,LC3,150.0,0.0,0.0,37.53,-0.0,-0.0,-0.0,0.0,-18.765,-18.765,18.765,18.765,18.765,0.0,0.0,0.0,0.0
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,ultimate,LC3,180.0,0.0,0.0,37.53,-0.0,-0.0,-0.0,0.0,-18.765,-18.765,18.765,18.765,18.765,0.0,0.0,0.0,0.0
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,ultimate,LC4+,120.0,0.0,12.51,16.638300000000005,-0.0,-0.0,-6.255,-6.255,-8.319150000000002,-8.319150000000002,10.408327518026132,10.408327518026132,10.408327518026132,0.0,0.0,0.0,0.0
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,ultimate,LC4+,150.0,0.0,12.51,16.638300000000005,-0.0,-0.0,-6.255,-6.255,-8.319150000000002,-8.319150000000002,10.408327518026132,10.408327518026132,10.408327518026132,0.0,0.0,0.0,0.0
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,ultimate,LC4+,180.0,0.0,12.51,16.638300000000005,-0.0,-0.0,-6.255,-6.255,-8.319150000000002,-8.319150000000002,10.408327518026132,10.408327518026132,10.408327518026132,0.0,0.0,0.0,0.0
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,ultimate,LC4-,120.0,0.0,-12.51,16.638300000000005,-0.0,-0.0,6.255,6.255,-8.319150000000002,-8.319150000000002,10.408327518026132,10.408327518026132,10.408327518026132,0.0,0.0,0.0,0.0
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,ultimate,LC4-,150.0,0.0,-12.51,16.638300000000005,-0.0,-0.0,6.255,6.255,-8.319150000000002,-8.319150000000002,10.408327518026132,10.408327518026132,10.408327518026132,0.0,0.0,0.0,0.0
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,ultimate,LC4-,180.0,0.0,-12.51,16.638300000000005,-0.0,-0.0,6.255,6.255,-8.319150000000002,-8.319150000000002,10.408327518026132,10.408327518026132,10.408327518026132,0.0,0.0,0.0,0.0
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,ultimate,LC5,120.0,13.31064,0.0,16.638300000000005,15.623767766916156,1.5972768,13.31064,-13.31064,-138.5172147243013,121.8789147243013,139.15527985738737,122.60360105471253,139.15527985738737,0.0,-1.0658141036401503e-14,0.0,0.0
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,ultimate,LC5,150.0,13.31064,0.0,16.638300000000005,15.623767766916156,1.5972768,10.648512,-10.648512,-112.47760177944106,95.83930177944104,112.98053686307507,96.42905461210805,112.98053686307507,0.0,-1.0658141036401503e-14,0.0,0.0
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,ultimate,LC5,180.0,13.31064,0.0,16.638300000000005,15.623767766916156,1.5972768,8.87376,-8.87376,-95.11785981620088,78.47955981620086,95.53088962504245,78.97964880576673,95.53088962504245,0.0,-1.0658141036401503e-14,0.0,-2.220446049250313e-16
E2_BOUNDARY_PLUS_50MM,50.0,548.780356685791,limit,LC0,120.0,0.0,0.0,7.452765957446808,-0.0,-0.0,-0.0,0.0,-3.726382978723404,-3.726382978723404,3.726382978723404,3.726382978723404,3.726382978723404,0.0,0.0,0.0,0.0
E2_BOUNDARY_PLUS_50MM,50.0,548.780356685791,limit,LC0,150.0,0.0,0.0,7.452765957446808,-0.0,-0.0,-0.0,0.0,-3.726382978723404,-3.726382978723404,3.726382978723404,3.726382978723404,3.726382978723404,0.0,0.0,0.0,0.0
E2_BOUNDARY_PLUS_50MM,50.0,548.780356685791,limit,LC0,180.0,0.0,0.0,7.452765957446808,-0.0,-0.0,-0.0,0.0,-3.726382978723404,-3.726382978723404,3.726382978723404,3.726382978723404,3.726382978723404,0.0,0.0,0.0,0.0
E2_BOUNDARY_PLUS_50MM,50.0,548.780356685791,limit,LC1,120.0,0.0,0.0,25.02,-0.0,-0.0,-0.0,0.0,-12.51,-12.51,12.51,12.51,12.51,0.0,0.0,0.0,0.0
E2_BOUNDARY_PLUS_50MM,50.0,548.780356685791,limit,LC1,150.0,0.0,0.0,25.02,-0.0,-0.0,-0.0,0.0,-12.51,-12.51,12.51,12.51,12.51,0.0,0.0,0.0,0.0
E2_BOUNDARY_PLUS_50MM,50.0,548.780356685791,limit,LC1,180.0,0.0,0.0,25.02,-0.0,-0.0,-0.0,0.0,-12.51,-12.51,12.51,12.51,12.51,0.0,0.0,0.0,0.0
