ID_mm,wall_mm,OD_mm,A_mm2,I_mm4,J_mm4,mass_per_m_kg,physical_pressure_MPa,virtual_pressure_MPa,limit_governing_case,limit_governing_surface,limit_vm_MPa,MS_limit_yield,ultimate_governing_case,ultimate_governing_surface,ultimate_vm_MPa,MS_ultimate,limit_tau_screen_MPa,MS_limit_shear,ultimate_tau_screen_MPa,MS_ultimate_shear,virtual_vm_MPa,virtual_governing_surface,MS_virtual_vs_yield,PASS
62.0,5.5,73.0,1166.3162726452106,668663.6980609071,1337327.3961218141,9.178909065717807,9.292136857325454,10.514733499585715,LC4+,outer,380.370319635633,2.9882186429613524,LC4+,outer,568.6510106495479,2.2744160568238683,15.216730158234476,56.5577242451595,22.82509523735171,46.098432232250936,69.56018312633863,inner,20.808453224522854,True
62.0,5.75,73.5,1223.8466881140732,707249.5274984218,1414499.0549968437,9.631673435457756,9.292136857325454,10.514733499585715,LC4+,outer,362.09642790542796,3.1894917571410257,LC4+,outer,541.3277191125151,2.4396908457831676,14.501424216254263,59.39685104715136,21.752136324381393,48.42163772788215,67.09530139301096,inner,21.609630905660108,True
62.0,6.0,74.0,1281.769802664635,746630.9100521499,1493261.8201042998,10.087528346970679,9.292136857325454,10.514733499585715,LC4+,outer,345.34566128128563,3.392700329205516,LC4+,outer,516.2817219666151,2.6065580491737887,13.84610556677586,62.25535755427629,20.76915835016379,50.76070128150404,64.83833675209175,inner,22.396651980759827,True
62.0,6.25,74.5,1340.085616296896,786818.7063060694,1573637.4126121388,10.546473800256573,9.292136857325454,10.514733499585715,LC4+,outer,329.93557017074517,3.5978673933669416,LC4+,outer,493.2402343051304,2.775036727535332,13.243571742111763,65.13324376653428,19.865357613167642,53.1156228931166,62.76429477808399,inner,23.169792799611052,True
62.0,6.5,75.0,1398.7941290108554,827823.8504752367,1655647.7009504733,11.008509795315433,9.292136857325454,10.514733499585715,LC4+,outer,315.7117631200947,3.805015768205453,LC4+,outer,471.97242152229273,2.9451457650731654,12.687728402570576,68.03050968392532,19.031592603855863,55.48640256271981,60.85202734333142,inner,23.92932554968102,True
62.0,6.75,75.5,1457.8953408065133,869657.3504057853,1739314.7008115705,11.47363633214726,9.292136857325454,10.514733499585715,LC4+,outer,302.54271114153613,4.014168063332764,LC4+,outer,452.28163115931807,3.1169038751965203,12.173384126587582,70.94715530644937,18.26007618988137,57.87304029031367,59.08352031735207,inner,24.675518179211753,True
62.0,7.0,76.0,1517.3892516838703,912330.2875749267,1824660.5751498535,11.941853410752058,9.292136857325454,10.514733499585715,LC4+,outer,290.3156653937424,4.2253466857965085,LC4+,outer,433.99928934717286,3.2903296058407,11.696089174419354,73.88318063410652,17.54413376162903,60.275536075898195,57.443333902372935,inner,25.408634334807193,True
62.0,7.25,76.5,1577.2758616429255,955853.8170909509,1911707.6341819018,12.413161031129825,9.292136857325454,10.514733499585715,LC4+,outer,278.9334194753297,4.438573846237063,LC4+,outer,416.9800600468607,3.4654413445831107,11.252007611093337,76.83858566689669,16.878011416640007,62.69388991947336,55.918158761860965,inner,26.12893331235132,True
62.0,7.5,77.0,1637.55517068368,1000239.167693225,2000478.33538645,12.887559193280563,9.292136857325454,10.514733499585715,LC4+,outer,268.31171925490264,4.653871564807846,LC4+,outer,401.09797243448185,3.6422573235623927,10.837815004785703,79.81337040481993,16.25672250717855,65.12810182103921,54.49646092369798,inner,26.836670020168725,True
62.0,7.75,77.5,1698.227178806133,1045497.6417521938,2090995.2835043876,13.365047897204267,9.292136857325454,10.514733499585715,LC4+,outer,258.3771740197432,4.871261676869654,LC4+,outer,386.24329781774594,3.8207956242094063,10.450615925530439,82.80753484787621,15.675923888295657,67.5781717805957,53.16819541212309,inner,27.532094953407103,True
62.0,8.0,78.0,1759.2918860102843,1091640.615269381,2183281.230538762,13.845627142900938,9.292136857325454,10.514733499585715,LC4+,outer,249.0655592797066,5.09076583846895,LC4+,outer,372.32001212395863,4.001074181798408,10.087876912936693,85.82107899606554,15.13181536940504,70.04409979814284,51.92457357403295,inner,28.21545417868659,True
64.0,2.0,68.0,414.6902302738532,226006.17549924986,452012.3509984997,3.263612112255225,9.292136857325454,10.514733499585715,LC4+,outer,1049.967398846957,0.4448067641585105,LC4+,outer,1568.752794152215,0.1869301568359989,42.79705357003441,19.464968620501185,64.1955803550516,15.746109238133688,172.99141192546014,inner,7.769221449291695,True
64.0,2.25,68.5,468.2936549257295,257217.6070563148,514435.2141126296,3.6854710642654913,9.292136857325454,10.514733499585715,LC4+,outer,929.3624971469605,0.6323017172061722,LC4+,outer,1388.552442962348,0.34096483675301137,37.898271337489554,22.110298371162582,56.847407006234334,17.91073415385837,155.1139713166505,inner,8.779905621158962,True
64.0,2.5,69.0,522.2897786593036,289120.0355990906,578240.0711981812,4.11042055804872,9.292136857325454,10.514733499585715,LC4+,outer,832.8658922951383,0.821421688694185,LC4+,outer,1244.3727772061884,0.4963361736187135,33.980216969892,24.775007826956973,50.97032545483798,20.09121712757367,140.8192788572355,inner,9.772672693047628,True
64.0,2.75,69.5,576.6786014745775,321723.58540077764,643447.1708015553,4.538460593604925,9.292136857325454,10.514733499585715,LC4+,outer,753.9036115399309,1.0121935706095915,LC4+,outer,1126.3915078396556,0.6530664400792516,30.77540930878877,27.459096987884475,46.16311396318315,22.287558159279673,129.1300958393392,inner,10.747842283702925,True
64.0,3.0,70.0,631.4601233715491,355038.4543656534,710076.9087313068,4.969591170934091,9.292136857325454,10.514733499585715,LC4+,outer,688.0929782378072,1.2046439187404698,LC4+,outer,1028.0603997205417,0.811177631689878,28.10552771763454,30.162565853944983,42.15829157645181,24.49975724897629,119.3949324436285,inner,11.705731884527353,True
64.0,3.25,70.5,686.6343443502199,389074.9140290737,778149.8280581475,5.40381229003623,9.292136857325454,10.514733499585715,LC4+,outer,632.3998062342615,1.3987989639548588,LC4+,outer,944.8460209801664,0.9706914763406578,25.847119571035943,32.88541442513855,38.77067935655391,26.727814396663582,111.162759655179,inner,12.646656530529231,True
64.0,3.5,71.00000000000001,742.2012644105897,423843.3095574721,847686.6191149442,5.841123950911341,9.292136857325454,10.514733499585715,LC4+,outer,584.6567966470564,1.5946846230127338,LC4+,outer,873.5101712265994,1.1316294432901048,23.912004534368425,35.6276427014652,35.86800680155264,28.971729602341547,104.11141607243205,inner,13.57092850360039,True
64.0,3.75,71.50000000000001,798.160883552658,459354.05974836,918708.11949672,6.281526153559419,9.292136857325454,10.514733499585715,LC4+,outer,543.2745759304034,1.7923265089333689,LC4+,outer,811.678138457677,1.2940127518256297,22.235517131589827,38.389250682924875,33.35327569738474,31.23150286601016,98.0046519925766,inner,14.478857066039128,True
64.0,4.0,72.00000000000001,854.5132017764248,495617.65703032626,991235.3140606525,6.725018897980463,9.292136857325454,10.514733499585715,LC4+,outer,507.06109465945894,1.9917499409391954,LC4+,outer,757.5688596229649,1.4578623795686383,20.769158350163757,41.17023836951759,31.15373752524563,33.507134187669415,92.6652819650148,inner,15.370748222324881,True
64.0,4.25,72.50000000000001,911.2582190818906,532644.6674630379,1065289.3349260758,7.171602184174479,9.292136857325454,10.514733499585715,LC4+,outer,475.1047679148172,2.1929799539961405,LC4+,outer,709.8203186260121,1.623199070441156,19.475840797223153,43.97060576124338,29.21376119583473,35.79862356731934,87.95781291436892,inner,16.246904507242252,True
64.0,4.5,73.0,968.3959354690535,570445.730737239,1140891.461474478,7.621276012141451,9.292136857325454,10.514733499585715,LC4+,outer,446.69656886685067,2.396041307969349,LC4+,outer,667.3731449843428,1.790043342309922,18.326718803713057,46.79035285810213,27.49007820556959,38.105971004959855,83.77686288938594,inner,17.10762479854322,True
64.0,4.75,73.5,1025.9263509379161,609031.5601747539,1218063.1203495078,8.074040381881401,9.292136857325454,10.514733499585715,LC4+,outer,421.276724380869,2.600958496412222,LC4+,outer,629.3909707993972,1.9584154943231087,17.299019548308678,49.62947966009398,25.948529322463013,40.429176500591076,80.03923704930857,inner,17.953204152426448,True
64.0,5.0,74.0,1083.849465488478,648412.9427284818,1296825.8854569637,8.529895293394322,9.292136857325454,10.514733499585715,LC4+,outer,398.3974019357084,2.807755755005668,LC4+,outer,595.2046806278013,2.128335613953887,16.374524844187107,52.48798616721891,24.561787266280657,42.76824005421297,76.67838085464763,inner,18.783933660201328,True
64.0,5.25,74.5,1142.165279120739,688600.7389824014,1377201.4779648029,8.988840746680216,9.292136857325454,10.514733499585715,LC4+,outer,377.6960574178395,3.0164570696637316,LC4+,outer,564.2725899533696,2.2998235837644923,15.538486701033658,55.365872379476905,23.30773005155049,45.12316166582553,73.64041806092888,inner,19.60010032459157,True
64.0,5.5,75.0,1200.8737918346983,729605.8831515687,1459211.7663031374,9.450876741739076,9.292136857325454,10.514733499585715,LC4+,outer,358.87605169416776,3.227086184320762,LC4+,outer,536.1514840686058,2.472899087903558,14.778838642889598,58.263138296867936,22.168257964334398,47.49394133542874,70.88126925995634,inner,20.401986954218014,True
64.0,5.75,75.5,1259.9750036303562,771439.3830821172,1542878.7661642344,9.916003278570903,9.292136857325454,10.514733499585715,LC4+,outer,341.6923237264704,3.4396666084145933,LC4+,outer,510.4752120235887,2.6475816183489007,14.085612769193206,61.179783919392,21.128419153789807,49.880579063022594,68.36452210633304,inner,21.1898720748824,True
64.0,6.0,76.0,1319.4689145077132,814112.3202512588,1628224.6405025176,10.384220357175701,9.292136857325454,10.514733499585715,LC4+,outer,325.94064540277327,3.654221624079452,LC4+,outer,486.93863208085014,2.8238904809073313,13.450502550582259,64.11580924704914,20.175753825873386,52.28307484860712,66.05983398772887,inner,21.964029856354085,True
64.0,6.25,76.5,1379.3555244667684,857635.8497672828,1715271.6995345657,10.855527977553468,9.292136857325454,10.514733499585715,LC4+,outer,311.4494552048882,3.8707742930615687,LC4+,outer,465.2854102545182,3.0018448009823855,12.86653055372424,67.07121427983931,19.29979583058636,54.70142869218229,63.941718054666055,inner,22.72473005343808,True
64.0,6.5,77.0,1439.634833507523,902021.200369557,1804042.400739114,11.329926139704206,9.292136857325454,10.514733499585715,LC4+,outer,298.07357641003574,4.089347463369869,LC4+,outer,445.2986345648407,3.181463529120413,12.327792845050842,70.04599901776255,18.491689267576263,57.13564059374813,61.98860939765972,inner,23.472237960177115,True
64.0,6.75,77.5,1500.306841629976,947279.674428526,1894559.348857052,11.80741484362791,9.292136857325454,10.514733499585715,LC4+,outer,285.68933124362263,4.309963775673417,LC4+,outer,426.7935150077796,3.3627654463448433,11.829260193680508,73.04016346081885,17.74389029052076,59.58571055330462,60.18213874093084,inner,24.206814376110962,True
64.0,7.0,78.0,1561.3715488341272,993422.6479457131,1986845.2958914263,12.287994089324581,9.292136857325454,10.514733499585715,LC4+,outer,274.1907019953687,4.532645669456812,LC4+,outer,409.6116478108888,3.5457691692880173,11.366621873731486,76.05370760900816,17.04993281059723,62.05163857085176,58.50656177355825,inner,24.928715583584346,True
64.0,7.25,78.5,1622.828955119978,1040461.5705537192,2080923.1411074384,12.771663876794227,9.292136857325454,10.514733499585715,LC4+,outer,263.48628638348634,4.757415388944037,LC4+,outer,393.61646638912407,3.7304931551294684,10.936161783413523,79.08663146233054,16.404242675120283,64.53342464638958,56.94830655041975,inner,25.6381933351593,True
64.0,7.5,79.0,1684.6790604875268,1088407.9655162226,2176815.9310324453,13.258424206036835,9.292136857325454,10.514733499585715,LC4+,outer,253.49686184236293,4.984294988800874,LC4+,outer,378.68960210393277,3.9169557063490936,10.534659340316175,82.13893502078596,15.801989010474259,67.03106877991803,55.495611413310954,inner,26.33549485024934,True
64.0,7.75,79.5,1746.9218649367747,1137273.4297279797,2274546.8594559594,13.748275077052417,9.292136857325454,10.514733499585715,LC4+,outer,244.15342123489364,5.213306339625419,LC4+,outer,364.7279493861801,4.1051749753032585,10.159309558268266,85.21061828437446,15.238964337402399,69.54457097143715,54.13823299220536,inner,27.020862820151752,True
64.0,8.0,80.0,1809.5573684677213,1187069.6337148247,2374139.2674296494,14.241216489840966,9.292136857325454,10.514733499585715,LC4+,outer,235.39557686532945,5.444471133235781,LC4+,outer,351.64128114333545,4.295168968631457,9.807658109799561,88.30168125309598,14.711487164699342,72.07393122094692,52.867208956627955,inner,27.694535420709283,True
66.0,2.0,70.0,427.256600888212,247167.94361383075,494335.8872276615,3.3625094489902283,9.292136857325454,10.514733499585715,LC4+,outer,990.5012237909906,0.5315478300914325,LC4+,outer,1478.7487592940174,0.25917265410856816,41.538316700327556,20.085119184758774,62.30747505049133,16.25356709383469,176.45868692036288,inner,7.5969131158990955,True
66.0,2.25,70.5,482.43082186688275,281204.4032772511,562408.8065545022,3.7967305680923675,9.292136857325454,10.514733499585715,LC4+,outer,876.8481505573316,0.7300601010970746,LC4+,outer,1309.0674251908492,0.42238662743329547,36.787699283643775,22.80796775595235,55.181548925465655,18.481624241521985,158.21577961504326,inner,8.588171316988932,True
66.0,2.5,71.00000000000001,537.9977419272526,315972.79880564957,631945.5976112991,4.234042228967478,9.292136857325454,10.514733499585715,LC4+,outer,785.9142961036582,0.930235914425859,LC4+,outer,1173.3048803971662,0.5869703016744539,32.98809384668346,25.55019603227899,49.4821407700252,20.72553944719995,143.62815793934058,inner,9.561995793615097,True
66.0,2.75,71.50000000000001,593.9573610693209,351483.54899653734,702967.0979930747,4.674444431615556,9.292136857325454,10.514733499585715,LC4+,outer,711.5043878706784,1.1321021006489236,LC4+,outer,1062.2118716479606,0.7529459514618435,29.8801246743513,28.31180401373867,44.82018701152695,22.985312710868556,131.6988133387848,inner,10.518706672759741,True
66.0,3.0,72.00000000000001,650.3096792930877,387747.14627850364,775494.2925570073,5.1179371760366,9.292136857325454,10.514733499585715,LC4+,outer,649.488220644745,1.3356851622252344,LC4+,outer,969.6221946048275,0.9203355805596671,27.29087474031181,31.09279170033139,40.93631211046771,25.260944032527817,121.7630758187635,inner,11.458620889784001,True
66.0,3.25,72.50000000000001,707.0546965985535,424774.15671121527,849548.3134224305,5.564520462230616,9.292136857325454,10.514733499585715,LC4+,outer,597.0064003511823,1.541011284146438,LC4+,outer,891.2669065119711,1.0891609308002401,25.100632363208188,33.893159092057175,37.65094854481229,27.55243341217774,113.36079137339246,inner,12.382051956599726,True
66.0,3.5,73.00000000000001,764.1924129857179,462575.2199854174,925150.4399708348,6.014194290197599,9.292136857325454,10.514733499585715,LC4+,outer,552.0164833602762,1.7481063441540794,LC4+,outer,824.0967334212022,1.259443490656718,23.22388929596935,36.712906188915994,34.83583394395402,29.859780849818318,106.16328051655992,inner,13.289309755865824,True
66.0,3.75,73.50000000000001,821.7228284545812,501161.04942293226,1002322.0988458645,6.466958659937554,9.292136857325454,10.514733499585715,LC4+,outer,513.0206600664898,1.9569959225489866,LC4+,outer,765.8755145201009,1.4312045034717333,21.597939579429553,39.55203299090788,32.396909369144325,32.18298634544956,99.92951340086901,inner,14.180700359407613,True
66.0,4.0,74.00000000000001,879.6459430051431,540542.4319766604,1081084.8639533208,6.922813571450476,9.292136857325454,10.514733499585715,LC4+,outer,478.895557121186,2.1677053116116474,LC4+,outer,714.926104830465,1.6044649753579052,20.175753825873368,42.410539498032804,30.263630738810047,34.522049899071455,94.4787192673336,inner,15.056525869148917,True
66.0,4.25,74.50000000000001,937.9617566374033,580730.22823058,1161460.45646116,7.381759024736364,9.292136857325454,10.514733499585715,LC4+,outer,448.7821094613911,2.380259524651368,LC4+,outer,669.9659593008315,1.7792456827853775,18.92136846135916,45.28842571029077,28.38205269203874,36.87697151068399,89.67266314850808,inner,15.917084278936564,True
66.0,4.5,75.0,996.6702693513614,621735.3723997461,1243470.7447994922,7.843795019795214,9.292136857325454,10.514733499585715,LC4+,outer,422.0121416582321,2.594683304701094,LC4+,outer,629.9975221951993,1.9555671798707097,17.80681188729567,48.18569162768174,26.710217830943506,39.24775118028714,85.40383033764643,inner,16.762669355724423,True
66.0,4.75,75.5,1055.7714811470191,663568.8723302946,1327137.7446605891,8.308921556627041,9.292136857325454,10.514733499585715,LC4+,outer,398.0581340987424,2.8110011328739546,LC4+,outer,594.2332303528761,2.1334498053807596,16.81000132786179,51.10233725020581,25.215001991792683,41.634388907881,81.58734207854556,inner,17.59357053866956,True
66.0,5.0,76.0,1115.265392024376,706241.809499436,1412483.618998872,8.77713863523184,9.292136857325454,10.514733499585715,LC4+,outer,376.49805930927556,3.0292372363966305,LC4+,outer,562.0430154644436,2.3129136894643882,15.913270623224086,54.03836257786295,23.86990593483613,44.036884693465524,78.15529654886238,inner,18.41007285477546,True
66.0,5.25,76.5,1175.1520019834315,749765.3390154603,1499530.6780309207,9.248446255609606,9.292136857325454,10.514733499585715,LC4+,outer,356.99026503990285,3.24941559633408,LC4+,outer,532.9168056916756,2.493978760124294,15.102318653285352,56.993767610653116,22.653477979928024,46.45523853704069,75.05272670576932,inner,19.21245684979741,True
66.0,5.5,77.0,1235.431311024186,794150.6896177344,1588301.3792354688,9.722844417760344,9.292136857325454,10.514733499585715,LC4+,outer,339.25520741306286,3.471559955019245,LC4+,outer,506.43725411280053,2.67666474944055,14.365444554976605,59.96855234857636,21.548166832464908,48.88945043860654,72.23466053776878,inner,20.00099853320163,True
66.0,5.75,77.5,1296.1033191466388,839409.1636767032,1678818.3273534065,10.200333121684048,9.292136857325454,10.514733499585715,LC4+,outer,323.0619493342434,3.695693823200749,LC4+,outer,482.2595814809695,2.8609911995568647,13.692982448100713,62.96271679163263,20.539473672151065,51.339520398163025,69.66394820776439,inner,20.775969336043502,True
66.0,6.0,78.0,1357.1680263507901,885552.1371938904,1771104.2743877808,10.680912367380719,9.292136857325454,10.514733499585715,LC4+,outer,308.2180342965592,3.921840486920966,LC4+,outer,460.09645828785096,3.0469774684400495,13.076877479732756,65.97626093982196,19.61531621959913,53.80544841571017,67.30963241078346,inner,21.537636080701073,True
66.0,6.25,78.5,1418.6254326366407,932591.0598018966,1865182.1196037931,11.164582154850361,9.292136857325454,10.514733499585715,LC4+,outer,294.5617904689011,4.15002301413618,LC4+,outer,439.7065151268707,3.2346427354226206,12.51036361798101,69.00918479314433,18.765545426971514,56.28723449124797,65.14570984625875,inner,22.28626096146713,True
66.0,6.5,79.0,1480.4755380041895,980537.4547643999,1961074.9095287998,11.651342484092972,9.292136857325454,10.514733499585715,LC4+,outer,281.95641076051356,4.38026426108999,LC4+,outer,420.88550450615395,3.4240060065379962,11.987715801049445,72.06148835159975,17.981573701574167,58.78487862477642,63.150178504802156,inner,23.022101535067588,True
66.0,6.75,79.5,1542.7183424534376,1029402.918976157,2058805.837952314,12.141193355108554,9.292136857325454,10.514733499585715,LC4+,outer,270.28534842364456,4.612586878450615,LC4+,outer,403.4594266982559,3.615086119657269,11.50405716430098,75.13317161518825,17.25608574645147,61.29838081629555,61.30429666942233,inner,23.74541072023516,True
66.0,7.0,80.0,1605.3538459843842,1079199.1229630022,2158398.2459260044,12.634134767897104,9.292136857325454,10.514733499585715,LC4+,outer,259.4486993097378,4.8470133172221415,LC4+,outer,387.27912861746694,3.8079017494360805,11.055207575821036,78.22423458390978,16.58281136373155,63.82774106580533,59.59200070257871,inner,24.456436805525062,True
66.0,7.25,80.5,1668.3820485970298,1129937.8108818475,2259875.621763695,13.130166722458624,9.292136857325454,10.514733499585715,LC4+,outer,249.3603326214025,5.083565834439365,LC4+,outer,372.2160201662974,4.002471412079743,10.637563509463666,81.33467725776438,15.956345264195498,66.37295937330576,57.99944329145808,inner,25.155423464614834,True
66.0,7.5,81.0,1731.802950291373,1181630.8005206827,2363261.6010413654,13.629289218793106,9.292136857325454,10.514733499585715,LC4+,outer,239.94559551114313,5.322266498655318,LC4+,outer,358.1586473083305,4.19881346993431,10.248001943300771,84.46449963675198,15.372002914951155,68.93403573879684,56.5146240445562,inner,25.842609778382233,True
66.0,7.75,81.5,1795.6165510674161,1234289.9832985757,2468579.9665971515,14.131502256900566,9.292136857325454,10.514733499585715,LC4+,outer,231.13946194854364,5.563137195230277,LC4+,outer,345.00992841309954,4.3969461359109765,9.883802858383026,87.61370172087268,14.825704287574538,71.5109701622786,55.127091586043754,inner,26.518230263104453,True
66.0,8.0,82.0,1859.8228509251578,1287927.3242656717,2575854.6485313433,14.636805836780992,9.292136857325454,10.514733499585715,LC4+,outer,222.88502867218708,5.806199631430427,LC4+,outer,332.68490878224236,4.596887477750802,9.54258626899417,90.78228351012642,14.313879403491253,74.103762643751,53.82770150777536,inner,27.182514904168272,True
68.0,2.0,72.00000000000001,439.82297150257153,269611.48153107637,539222.9630621527,3.461406785725238,9.292136857325454,10.514733499585715,LC4+,outer,936.2716918254234,0.6202561855120774,LC4+,outer,1396.5258490075048,0.33330865398825416,40.351507651746736,20.705269749016402,60.527261477620094,16.761024949535727,180.03540496060023,inner,7.42612040854957,True
68.0,2.25,72.50000000000001,496.56798880803734,306638.4919637881,613276.9839275762,3.907990071919254,9.292136857325454,10.514733499585715,LC4+,outer,828.9486634618738,0.8300288870298325,LC4+,outer,1236.4391775036868,0.5059373998155667,35.74036264923395,23.505637140742188,53.61054397385092,19.05251432918565,161.41249890691424,inner,8.39828086593744,True
68.0,2.5,73.00000000000001,553.7057051952016,344439.55523799016,688879.1104759803,4.357663899886237,9.292136857325454,10.514733499585715,LC4+,outer,743.0799910453617,1.0415029583368152,LC4+,outer,1108.3540573018245,0.6799685874140706,32.052261397132156,26.325384237601007,48.07839209569823,21.359861766826228,146.5203857342025,inner,9.353508096490659,True
68.0,2.75,73.50000000000001,611.2361206640651,383025.38467550493,766050.7693510099,4.8104282696261915,9.292136857325454,10.514733499585715,LC4+,outer,672.8152472394033,1.2547051456166183,LC4+,outer,1003.5439424753283,0.8554244823671748,29.035456839033937,29.1645110395929,43.553185258550904,23.68306726245747,134.34147561279687,inner,10.292119526603564,True
68.0,3.0,74.00000000000001,669.1592352146268,422406.7672292331,844813.5344584662,5.266283181139113,9.292136857325454,10.514733499585715,LC4+,outer,614.2541274235,1.4696618749036072,LC4+,outer,916.1911059104527,1.0323270854606936,26.522117705373432,32.023017546717824,39.78317655806015,26.02213081607936,124.1973774406263,inner,11.21442860760257,True
68.0,3.25,74.50000000000001,727.4750488468871,462594.56348315283,925189.1269663057,5.725228634425002,9.292136857325454,10.514733499585715,LC4+,outer,564.6964028714752,1.6863992621275274,LC4+,outer,842.2678634124396,1.2106981411544377,24.396053209153223,34.90090375897579,36.594079813729834,28.377052427691897,115.61843774910201,inner,12.120744662646008,True
68.0,3.5,75.00000000000001,786.1835615608466,503599.7076523199,1007199.4153046398,6.187264629483862,9.292136857325454,10.514733499585715,LC4+,outer,522.2133225642543,1.9049431227663574,LC4+,outer,778.8972731893438,1.3905591457210846,22.57427001496321,37.79816967636682,33.86140502244481,30.747832097295106,108.2691915069662,inner,13.011372754200295,True
