ID_mm,wall_mm,OD_mm,A_mm2,I_mm4,J_mm4,mass_per_m_kg,physical_pressure_MPa,virtual_pressure_MPa,limit_governing_case,limit_governing_surface,limit_vm_MPa,MS_limit_yield,ultimate_governing_case,ultimate_governing_surface,ultimate_vm_MPa,MS_ultimate,limit_tau_screen_MPa,MS_limit_shear,ultimate_tau_screen_MPa,MS_ultimate_shear,virtual_vm_MPa,virtual_governing_surface,MS_virtual_vs_yield,PASS
68.0,3.75,75.50000000000001,845.2847733565044,545433.2075828683,1090866.4151657366,6.652391166315689,9.292136857325454,10.514733499585715,LC4+,outer,485.3904542741771,2.1253189811250577,LC4+,outer,723.9695555370555,1.571931355067452,20.995906420421072,40.71481529889089,31.493859630631608,33.13446982488896,101.90363260309847,inner,13.886613570573287,True
68.0,4.0,76.00000000000001,904.7786842338612,588106.1447520099,1176212.2895040198,7.120608244920488,9.292136857325454,10.514733499585715,LC4+,outer,453.1669602394184,2.3475520792569133,LC4+,outer,675.902355137304,1.754835792252492,19.61531621959911,43.650840626548025,29.422974329398663,35.53696561047349,96.33725789877121,inner,14.746763330071381,True
68.0,4.25,76.50000000000001,964.6652941929166,631629.6742680344,1263259.3485360688,7.591915865298254,9.292136857325454,10.514733499585715,LC4+,outer,424.73159906775874,2.571667385543378,LC4+,outer,633.4856166572403,1.9392932547156336,18.39759355585441,46.60624565933819,27.59639033378161,37.955319454048656,91.42897808549337,inner,15.59211370142937,True
68.0,4.5,77.0,1024.9446032336698,676015.0248703071,1352030.0497406141,8.066314027448982,9.292136857325454,10.514733499585715,LC4+,outer,399.4533936693034,2.797689602947479,LC4+,outer,595.7781684776224,2.125324321228359,17.31558949040475,49.58103039726138,25.97338423560712,40.38953135561446,87.06905825740255,inner,16.422951739242293,True
68.0,4.75,77.5,1085.6166113561228,721273.4989292761,1442546.9978585523,8.543802731372686,9.292136857325454,10.514733499585715,LC4+,outer,376.8341935231809,3.0256431769551773,LC4+,outer,562.0369641863005,2.3129493585813266,16.34787070716455,52.575194840317664,24.521806060746822,42.83960131517094,83.17086672444437,inner,17.23955983320474,True
68.0,5.0,78.0,1146.6813185602741,767416.4724464632,1534832.9448929264,9.024381977069357,9.292136857325454,10.514733499585715,LC4+,outer,356.4754682612653,3.2555523032181615,LC4+,outer,531.6675516190613,2.5021885280185745,15.477290606149454,55.588738988506975,23.21593590922418,45.30552933271808,79.665099182078,inner,18.042215670036782,True
68.0,5.25,78.5,1208.1387248461247,814455.3950544692,1628910.7901089385,9.508051764539001,9.292136857325454,10.514733499585715,LC4+,outer,338.05458879650445,3.487440934911179,LC4+,outer,504.18869359860184,2.6930617914299924,14.68996865592602,58.62166284182936,22.034952983889028,47.787315408255886,76.49565311867701,inner,18.83119220704598,True
68.0,5.5,79.0,1269.9888302136735,862401.7900169726,1724803.5800339452,9.994812093781611,9.292136857325454,10.514733499585715,LC4+,outer,321.30757723161634,3.7213327898161026,LC4+,outer,479.20663755852803,2.8855889173124907,13.974548104501052,61.67396640028478,20.961822156751577,50.28495954178434,73.61662738500435,inner,19.606757656341802,True
68.0,5.75,79.5,1332.2316346629216,911267.2542287299,1822534.5084574597,10.484662964797192,9.292136857325454,10.514733499585715,LC4+,outer,306.01635678886225,3.957251357144491,LC4+,outer,456.39609743513296,3.0797894865098927,13.321647330864081,64.74564966387327,19.98247099629612,52.79846173330347,70.99010448513651,inner,20.369175478782687,True
68.0,6.0,80.0,1394.867138193868,961063.458215575,1922126.91643115,10.977604377585742,9.292136857325454,10.514733499585715,LC4+,outer,291.99918925471485,4.195219904109735,LC4+,outer,435.48599008213415,3.275682897741029,12.723448358658894,67.8367126325948,19.085172537988342,55.327821982813234,68.58448729508497,inner,21.118704386796722,True
68.0,6.25,80.5,1457.8953408065136,1011802.1461344204,2023604.2922688408,11.473636332147262,9.292136857325454,10.514733499585715,LC4+,outer,279.10340743521647,4.435261482259457,LC4+,outer,416.248594941896,3.4732883729251176,12.173384126587578,70.94715530644939,18.260076189881367,57.87304029031368,66.37323496936285,inner,21.855598355274235,True
68.0,6.5,81.0,1521.3162425008568,1063495.1357732557,2126990.2715465114,11.972758828481743,9.292136857325454,10.514733499585715,LC4+,outer,267.19982473451324,4.677398933578172,LC4+,outer,398.4912153271336,3.6726249623129767,11.665897927195768,74.07697768543699,17.49884689079365,60.434116655804736,64.33389056182055,inner,22.58010663978521,True
68.0,6.75,81.5,1585.1298432769001,1116154.3185511485,2232308.637102297,12.474971866589204,9.292136857325454,10.514733499585715,LC4+,outer,256.1783870468289,4.921654896369908,LC4+,outer,382.04969274738596,3.8737115494323087,11.196256303717673,77.2261797695577,16.79438445557651,63.0110510792865,62.447324731124745,inner,23.292473801426162,True
68.0,7.0,82.0,1649.3361431346416,1169791.6595182444,2339583.319036489,12.98027544646963,9.292136857325454,10.514733499585715,LC4+,outer,245.94475638350787,5.168051810929864,LC4+,outer,366.7833110190506,4.076566855854814,10.760402040465806,80.39476155881144,16.140603060698705,65.60384356075892,60.697141509720005,inner,23.992939737649234,True
68.0,7.25,82.5,1713.9351420740816,1224419.197355767,2448838.394711534,13.488669568123022,9.292136857325454,10.514733499585715,LC4+,outer,236.417601333545,5.4166119250138705,LC4+,outer,352.5707546939674,4.281209445792582,10.354837569012806,83.58272305319821,15.532256353519207,68.21249410022196,59.06920701749915,inner,24.681739718472794,True
68.0,7.5,83.0,1778.9268400952208,1280049.0443760173,2560098.0887520346,14.000154231549388,9.292136857325454,10.514733499585715,LC4+,outer,227.52642942978224,5.667357299113978,LC4+,outer,339.30687579888183,4.487657730530835,9.976531693147104,86.79006425271805,14.964797539720657,70.83700269767567,57.55127243308162,inner,25.359104427515632,True
68.0,7.75,83.5,1844.3112371980583,1336693.386522374,2673386.773044748,14.514729436748718,9.292136857325454,10.514733499585715,LC4+,outer,219.2098390549734,5.920309811548044,LC4+,outer,326.900086363974,4.695929972703738,9.622844367072583,90.01678515737093,14.434266550608873,73.47736935312005,56.13266993872128,inner,26.0252600073375,True
68.0,8.0,84.0,1910.0883333825943,1394364.4833692943,2788728.9667385886,15.032395183721018,9.292136857325454,10.514733499585715,LC4+,outer,211.41409911336774,6.175491163370948,LC4+,outer,315.2702398490936,4.906044290419736,9.291465577704848,93.26288576715687,13.937198366557272,76.13359406655508,54.80406567585883,inner,26.680428108607238,True
70.0,2.0,74.00000000000001,452.389342116931,293374.4883628296,586748.9767256592,3.560304122460247,9.292136857325454,10.514733499585715,LC4+,outer,886.7144991751683,0.710809963535197,LC4+,outer,1321.2338327518623,0.40928876769816847,39.23063243919819,21.32542031327403,58.845948658797276,17.268482805236758,183.708620797593,inner,7.257641875562305,True
70.0,2.25,74.50000000000001,510.7051557491913,333562.2846167493,667124.5692334987,4.0192495757461355,9.292136857325454,10.514733499585715,LC4+,outer,785.1679776681123,0.9320706436670683,LC4+,outer,1169.9202593596476,0.5915614633591868,34.75101004994721,24.203306525531993,52.12651507492081,19.623404416849294,164.69293035771733,inner,8.211081475719913,True
70.0,2.5,75.00000000000001,569.4136684631507,374567.4287859163,749134.8575718326,4.481285570804996,9.292136857325454,10.514733499585715,LC4+,outer,703.9215333572251,1.155069745863499,LC4+,outer,1048.8551263783115,0.7752690082466118,31.16806108272851,27.100572442923024,46.752091624092756,21.994184086452506,149.48615268754918,inner,9.148097149645569,True
70.0,2.75,75.50000000000001,628.5148802588085,416400.9287164648,832801.8574329296,4.946412107636823,9.292136857325454,10.514733499585715,LC4+,outer,637.4394428254133,1.37983390747831,LC4+,outer,949.7898602600862,0.9604336473860839,28.23723122146601,30.017218065447096,42.35584683219901,24.38082181404636,137.04940279798154,inner,10.069001170593516,True
70.0,3.0,76.00000000000001,688.0087911361654,459073.8658856063,918147.7317712127,5.414629186241622,9.292136857325454,10.514733499585715,LC4+,outer,582.031207162212,1.60638945357652,LC4+,outer,867.2253867885127,1.1470773669291576,25.795484343582388,32.95324339310423,38.69322651537358,26.783317599630884,126.69009257920601,inner,10.974101282241776,True
70.0,3.25,76.50000000000001,747.8954010952208,502597.3954016309,1005194.7908032618,5.885936806619387,9.292136857325454,10.514733499585715,LC4+,outer,535.1418505375467,1.8347624064090349,LC4+,outer,797.3546318035006,1.3352219021897769,23.729949367265082,35.908648425894405,35.59492405089762,29.201671443206056,117.92873965188471,inner,11.863700608333906,True
70.0,3.5,77.00000000000001,808.1747101359753,546982.746003905,1093965.49200781,6.360334968770125,9.292136857325454,10.514733499585715,LC4+,outer,494.94637652698486,2.0649784945284715,LC4+,outer,737.4582358971847,1.524888745373775,21.960004164215906,38.88343316381765,32.940006246323854,31.635883344771898,110.4228581398544,inner,12.738097578299111,True
70.0,3.75,77.50000000000001,868.8467182584282,592241.2200628739,1184482.4401257478,6.83782367269383,9.292136857325454,10.514733499585715,LC4+,outer,460.10644190431174,2.297063161561842,LC4+,outer,685.5419832273434,1.716099153014984,20.426525907324898,41.87759760687393,30.63978886098735,34.08595330432839,103.9212931343395,inner,13.597585867594695,True
70.0,4.0,78.00000000000001,929.9114254625796,638384.193580061,1276768.387160122,7.318402918390501,9.292136857325454,10.514733499585715,LC4+,outer,429.6182777593739,2.531041574654933,LC4+,outer,640.1101945217986,1.9088741531308178,19.085172537988324,44.891141755063245,28.627758806982484,36.55188132187553,98.23567973465686,inner,14.442454351591493,True
70.0,4.25,78.50000000000001,991.36883174843,685423.1161880671,1370846.2323761343,7.802072705860144,9.292136857325454,10.514733499585715,LC4+,outer,402.7142855130352,2.7669386326025855,LC4+,outer,600.0190990185458,2.1032345521095617,17.902035480275835,47.92406560838563,26.853053220413756,39.03366739741333,93.2219753692254,inner,15.27298707189587,True
70.0,4.5,79.0,1053.2189371159775,733369.5111505691,1466739.0223011381,8.288833035102744,9.292136857325454,10.514733499585715,LC4+,outer,378.79743425806595,3.0047789736783246,LC4+,outer,564.3790824220472,2.299200941341022,16.850741450393894,50.976369166840975,25.276112175590836,41.53131153094173,88.76814801010596,inner,16.089463214071948,True
70.0,4.75,79.5,1115.4617415652256,782234.9753623264,1564469.9507246527,8.778683906118324,9.292136857325454,10.514733499585715,LC4+,outer,357.39637472686087,3.244586983176208,LC4+,outer,532.4878039222589,2.4967937036016035,15.910469484230385,54.04805243042947,23.865704226345578,44.04481372246085,84.78575232030475,inner,16.892157095794314,True
70.0,5.0,80.0,1178.097245096172,832031.1793491713,1664062.3586983427,9.271625318906874,9.292136857325454,10.514733499585715,LC4+,outer,338.1340190665433,3.4863868006769847,LC4+,outer,503.78337810436295,2.69603301920428,15.064562856652135,57.139115399151,22.596844284978204,46.57417397197062,81.2040329573806,inner,17.68133816452426,True
70.0,5.25,80.5,1241.1254477088178,882769.8672680169,1765539.7345360338,9.767657273468396,9.292136857325454,10.514733499585715,LC4+,outer,320.70509781892986,3.7302023270503124,LC4+,outer,477.8109334522113,2.8969388719235525,14.299537595303397,60.2495580730056,21.449306392955094,49.11939227947108,77.96571264792267,inner,18.457271003863763,True
70.0,5.5,81.0,1304.546349403161,934462.8569068521,1868925.7138137042,10.266779769802877,9.292136857325454,10.514733499585715,LC4+,outer,304.8598377219536,3.976057231203982,LC4+,outer,454.1982912565247,3.0995310547048467,13.60436139974606,63.379380451993214,20.406542099619088,51.68046864496214,75.02392896944397,inner,19.220215347797225,True
70.0,5.75,81.5,1368.3599501792041,987122.0396847451,1974244.0793694903,10.768992807910337,9.292136857325454,10.514733499585715,LC4+,outer,290.39189747379913,4.223974956590767,LC4+,outer,432.63798915242654,3.3038291751674684,12.969920668663049,66.5285825361139,19.454881002994572,54.2574030684439,72.3399702330851,inner,19.970426102085835,True
70.0,6.0,82.0,1432.5662500369458,1040759.380651841,2081518.761303682,11.274296387790763,9.292136857325454,10.514733499585715,LC4+,outer,277.12931955392804,4.473978727482853,LC4+,outer,412.87379876938223,3.509852660909713,12.388620770273134,69.69716432536764,18.582931155409696,56.85019554991631,69.88157739605923,inner,20.708153372129615,True
70.0,6.25,82.5,1497.1652489763858,1095386.9184893635,2190773.836978727,11.782690509444155,9.292136857325454,10.514733499585715,LC4+,outer,264.92765360503796,4.726091555023503,LC4+,outer,394.69047914203185,3.7176207646243924,11.854082247857415,72.88512581975442,17.781123371786123,59.45884608937935,67.6216535155082,inner,21.43364249666114,True
70.0,6.5,83.0,1562.156946997525,1151016.7655096136,2302033.531019227,12.294175172870522,9.292136857325454,10.514733499585715,LC4+,outer,253.66466672491256,4.980336243065005,LC4+,outer,377.9058947154926,3.927152569032593,11.36090713171352,76.09246701927427,17.04136069757028,62.08335468683308,65.53727102108088,inner,22.147134086679287,True
70.0,6.75,83.5,1627.5413441003625,1207661.1076559706,2415322.215311941,12.808750378069853,9.292136857325454,10.514733499585715,LC4+,outer,243.236229247062,5.236735393801635,LC4+,outer,362.3648849021,4.138466991643122,10.90449718179669,79.31918792392715,16.356745772695035,64.72372134227746,63.608899593969,inner,22.848864069074896,True
70.0,7.0,84.0,1693.3184402848985,1265332.2045028908,2530664.4090057816,13.326416125042151,9.292136857325454,10.514733499585715,LC4+,outer,233.55308213794189,5.495311413205947,LC4+,outer,347.93444730170415,4.351582789344813,10.480911078375787,82.56528853371306,15.72136661756368,67.37994605571247,61.81979950078324,inner,23.539063734439644,True
70.0,7.25,84.5,1759.4882355511336,1324042.3892559086,2648084.778511817,13.84717241378742,9.292136857325454,10.514733499585715,LC4+,outer,224.53827320673852,5.7560865162762545,LC4+,outer,334.4999174943099,4.566518562838432,10.086751159459077,85.83076884863205,15.130126739188613,70.05202882713816,60.1555404448903,inner,24.217959788587624,True
70.0,7.5,85.0,1826.0507298990676,1383804.0687516374,2767608.1375032747,14.371019244305662,9.292136857325454,10.514733499585715,LC4+,outer,216.12510607144603,6.019082732102926,LC4+,outer,321.9619128715017,4.7832927609146845,9.719072810743308,89.1156288686841,14.57860921611496,72.7399696565545,58.603616647799576,inner,24.885774407354084,True
70.0,7.75,85.5,1893.0059233287,1444629.723457766,2889259.446915532,14.897956616596868,9.292136857325454,10.514733499585715,LC4+,outer,208.25548609755282,6.284321908760636,LC4+,outer,310.2338679817622,5.001923684584501,9.375311392999977,92.41986859386917,14.062967089499963,75.4437685439615,57.153136431229186,inner,25.542725294269104,True
70.0,8.0,86.0,1960.3538158400315,1506531.9074730645,3013063.814946129,15.427984530661048,9.292136857325454,10.514733499585715,LC4+,outer,200.87857647157418,6.551825718033535,LC4+,outer,299.24003199601685,5.222429491067508,9.05322287058421,95.74348802418733,13.579834305876314,78.16342548935917,55.794570002823086,inner,26.18902574073504,True
