journal_diameter_mm,ligament_mm,centerline_offset_above_boundary_mm,station_above_U_mm,level,case,support_span_mm,Fx_thrust_kN,My_kNm,Mz_kNm,RLy_kN,RRy_kN,RLz_kN,RRz_kN,RL_kN,RR_kN,Rmax_kN
22.0,5.0,16.0,514.780356685791,ultimate,LC5,150.0,13.31064,15.503972006916158,1.5972768,10.648512,-10.648512,-111.67896337944106,95.04066337944104,112.18547887013132,95.63534128876401,112.18547887013132
22.0,5.0,16.0,514.780356685791,ultimate,LC5,180.0,13.31064,15.503972006916158,1.5972768,8.87376,-8.87376,-94.45232781620089,77.81402781620088,94.86825520919353,78.31836656569187,94.86825520919353
22.0,10.0,21.0,519.780356685791,limit,LC0,120.0,0.0,-0.0,-0.0,-0.0,0.0,-3.726382978723404,-3.726382978723404,3.726382978723404,3.726382978723404,3.726382978723404
22.0,10.0,21.0,519.780356685791,limit,LC0,150.0,0.0,-0.0,-0.0,-0.0,0.0,-3.726382978723404,-3.726382978723404,3.726382978723404,3.726382978723404,3.726382978723404
22.0,10.0,21.0,519.780356685791,limit,LC0,180.0,0.0,-0.0,-0.0,-0.0,0.0,-3.726382978723404,-3.726382978723404,3.726382978723404,3.726382978723404,3.726382978723404
22.0,10.0,21.0,519.780356685791,limit,LC1,120.0,0.0,-0.0,-0.0,-0.0,0.0,-12.51,-12.51,12.51,12.51,12.51
22.0,10.0,21.0,519.780356685791,limit,LC1,150.0,0.0,-0.0,-0.0,-0.0,0.0,-12.51,-12.51,12.51,12.51,12.51
22.0,10.0,21.0,519.780356685791,limit,LC1,180.0,0.0,-0.0,-0.0,-0.0,0.0,-12.51,-12.51,12.51,12.51,12.51
22.0,10.0,21.0,519.780356685791,limit,LC2A,120.0,6.255,7.316976131069622,0.7505999999999999,6.255,-6.255,-73.48480109224685,48.46480109224686,73.75053231378797,48.866777772951764,73.75053231378797
22.0,10.0,21.0,519.780356685791,limit,LC2A,150.0,6.255,7.316976131069622,0.7505999999999999,5.004,-5.004,-61.28984087379748,36.269840873797484,61.49377700495731,36.61340428054445,61.49377700495731
22.0,10.0,21.0,519.780356685791,limit,LC2A,180.0,6.255,7.316976131069622,0.7505999999999999,4.17,-4.17,-53.15986739483123,28.139867394831235,53.32316946165185,28.44716219587968,53.32316946165185
22.0,10.0,21.0,519.780356685791,limit,LC2B,120.0,6.255,-7.316976131069622,-0.7505999999999999,-6.255,6.255,48.46480109224686,-73.48480109224685,48.866777772951764,73.75053231378797,73.75053231378797
