journal_diameter_mm,ligament_mm,centerline_offset_above_boundary_mm,station_above_U_mm,level,case,support_span_mm,Fx_thrust_kN,My_kNm,Mz_kNm,RLy_kN,RRy_kN,RLz_kN,RRz_kN,RL_kN,RR_kN,Rmax_kN
26.0,5.0,18.0,516.780356685791,limit,LC4-,150.0,0.0,-0.0,-0.0,4.17,4.17,-5.5461,-5.5461,6.938885012017421,6.938885012017421,6.938885012017421
26.0,5.0,18.0,516.780356685791,limit,LC4-,180.0,0.0,-0.0,-0.0,4.17,4.17,-5.5461,-5.5461,6.938885012017421,6.938885012017421,6.938885012017421
26.0,5.0,18.0,516.780356685791,limit,LC5,120.0,8.87376,10.353728857944105,1.0648512,8.87376,-8.87376,-91.82717381620088,80.73497381620089,92.25493736168471,81.22117712542858,92.25493736168471
26.0,5.0,18.0,516.780356685791,limit,LC5,150.0,8.87376,10.353728857944105,1.0648512,7.099008000000001,-7.099008000000001,-74.5709590529607,63.478759052960704,74.90810269031252,63.87447663572598,74.90810269031252
26.0,5.0,18.0,516.780356685791,limit,LC5,180.0,8.87376,10.353728857944105,1.0648512,5.915840000000001,-5.915840000000001,-63.066815877467256,51.97461587746725,63.343669200859814,52.31020797622459,63.343669200859814
26.0,5.0,18.0,516.780356685791,ultimate,LC0,120.0,0.0,-0.0,-0.0,-0.0,0.0,-5.589574468085106,-5.589574468085106,5.589574468085106,5.589574468085106,5.589574468085106
26.0,5.0,18.0,516.780356685791,ultimate,LC0,150.0,0.0,-0.0,-0.0,-0.0,0.0,-5.589574468085106,-5.589574468085106,5.589574468085106,5.589574468085106,5.589574468085106
26.0,5.0,18.0,516.780356685791,ultimate,LC0,180.0,0.0,-0.0,-0.0,-0.0,0.0,-5.589574468085106,-5.589574468085106,5.589574468085106,5.589574468085106,5.589574468085106
26.0,5.0,18.0,516.780356685791,ultimate,LC1,120.0,0.0,-0.0,-0.0,-0.0,0.0,-18.765,-18.765,18.765,18.765,18.765
26.0,5.0,18.0,516.780356685791,ultimate,LC1,150.0,0.0,-0.0,-0.0,-0.0,0.0,-18.765,-18.765,18.765,18.765,18.765
26.0,5.0,18.0,516.780356685791,ultimate,LC1,180.0,0.0,-0.0,-0.0,-0.0,0.0,-18.765,-18.765,18.765,18.765,18.765
26.0,5.0,18.0,516.780356685791,ultimate,LC2A,120.0,9.3825,10.947316696604435,1.1259,9.3825,-9.3825,-109.9926391383703,72.46263913837029,110.39208291754326,73.06753983232002,110.39208291754326
26.0,5.0,18.0,516.780356685791,ultimate,LC2A,150.0,9.3825,10.947316696604435,1.1259,7.505999999999999,-7.505999999999999,-91.74711131069624,54.21711131069624,92.05363909078928,54.73422325087318,92.05363909078928
26.0,5.0,18.0,516.780356685791,ultimate,LC2A,180.0,9.3825,10.947316696604435,1.1259,6.255,-6.255,-79.58342609224687,42.053426092246866,79.82885902717211,42.5160636829901,79.82885902717211
26.0,5.0,18.0,516.780356685791,ultimate,LC2B,120.0,9.3825,-10.947316696604435,-1.1259,-9.3825,9.3825,72.46263913837029,-109.9926391383703,73.06753983232002,110.39208291754326,110.39208291754326
26.0,5.0,18.0,516.780356685791,ultimate,LC2B,150.0,9.3825,-10.947316696604435,-1.1259,-7.505999999999999,7.505999999999999,54.21711131069624,-91.74711131069624,54.73422325087318,92.05363909078928,92.05363909078928
26.0,5.0,18.0,516.780356685791,ultimate,LC2B,180.0,9.3825,-10.947316696604435,-1.1259,-6.255,6.255,42.053426092246866,-79.58342609224687,42.5160636829901,79.82885902717211,79.82885902717211
26.0,5.0,18.0,516.780356685791,ultimate,LC3,120.0,0.0,-0.0,-0.0,-0.0,0.0,-18.765,-18.765,18.765,18.765,18.765
26.0,5.0,18.0,516.780356685791,ultimate,LC3,150.0,0.0,-0.0,-0.0,-0.0,0.0,-18.765,-18.765,18.765,18.765,18.765
26.0,5.0,18.0,516.780356685791,ultimate,LC3,180.0,0.0,-0.0,-0.0,-0.0,0.0,-18.765,-18.765,18.765,18.765,18.765
26.0,5.0,18.0,516.780356685791,ultimate,LC4+,120.0,0.0,-0.0,-0.0,-6.255,-6.255,-8.319150000000002,-8.319150000000002,10.408327518026132,10.408327518026132,10.408327518026132
26.0,5.0,18.0,516.780356685791,ultimate,LC4+,150.0,0.0,-0.0,-0.0,-6.255,-6.255,-8.319150000000002,-8.319150000000002,10.408327518026132,10.408327518026132,10.408327518026132
26.0,5.0,18.0,516.780356685791,ultimate,LC4+,180.0,0.0,-0.0,-0.0,-6.255,-6.255,-8.319150000000002,-8.319150000000002,10.408327518026132,10.408327518026132,10.408327518026132
26.0,5.0,18.0,516.780356685791,ultimate,LC4-,120.0,0.0,-0.0,-0.0,6.255,6.255,-8.319150000000002,-8.319150000000002,10.408327518026132,10.408327518026132,10.408327518026132
26.0,5.0,18.0,516.780356685791,ultimate,LC4-,150.0,0.0,-0.0,-0.0,6.255,6.255,-8.319150000000002,-8.319150000000002,10.408327518026132,10.408327518026132,10.408327518026132
26.0,5.0,18.0,516.780356685791,ultimate,LC4-,180.0,0.0,-0.0,-0.0,6.255,6.255,-8.319150000000002,-8.319150000000002,10.408327518026132,10.408327518026132,10.408327518026132
26.0,5.0,18.0,516.780356685791,ultimate,LC5,120.0,13.31064,15.530593286916156,1.5972768,13.31064,-13.31064,-137.7407607243013,121.1024607243013,138.38240604252704,121.83176568814284,138.38240604252704
26.0,5.0,18.0,516.780356685791,ultimate,LC5,150.0,13.31064,15.530593286916156,1.5972768,10.648512,-10.648512,-111.85643857944105,95.21813857944103,112.36215403546878,95.81171495358895,112.36215403546878
26.0,5.0,18.0,516.780356685791,ultimate,LC5,180.0,13.31064,15.530593286916156,1.5972768,8.87376,-8.87376,-94.60022381620088,77.96192381620087,95.01550380128971,78.46531196433688,95.01550380128971
26.0,10.0,23.0,521.780356685791,limit,LC0,120.0,0.0,-0.0,-0.0,-0.0,0.0,-3.726382978723404,-3.726382978723404,3.726382978723404,3.726382978723404,3.726382978723404
26.0,10.0,23.0,521.780356685791,limit,LC0,150.0,0.0,-0.0,-0.0,-0.0,0.0,-3.726382978723404,-3.726382978723404,3.726382978723404,3.726382978723404,3.726382978723404
26.0,10.0,23.0,521.780356685791,limit,LC0,180.0,0.0,-0.0,-0.0,-0.0,0.0,-3.726382978723404,-3.726382978723404,3.726382978723404,3.726382978723404,3.726382978723404
26.0,10.0,23.0,521.780356685791,limit,LC1,120.0,0.0,-0.0,-0.0,-0.0,0.0,-12.51,-12.51,12.51,12.51,12.51
26.0,10.0,23.0,521.780356685791,limit,LC1,150.0,0.0,-0.0,-0.0,-0.0,0.0,-12.51,-12.51,12.51,12.51,12.51
26.0,10.0,23.0,521.780356685791,limit,LC1,180.0,0.0,-0.0,-0.0,-0.0,0.0,-12.51,-12.51,12.51,12.51,12.51
26.0,10.0,23.0,521.780356685791,limit,LC2A,120.0,6.255,7.329486131069622,0.7505999999999999,6.255,-6.255,-73.58905109224685,48.56905109224685,73.85440721891496,48.970172033609245,73.85440721891496
26.0,10.0,23.0,521.780356685791,limit,LC2A,150.0,6.255,7.329486131069622,0.7505999999999999,5.004,-5.004,-61.37324087379748,36.35324087379748,61.57690079366747,36.696023463426386,61.57690079366747
26.0,10.0,23.0,521.780356685791,limit,LC2A,180.0,6.255,7.329486131069622,0.7505999999999999,4.17,-4.17,-53.229367394831236,28.20936739483124,53.39245689471428,28.515913255874654,53.39245689471428
26.0,10.0,23.0,521.780356685791,limit,LC2B,120.0,6.255,-7.329486131069622,-0.7505999999999999,-6.255,6.255,48.56905109224685,-73.58905109224685,48.970172033609245,73.85440721891496,73.85440721891496
26.0,10.0,23.0,521.780356685791,limit,LC2B,150.0,6.255,-7.329486131069622,-0.7505999999999999,-5.004,5.004,36.35324087379748,-61.37324087379748,36.696023463426386,61.57690079366747,61.57690079366747
26.0,10.0,23.0,521.780356685791,limit,LC2B,180.0,6.255,-7.329486131069622,-0.7505999999999999,-4.17,4.17,28.20936739483124,-53.229367394831236,28.515913255874654,53.39245689471428,53.39245689471428
26.0,10.0,23.0,521.780356685791,limit,LC3,120.0,0.0,-0.0,-0.0,-0.0,0.0,-12.51,-12.51,12.51,12.51,12.51
26.0,10.0,23.0,521.780356685791,limit,LC3,150.0,0.0,-0.0,-0.0,-0.0,0.0,-12.51,-12.51,12.51,12.51,12.51
26.0,10.0,23.0,521.780356685791,limit,LC3,180.0,0.0,-0.0,-0.0,-0.0,0.0,-12.51,-12.51,12.51,12.51,12.51
26.0,10.0,23.0,521.780356685791,limit,LC4+,120.0,0.0,-0.0,-0.0,-4.17,-4.17,-5.5461,-5.5461,6.938885012017421,6.938885012017421,6.938885012017421
26.0,10.0,23.0,521.780356685791,limit,LC4+,150.0,0.0,-0.0,-0.0,-4.17,-4.17,-5.5461,-5.5461,6.938885012017421,6.938885012017421,6.938885012017421
26.0,10.0,23.0,521.780356685791,limit,LC4+,180.0,0.0,-0.0,-0.0,-4.17,-4.17,-5.5461,-5.5461,6.938885012017421,6.938885012017421,6.938885012017421
26.0,10.0,23.0,521.780356685791,limit,LC4-,120.0,0.0,-0.0,-0.0,4.17,4.17,-5.5461,-5.5461,6.938885012017421,6.938885012017421,6.938885012017421
26.0,10.0,23.0,521.780356685791,limit,LC4-,150.0,0.0,-0.0,-0.0,4.17,4.17,-5.5461,-5.5461,6.938885012017421,6.938885012017421,6.938885012017421
26.0,10.0,23.0,521.780356685791,limit,LC4-,180.0,0.0,-0.0,-0.0,4.17,4.17,-5.5461,-5.5461,6.938885012017421,6.938885012017421,6.938885012017421
26.0,10.0,23.0,521.780356685791,limit,LC5,120.0,8.87376,10.398097657944104,1.0648512,8.87376,-8.87376,-92.19691381620088,81.10471381620088,92.62296979566986,81.58871380126939,92.62296979566986
26.0,10.0,23.0,521.780356685791,limit,LC5,150.0,8.87376,10.398097657944104,1.0648512,7.099008000000001,-7.099008000000001,-74.8667510529607,63.774551052960696,75.20256862508126,64.16844455486478,75.20256862508126
26.0,10.0,23.0,521.780356685791,limit,LC5,180.0,8.87376,10.398097657944104,1.0648512,5.915840000000001,-5.915840000000001,-63.31330921080058,52.22110921080058,63.58908936388416,52.55512734369465,63.58908936388416
26.0,10.0,23.0,521.780356685791,ultimate,LC0,120.0,0.0,-0.0,-0.0,-0.0,0.0,-5.589574468085106,-5.589574468085106,5.589574468085106,5.589574468085106,5.589574468085106
26.0,10.0,23.0,521.780356685791,ultimate,LC0,150.0,0.0,-0.0,-0.0,-0.0,0.0,-5.589574468085106,-5.589574468085106,5.589574468085106,5.589574468085106,5.589574468085106
26.0,10.0,23.0,521.780356685791,ultimate,LC0,180.0,0.0,-0.0,-0.0,-0.0,0.0,-5.589574468085106,-5.589574468085106,5.589574468085106,5.589574468085106,5.589574468085106
26.0,10.0,23.0,521.780356685791,ultimate,LC1,120.0,0.0,-0.0,-0.0,-0.0,0.0,-18.765,-18.765,18.765,18.765,18.765
26.0,10.0,23.0,521.780356685791,ultimate,LC1,150.0,0.0,-0.0,-0.0,-0.0,0.0,-18.765,-18.765,18.765,18.765,18.765
26.0,10.0,23.0,521.780356685791,ultimate,LC1,180.0,0.0,-0.0,-0.0,-0.0,0.0,-18.765,-18.765,18.765,18.765,18.765
26.0,10.0,23.0,521.780356685791,ultimate,LC2A,120.0,9.3825,10.994229196604435,1.1259,9.3825,-9.3825,-110.3835766383703,72.8535766383703,110.78161082837245,73.45525805041389,110.78161082837245
26.0,10.0,23.0,521.780356685791,ultimate,LC2A,150.0,9.3825,10.994229196604435,1.1259,7.505999999999999,-7.505999999999999,-92.05986131069623,54.52986131069623,92.36535119050122,55.04403519513959,92.36535119050122
26.0,10.0,23.0,521.780356685791,ultimate,LC2A,180.0,9.3825,10.994229196604435,1.1259,6.255,-6.255,-79.84405109224687,42.314051092246864,80.08868534207144,42.77386988381198,80.08868534207144
26.0,10.0,23.0,521.780356685791,ultimate,LC2B,120.0,9.3825,-10.994229196604435,-1.1259,-9.3825,9.3825,72.8535766383703,-110.3835766383703,73.45525805041389,110.78161082837245,110.78161082837245
26.0,10.0,23.0,521.780356685791,ultimate,LC2B,150.0,9.3825,-10.994229196604435,-1.1259,-7.505999999999999,7.505999999999999,54.52986131069623,-92.05986131069623,55.04403519513959,92.36535119050122,92.36535119050122
26.0,10.0,23.0,521.780356685791,ultimate,LC2B,180.0,9.3825,-10.994229196604435,-1.1259,-6.255,6.255,42.314051092246864,-79.84405109224687,42.77386988381198,80.08868534207144,80.08868534207144
26.0,10.0,23.0,521.780356685791,ultimate,LC3,120.0,0.0,-0.0,-0.0,-0.0,0.0,-18.765,-18.765,18.765,18.765,18.765
26.0,10.0,23.0,521.780356685791,ultimate,LC3,150.0,0.0,-0.0,-0.0,-0.0,0.0,-18.765,-18.765,18.765,18.765,18.765
26.0,10.0,23.0,521.780356685791,ultimate,LC3,180.0,0.0,-0.0,-0.0,-0.0,0.0,-18.765,-18.765,18.765,18.765,18.765
26.0,10.0,23.0,521.780356685791,ultimate,LC4+,120.0,0.0,-0.0,-0.0,-6.255,-6.255,-8.319150000000002,-8.319150000000002,10.408327518026132,10.408327518026132,10.408327518026132
26.0,10.0,23.0,521.780356685791,ultimate,LC4+,150.0,0.0,-0.0,-0.0,-6.255,-6.255,-8.319150000000002,-8.319150000000002,10.408327518026132,10.408327518026132,10.408327518026132
26.0,10.0,23.0,521.780356685791,ultimate,LC4+,180.0,0.0,-0.0,-0.0,-6.255,-6.255,-8.319150000000002,-8.319150000000002,10.408327518026132,10.408327518026132,10.408327518026132
26.0,10.0,23.0,521.780356685791,ultimate,LC4-,120.0,0.0,-0.0,-0.0,6.255,6.255,-8.319150000000002,-8.319150000000002,10.408327518026132,10.408327518026132,10.408327518026132
26.0,10.0,23.0,521.780356685791,ultimate,LC4-,150.0,0.0,-0.0,-0.0,6.255,6.255,-8.319150000000002,-8.319150000000002,10.408327518026132,10.408327518026132,10.408327518026132
26.0,10.0,23.0,521.780356685791,ultimate,LC4-,180.0,0.0,-0.0,-0.0,6.255,6.255,-8.319150000000002,-8.319150000000002,10.408327518026132,10.408327518026132,10.408327518026132
26.0,10.0,23.0,521.780356685791,ultimate,LC5,120.0,13.31064,15.597146486916156,1.5972768,13.31064,-13.31064,-138.2953707243013,121.65707072430129,138.9344546935048,122.38307070190406,138.9344546935048
26.0,10.0,23.0,521.780356685791,ultimate,LC5,150.0,13.31064,15.597146486916156,1.5972768,10.648512,-10.648512,-112.30012657944106,95.66182657944104,112.8038529376219,96.25266683229715,112.8038529376219
26.0,10.0,23.0,521.780356685791,ultimate,LC5,180.0,13.31064,15.597146486916156,1.5972768,8.87376,-8.87376,-94.96996381620087,78.33166381620086,95.38363404582624,78.83269101554197,95.38363404582624
26.0,15.0,28.0,526.780356685791,limit,LC0,120.0,0.0,-0.0,-0.0,-0.0,0.0,-3.726382978723404,-3.726382978723404,3.726382978723404,3.726382978723404,3.726382978723404
26.0,15.0,28.0,526.780356685791,limit,LC0,150.0,0.0,-0.0,-0.0,-0.0,0.0,-3.726382978723404,-3.726382978723404,3.726382978723404,3.726382978723404,3.726382978723404
26.0,15.0,28.0,526.780356685791,limit,LC0,180.0,0.0,-0.0,-0.0,-0.0,0.0,-3.726382978723404,-3.726382978723404,3.726382978723404,3.726382978723404,3.726382978723404
26.0,15.0,28.0,526.780356685791,limit,LC1,120.0,0.0,-0.0,-0.0,-0.0,0.0,-12.51,-12.51,12.51,12.51,12.51
26.0,15.0,28.0,526.780356685791,limit,LC1,150.0,0.0,-0.0,-0.0,-0.0,0.0,-12.51,-12.51,12.51,12.51,12.51
26.0,15.0,28.0,526.780356685791,limit,LC1,180.0,0.0,-0.0,-0.0,-0.0,0.0,-12.51,-12.51,12.51,12.51,12.51
26.0,15.0,28.0,526.780356685791,limit,LC2A,120.0,6.255,7.360761131069623,0.7505999999999999,6.255,-6.255,-73.84967609224687,48.829676092246864,74.11409909005019,49.228673476681706,74.11409909005019
26.0,15.0,28.0,526.780356685791,limit,LC2A,150.0,6.255,7.360761131069623,0.7505999999999999,5.004,-5.004,-61.581740873797486,36.56174087379749,61.784713522420255,36.902586789041145,61.784713522420255
26.0,15.0,28.0,526.780356685791,limit,LC2A,180.0,6.255,7.360761131069623,0.7505999999999999,4.17,-4.17,-53.403117394831234,28.38311739483124,53.56567788692799,28.68780669637837,53.56567788692799
26.0,15.0,28.0,526.780356685791,limit,LC2B,120.0,6.255,-7.360761131069623,-0.7505999999999999,-6.255,6.255,48.829676092246864,-73.84967609224687,49.228673476681706,74.11409909005019,74.11409909005019
26.0,15.0,28.0,526.780356685791,limit,LC2B,150.0,6.255,-7.360761131069623,-0.7505999999999999,-5.004,5.004,36.56174087379749,-61.581740873797486,36.902586789041145,61.784713522420255,61.784713522420255
26.0,15.0,28.0,526.780356685791,limit,LC2B,180.0,6.255,-7.360761131069623,-0.7505999999999999,-4.17,4.17,28.38311739483124,-53.403117394831234,28.68780669637837,53.56567788692799,53.56567788692799
26.0,15.0,28.0,526.780356685791,limit,LC3,120.0,0.0,-0.0,-0.0,-0.0,0.0,-12.51,-12.51,12.51,12.51,12.51
26.0,15.0,28.0,526.780356685791,limit,LC3,150.0,0.0,-0.0,-0.0,-0.0,0.0,-12.51,-12.51,12.51,12.51,12.51
26.0,15.0,28.0,526.780356685791,limit,LC3,180.0,0.0,-0.0,-0.0,-0.0,0.0,-12.51,-12.51,12.51,12.51,12.51
26.0,15.0,28.0,526.780356685791,limit,LC4+,120.0,0.0,-0.0,-0.0,-4.17,-4.17,-5.5461,-5.5461,6.938885012017421,6.938885012017421,6.938885012017421
26.0,15.0,28.0,526.780356685791,limit,LC4+,150.0,0.0,-0.0,-0.0,-4.17,-4.17,-5.5461,-5.5461,6.938885012017421,6.938885012017421,6.938885012017421
26.0,15.0,28.0,526.780356685791,limit,LC4+,180.0,0.0,-0.0,-0.0,-4.17,-4.17,-5.5461,-5.5461,6.938885012017421,6.938885012017421,6.938885012017421
26.0,15.0,28.0,526.780356685791,limit,LC4-,120.0,0.0,-0.0,-0.0,4.17,4.17,-5.5461,-5.5461,6.938885012017421,6.938885012017421,6.938885012017421
26.0,15.0,28.0,526.780356685791,limit,LC4-,150.0,0.0,-0.0,-0.0,4.17,4.17,-5.5461,-5.5461,6.938885012017421,6.938885012017421,6.938885012017421
26.0,15.0,28.0,526.780356685791,limit,LC4-,180.0,0.0,-0.0,-0.0,4.17,4.17,-5.5461,-5.5461,6.938885012017421,6.938885012017421,6.938885012017421
26.0,15.0,28.0,526.780356685791,limit,LC5,120.0,8.87376,10.442466457944105,1.0648512,8.87376,-8.87376,-92.56665381620088,81.47445381620089,92.99101577714902,81.95627029816481,92.99101577714902
26.0,15.0,28.0,526.780356685791,limit,LC5,150.0,8.87376,10.442466457944105,1.0648512,7.099008000000001,-7.099008000000001,-75.1625430529607,64.07034305296071,75.49704492741577,64.46242916232784,75.49704492741577
26.0,15.0,28.0,526.780356685791,limit,LC5,180.0,8.87376,10.442466457944105,1.0648512,5.915840000000001,-5.915840000000001,-63.55980254413392,52.46760254413392,63.83451779683852,52.80006136014245,63.83451779683852
26.0,15.0,28.0,526.780356685791,ultimate,LC0,120.0,0.0,-0.0,-0.0,-0.0,0.0,-5.589574468085106,-5.589574468085106,5.589574468085106,5.589574468085106,5.589574468085106
26.0,15.0,28.0,526.780356685791,ultimate,LC0,150.0,0.0,-0.0,-0.0,-0.0,0.0,-5.589574468085106,-5.589574468085106,5.589574468085106,5.589574468085106,5.589574468085106
26.0,15.0,28.0,526.780356685791,ultimate,LC0,180.0,0.0,-0.0,-0.0,-0.0,0.0,-5.589574468085106,-5.589574468085106,5.589574468085106,5.589574468085106,5.589574468085106
26.0,15.0,28.0,526.780356685791,ultimate,LC1,120.0,0.0,-0.0,-0.0,-0.0,0.0,-18.765,-18.765,18.765,18.765,18.765
26.0,15.0,28.0,526.780356685791,ultimate,LC1,150.0,0.0,-0.0,-0.0,-0.0,0.0,-18.765,-18.765,18.765,18.765,18.765
26.0,15.0,28.0,526.780356685791,ultimate,LC1,180.0,0.0,-0.0,-0.0,-0.0,0.0,-18.765,-18.765,18.765,18.765,18.765
26.0,15.0,28.0,526.780356685791,ultimate,LC2A,120.0,9.3825,11.041141696604434,1.1259,9.3825,-9.3825,-110.7745141383703,73.24451413837029,111.17114863507528,73.84301021502256,111.17114863507528
26.0,15.0,28.0,526.780356685791,ultimate,LC2A,150.0,9.3825,11.041141696604434,1.1259,7.505999999999999,-7.505999999999999,-92.37261131069623,54.84261131069623,92.67707028363037,55.353880183561714,92.67707028363037
26.0,15.0,28.0,526.780356685791,ultimate,LC2A,180.0,9.3825,11.041141696604434,1.1259,6.255,-6.255,-80.10467609224686,42.57467609224686,80.348516830392,43.03171004456756,80.348516830392
26.0,15.0,28.0,526.780356685791,ultimate,LC2B,120.0,9.3825,-11.041141696604434,-1.1259,-9.3825,9.3825,73.24451413837029,-110.7745141383703,73.84301021502256,111.17114863507528,111.17114863507528
26.0,15.0,28.0,526.780356685791,ultimate,LC2B,150.0,9.3825,-11.041141696604434,-1.1259,-7.505999999999999,7.505999999999999,54.84261131069623,-92.37261131069623,55.353880183561714,92.67707028363037,92.67707028363037
26.0,15.0,28.0,526.780356685791,ultimate,LC2B,180.0,9.3825,-11.041141696604434,-1.1259,-6.255,6.255,42.57467609224686,-80.10467609224686,43.03171004456756,80.348516830392,80.348516830392
26.0,15.0,28.0,526.780356685791,ultimate,LC3,120.0,0.0,-0.0,-0.0,-0.0,0.0,-18.765,-18.765,18.765,18.765,18.765
26.0,15.0,28.0,526.780356685791,ultimate,LC3,150.0,0.0,-0.0,-0.0,-0.0,0.0,-18.765,-18.765,18.765,18.765,18.765
26.0,15.0,28.0,526.780356685791,ultimate,LC3,180.0,0.0,-0.0,-0.0,-0.0,0.0,-18.765,-18.765,18.765,18.765,18.765
26.0,15.0,28.0,526.780356685791,ultimate,LC4+,120.0,0.0,-0.0,-0.0,-6.255,-6.255,-8.319150000000002,-8.319150000000002,10.408327518026132,10.408327518026132,10.408327518026132
26.0,15.0,28.0,526.780356685791,ultimate,LC4+,150.0,0.0,-0.0,-0.0,-6.255,-6.255,-8.319150000000002,-8.319150000000002,10.408327518026132,10.408327518026132,10.408327518026132
26.0,15.0,28.0,526.780356685791,ultimate,LC4+,180.0,0.0,-0.0,-0.0,-6.255,-6.255,-8.319150000000002,-8.319150000000002,10.408327518026132,10.408327518026132,10.408327518026132
26.0,15.0,28.0,526.780356685791,ultimate,LC4-,120.0,0.0,-0.0,-0.0,6.255,6.255,-8.319150000000002,-8.319150000000002,10.408327518026132,10.408327518026132,10.408327518026132
26.0,15.0,28.0,526.780356685791,ultimate,LC4-,150.0,0.0,-0.0,-0.0,6.255,6.255,-8.319150000000002,-8.319150000000002,10.408327518026132,10.408327518026132,10.408327518026132
26.0,15.0,28.0,526.780356685791,ultimate,LC4-,180.0,0.0,-0.0,-0.0,6.255,6.255,-8.319150000000002,-8.319150000000002,10.408327518026132,10.408327518026132,10.408327518026132
26.0,15.0,28.0,526.780356685791,ultimate,LC5,120.0,13.31064,15.663699686916157,1.5972768,13.31064,-13.31064,-138.84998072430133,122.21168072430132,139.48652366572352,122.9344054472472,139.48652366572352
26.0,15.0,28.0,526.780356685791,ultimate,LC5,150.0,13.31064,15.663699686916157,1.5972768,10.648512,-10.648512,-112.74381457944106,96.10551457944105,113.24556739112367,96.69364374349175,113.24556739112367
26.0,15.0,28.0,526.780356685791,ultimate,LC5,180.0,13.31064,15.663699686916157,1.5972768,8.87376,-8.87376,-95.33970381620088,78.70140381620087,95.75177669525777,79.20009204021366,95.75177669525777
26.0,20.0,33.0,531.780356685791,limit,LC0,120.0,0.0,-0.0,-0.0,-0.0,0.0,-3.726382978723404,-3.726382978723404,3.726382978723404,3.726382978723404,3.726382978723404
26.0,20.0,33.0,531.780356685791,limit,LC0,150.0,0.0,-0.0,-0.0,-0.0,0.0,-3.726382978723404,-3.726382978723404,3.726382978723404,3.726382978723404,3.726382978723404
26.0,20.0,33.0,531.780356685791,limit,LC0,180.0,0.0,-0.0,-0.0,-0.0,0.0,-3.726382978723404,-3.726382978723404,3.726382978723404,3.726382978723404,3.726382978723404
26.0,20.0,33.0,531.780356685791,limit,LC1,120.0,0.0,-0.0,-0.0,-0.0,0.0,-12.51,-12.51,12.51,12.51,12.51
26.0,20.0,33.0,531.780356685791,limit,LC1,150.0,0.0,-0.0,-0.0,-0.0,0.0,-12.51,-12.51,12.51,12.51,12.51
26.0,20.0,33.0,531.780356685791,limit,LC1,180.0,0.0,-0.0,-0.0,-0.0,0.0,-12.51,-12.51,12.51,12.51,12.51
26.0,20.0,33.0,531.780356685791,limit,LC2A,120.0,6.255,7.392036131069624,0.7505999999999999,6.255,-6.255,-74.11030109224687,49.09030109224687,74.37379748932743,49.48719719611785,74.37379748932743
26.0,20.0,33.0,531.780356685791,limit,LC2A,150.0,6.255,7.392036131069624,0.7505999999999999,5.004,-5.004,-61.790240873797494,36.7702408737975,61.992530866564195,37.109171776221146,61.992530866564195
26.0,20.0,33.0,531.780356685791,limit,LC2A,180.0,6.255,7.392036131069624,0.7505999999999999,4.17,-4.17,-53.57686739483124,28.556867394831244,53.738902294737386,28.85972237229554,53.738902294737386
26.0,20.0,33.0,531.780356685791,limit,LC2B,120.0,6.255,-7.392036131069624,-0.7505999999999999,-6.255,6.255,49.09030109224687,-74.11030109224687,49.48719719611785,74.37379748932743,74.37379748932743
26.0,20.0,33.0,531.780356685791,limit,LC2B,150.0,6.255,-7.392036131069624,-0.7505999999999999,-5.004,5.004,36.7702408737975,-61.790240873797494,37.109171776221146,61.992530866564195,61.992530866564195
26.0,20.0,33.0,531.780356685791,limit,LC2B,180.0,6.255,-7.392036131069624,-0.7505999999999999,-4.17,4.17,28.556867394831244,-53.57686739483124,28.85972237229554,53.738902294737386,53.738902294737386
26.0,20.0,33.0,531.780356685791,limit,LC3,120.0,0.0,-0.0,-0.0,-0.0,0.0,-12.51,-12.51,12.51,12.51,12.51
26.0,20.0,33.0,531.780356685791,limit,LC3,150.0,0.0,-0.0,-0.0,-0.0,0.0,-12.51,-12.51,12.51,12.51,12.51
26.0,20.0,33.0,531.780356685791,limit,LC3,180.0,0.0,-0.0,-0.0,-0.0,0.0,-12.51,-12.51,12.51,12.51,12.51
26.0,20.0,33.0,531.780356685791,limit,LC4+,120.0,0.0,-0.0,-0.0,-4.17,-4.17,-5.5461,-5.5461,6.938885012017421,6.938885012017421,6.938885012017421
26.0,20.0,33.0,531.780356685791,limit,LC4+,150.0,0.0,-0.0,-0.0,-4.17,-4.17,-5.5461,-5.5461,6.938885012017421,6.938885012017421,6.938885012017421
26.0,20.0,33.0,531.780356685791,limit,LC4+,180.0,0.0,-0.0,-0.0,-4.17,-4.17,-5.5461,-5.5461,6.938885012017421,6.938885012017421,6.938885012017421
26.0,20.0,33.0,531.780356685791,limit,LC4-,120.0,0.0,-0.0,-0.0,4.17,4.17,-5.5461,-5.5461,6.938885012017421,6.938885012017421,6.938885012017421
26.0,20.0,33.0,531.780356685791,limit,LC4-,150.0,0.0,-0.0,-0.0,4.17,4.17,-5.5461,-5.5461,6.938885012017421,6.938885012017421,6.938885012017421
26.0,20.0,33.0,531.780356685791,limit,LC4-,180.0,0.0,-0.0,-0.0,4.17,4.17,-5.5461,-5.5461,6.938885012017421,6.938885012017421,6.938885012017421
26.0,20.0,33.0,531.780356685791,limit,LC5,120.0,8.87376,10.486835257944108,1.0648512,8.87376,-8.87376,-92.9363938162009,81.84419381620091,93.35907514589884,82.32384635062589,93.35907514589884
26.0,20.0,33.0,531.780356685791,limit,LC5,150.0,8.87376,10.486835257944108,1.0648512,7.099008000000001,-7.099008000000001,-75.45833505296072,64.36613505296073,75.79153147647133,64.7564302308276,75.79153147647133
