OD_mm,ID_mm,wall_mm,A_m2,I_m4,J_m4,c_m,mass_per_m_kg,limit_governing_case,limit_vm_MPa,MS_limit_yield,ultimate_governing_case,ultimate_vm_MPa,MS_ultimate,limit_shear_governing_case,limit_tau_screen_MPa,MS_limit_shear,ultimate_shear_governing_case,ultimate_tau_screen_MPa,MS_ultimate_shear,PASS
50.0,34.0,8.0,0.0010555751316061708,2.4119891757201e-07,4.8239783514402e-07,0.025,8.307376285740565,LC2A,320.7729033096368,3.7292024492968627,LC2A,481.1593549644551,2.869819802500883,LC2A,48.864405604167985,16.923892607136427,LC2A,73.29660840625198,13.666793247412887,True
50.0,33.5,8.25,0.0010820823196208346,2.4497329264041046e-07,4.899465852808209e-07,0.025,8.515987855415968,LC2A,315.8306615010674,3.8032068602524616,LC2A,473.7459922516011,2.930376257433568,LC2A,47.667400567593376,17.3739903567576,LC2A,71.50110085139006,14.03509999748743,True
50.0,33.0,8.5,0.0011081968085537997,2.485823966187242e-07,4.971647932374484e-07,0.025,8.721508883318403,LC2A,311.2451972348858,3.8739707904799365,LC2A,466.8677958523285,2.9882810862991187,LC2A,46.5441255365002,17.817419991569565,LC2A,69.8161883047503,14.39795035126457,True
50.0,32.5,8.75,0.0011339185984050662,2.5203112597362606e-07,5.040622519472521e-07,0.025,8.92393936944787,LC2A,306.9861977000882,3.9415902453114233,LC2A,460.4792965501323,3.043612848503569,LC2A,45.48831939878911,18.254181511572334,LC2A,68.23247909818366,14.755344308744313,True
50.0,32.0,9.0,0.001159247689174634,2.5532430354071315e-07,5.106486070814263e-07,0.025,9.12327931380437,LC2A,303.02668407113947,4.0061597863898495,LC2A,454.5400261067092,3.096448922108504,LC2A,44.49441811111231,18.684274916765897,LC2A,66.74162716666847,15.107281869926652,True
50.0,31.5,9.25,0.001184184080862503,2.5846667852450475e-07,5.169333570490095e-07,0.025,9.319528716387898,LC2A,299.3425593828726,4.067772531668939,LC2A,449.01383907430886,3.146865503831055,LC2A,43.557460541868195,19.10770020715026,LC2A,65.3361908128023,15.45376303481159,True
50.0,31.0,9.5,0.0012087277734686732,2.614629264984424e-07,5.229258529968848e-07,0.025,9.512687577198458,LC2A,295.91222779026117,4.126520155413214,LC2A,443.8683416853917,3.1949376090439046,LC2A,42.67300918258724,19.52445738272542,LC2A,64.00951377388088,15.794787803399128,True
50.0,30.5,9.75,0.0012328787669931447,2.6431764940488966e-07,5.286352988097793e-07,0.025,9.702755896236049,LC2A,292.7162724052437,4.182492888197986,LC2A,439.0744086078656,3.2407390717752795,LC2A,41.83708305908697,19.934546443491374,LC2A,62.75562458863046,16.13035617568927,True
50.0,30.0,10.0,0.0012566370614359177,2.6703537555513247e-07,5.340707511102649e-07,0.025,9.889733673500672,LC2A,289.73718146471373,4.235779516909365,LC2A,434.6057721970706,3.2843425447089594,LC2A,41.046100707501104,20.337967389448128,LC2A,61.56915106125166,16.460468151682008,True
55.0,52.0,1.5,0.00025211281045058097,9.027214319196122e-08,1.8054428638392243e-07,0.0275,1.9841278182460722,LC2A,942.7834740802494,0.6090651159110936,LC2A,1414.1752111203741,0.3166685325539249,LC2A,204.59115617446034,3.2809297075080304,LC2A,306.88673426169055,2.5030064229312026,True
55.0,51.5,1.75,0.00029275716540639907,1.0387847608146745e-07,2.077569521629349e-07,0.0275,2.3039988917483605,LC2A,819.2946987828459,0.8515925981867984,LC2A,1228.9420481742686,0.5151243321572485,LC2A,176.18715260094362,3.971079590260496,LC2A,264.28072890141544,3.06774343971217,True
55.0,51.0,2.0,0.00033300882128051835,1.1709422678276225e-07,2.341884535655245e-07,0.0275,2.6207794234776793,LC2A,726.8256267585326,1.0871581080120345,LC2A,1090.238440137799,0.707883277133996,LC2A,154.89094606604183,4.654561358203757,LC2A,232.33641909906277,3.627024060195734,True
55.0,50.5,2.25,0.00037286777807293814,1.2992694248132184e-07,2.598538849626437e-07,0.0275,2.934469413434023,LC2A,655.0380017094748,1.3158961709718122,LC2A,982.5570025642122,0.8950554473080703,LC2A,138.33335678146784,5.331375011337803,LC2A,207.5000351722018,4.180848284381889,True
55.0,50.0,2.5,0.0004123340357836599,1.4238409673154516e-07,2.847681934630903e-07,0.0275,3.245068861617403,LC2A,597.7288666700618,1.53794000020642,LC2A,896.5933000050926,1.0767498485538805,LC2A,125.0928783466702,6.001520549662658,LC2A,187.63931752000533,4.729216112270651,True
55.0,49.5,2.75,0.0004514075944126832,1.5447308945675274e-07,3.089461789135055e-07,0.0275,3.5525777680278168,LC2A,550.9508812861159,1.7534214964114057,LC2A,826.4263219291737,1.2530744127963254,LC2A,114.2649171500684,6.664997973178314,LC2A,171.39737572510262,5.272127543862017,True
55.0,49.0,3.0,0.0004900884539600073,1.662012469491876e-07,3.324024938983752e-07,0.0275,3.856996132665258,LC2A,512.0724804020668,1.9624712478375885,LC2A,768.1087206031002,1.4241359980108066,LC2A,105.24641207051576,7.321807281884762,LC2A,157.86961810577367,5.809582579155975,True
55.0,48.5,3.25,0.0005283766144256331,1.775758218700148e-07,3.551516437400296e-07,0.0275,4.158323955529732,LC2A,479.2718055585584,2.165218530291054,LC2A,718.9077083378376,1.5900403882232226,LC2A,97.619860471203,7.9719484757820105,LC2A,146.4297907068045,6.341581218152539,True
55.0,48.0,3.5,0.0005662720758095601,1.8860399324932165e-07,3.772079864986433e-07,0.0275,4.456561236621238,LC2A,451.24752294444346,2.3617913071331573,LC2A,676.8712844166652,1.7508922935099713,LC2A,91.08704733980834,8.615421554870057,LC2A,136.63057100971253,6.8681234608517,True
55.0,47.5,3.75,0.0006037748381117883,1.9929286648611766e-07,3.985857329722353e-07,0.0275,4.751707975939774,LC2A,427.0453141237512,2.552316229280522,LC2A,640.5679711856269,1.9067953499979482,LC2A,85.42928277333569,9.252226519148898,LC2A,128.14392416000354,7.389209307253459,True
55.0,47.0,4.0,0.0006408849013323177,2.0964947334833449e-07,4.1929894669666897e-07,0.0275,5.04376417348534,LC2A,405.9494326979813,2.7369186352050385,LC2A,608.9241490469719,2.0578521198645494,LC2A,80.48255040686496,9.882363368618538,LC2A,120.72382561029744,7.904838757357819,True
55.0,46.5,4.25,0.0006776022654711483,2.1968077197282595e-07,4.393615439456519e-07,0.0275,5.3327298292579375,LC2A,387.41253504751205,2.9157225509338667,LC2A,581.1188025712679,2.2041640913376677,LC2A,76.12142698580331,10.505832103278976,LC2A,114.18214047870498,8.415011811164778,True
55.0,46.0,4.5,0.0007139269305282805,2.2939364686536815e-07,4.587872937307363e-07,0.0275,5.6186049432575675,LC2A,371.00890078763405,3.0888506900494352,LC2A,556.5133511814511,2.3458316786956925,LC2A,72.2483620814101,11.122632723130216,LC2A,108.37254312211516,8.91972846867434,True
55.0,45.5,4.75,0.0007498588965037137,2.3879490890065924e-07,4.775898178013185e-07,0.0275,5.901389515484227,LC2A,356.4024256756337,3.256424453689439,LC2A,534.6036385134506,2.4829542222675167,LC2A,68.7863431599914,11.732765228172246,LC2A,103.17951473998713,9.418988729886493,True
55.0,45.0,5.0,0.0007853981633974483,2.4789129532231966e-07,4.957825906446393e-07,0.0275,6.181083545937918,LC2A,343.3242166108608,3.418563930546841,LC2A,514.9863249162911,2.6156299884325285,LC2A,65.67376113200179,12.336229618405076,LC2A,98.51064169800269,9.912792594801251,True
55.0,44.5,5.25,0.0008205447312094842,2.566894697428919e-07,5.133789394857838e-07,0.0275,6.457687034618641,LC2A,331.55658803001467,3.5753878968698736,LC2A,497.33488204502197,2.7439561696206134,LC2A,62.860742887773895,12.933025893828706,LC2A,94.29111433166085,10.40114006341861,True
55.0,44.0,5.5,0.0008552985999398212,2.6519602214384085e-07,5.303920442876817e-07,0.0275,6.731199981526393,LC2A,320.92142289006625,3.7270138164620388,LC2A,481.3821343350994,2.868028884312158,LC2A,60.30648405142496,13.523154054443129,LC2A,90.45972607713746,10.884031135738562,True
55.0,43.5,5.75,0.0008896597695884596,2.7341746887555334e-07,5.468349377511067e-07,0.0275,7.001622386661177,LC2A,311.27156988613496,3.8735578406821025,LC2A,466.9073548292024,2.9879431770380465,LC2A,57.97727753873475,14.10661410024835,LC2A,86.96591630810214,11.361465811761118,True
55.0,43.0,6.0,0.0009236282401553993,2.8136025265733853e-07,5.627205053146771e-07,0.0275,7.2689542500229924,LC2A,302.48439133595986,4.0151348084441025,LC2A,453.7265870039398,3.103793018379661,LC2A,55.84503497619199,14.683406031244372,LC2A,83.767552464288,11.833444091486273,True
55.0,42.5,6.25,0.0009572040116406398,2.890307425774276e-07,5.780614851548552e-07,0.0275,7.533195571611835,LC2A,294.4568595445789,4.151858246217341,LC2A,441.6852893168683,3.2156713049688808,LC2A,53.886162980104054,15.253529847431178,LC2A,80.82924447015608,12.29996597491402,True
55.0,42.0,6.5,0.0009903870840441821,2.9643523409297425e-07,5.928704681859485e-07,0.0275,7.794346351427714,LC2A,287.1017847510457,4.283840368026394,LC2A,430.6526771265685,3.3236698594880894,LC2A,52.08069875654385,15.816985548808798,LC2A,78.12104813481578,12.761031462044377,True
55.0,41.5,6.75,0.0010231774573660254,3.035799490300541e-07,6.071598980601082e-07,0.0275,8.05240658947062,LC2A,280.3448812845061,4.411192075451105,LC2A,420.5173219267591,3.4278794306701634,LC2A,50.411637790828486,16.373773135377206,LC2A,75.61745668624275,13.216640552877324,True
55.0,41.0,7.0,0.0010555751316061702,3.1047103558366483e-07,6.209420711673297e-07,0.0275,8.30737628574056,LC2A,274.12246237782307,4.534022957626576,LC2A,411.18369356673463,3.528389693298476,LC2A,48.86440560416801,16.923892607136416,LC2A,73.29660840625202,13.66679324741288,True
55.0,40.5,7.25,0.0010875801067646163,3.1711456831772673e-07,6.342291366354535e-07,0.0275,8.55925544023753,LC2A,268.37961189444803,4.65244129124319,LC2A,402.5694178416721,3.625289248206908,LC2A,47.42643880267326,17.467343964086428,LC2A,71.13965820400989,14.111489545651033,True
55.0,40.0,7.5,0.0011191923828413636,3.2351654816508174e-07,6.470330963301635e-07,0.0275,8.808044052961531,LC2A,263.0687216894979,4.766554040546588,LC2A,394.6030825342469,3.7186656222798273,LC2A,46.08684991719425,18.004127206227228,LC2A,69.13027487579137,14.550729447591781,True
55.0,39.5,7.75,0.0011504119598364122,3.2968290242749437e-07,6.593658048549887e-07,0.0275,9.053742123912563,LC2A,258.14831204327965,4.876466857337687,LC2A,387.2224680649195,3.8086052684521077,LC2A,44.83615711350183,18.534242333558833,LC2A,67.25423567025274,14.984512953235132,True
55.0,39.0,8.0,0.0011812388377497622,3.356194847756512e-07,6.712389695513024e-07,0.0275,9.296349653090628,LC2A,253.5820732460684,4.982284080972668,LC2A,380.3731098691026,3.895193565709122,LC2A,43.666064582448,19.057689346081233,LC2A,65.499096873672,15.412840062581083,True
55.0,38.5,8.25,0.0012116730165814132,3.4133207524916094e-07,6.826641504983219e-07,0.0275,9.535866640495723,LC2A,249.33808142426,5.084108738362978,LC2A,374.00712213638997,3.978514819086735,LC2A,42.569282859829386,19.57446824379443,LC2A,63.85392428974409,15.835710775629629,True
55.0,38.0,8.5,0.0012417144963313656,3.468263802565546e-07,6.936527605131092e-07,0.0275,9.772293086127847,LC2A,245.3881527357621,5.1820425439753395,LC2A,368.0822291036431,4.058652259671318,LC2A,41.539380855156104,20.08457902669842,LC2A,62.30907128273416,16.253125092380778,True
55.0,37.5,8.75,0.0012713632769996194,3.5210803257528525e-07,7.042160651505705e-07,0.0275,10.005628989987004,LC2A,241.7073082619606,5.276185899831736,LC2A,362.5609623929409,4.135688044599733,LC2A,40.570663247568675,20.588021694793216,LC2A,60.85599487135301,16.665083012834526,True
55.0,37.0,9.0,0.0013006193585861745,3.5718259135172816e-07,7.143651827034563e-07,0.0275,10.235874352073193,LC2A,238.27332807320246,5.366637895509423,LC2A,357.4099921098037,4.209703257059347,LC2A,39.658068316426196,21.08479624807881,LC2A,59.4871024746393,17.071584536990876,True
55.0,36.5,9.25,0.0013294827410910307,3.620555421011808e-07,7.241110842023616e-07,0.0275,10.463029172386412,LC2A,235.06637759850318,5.453496308140921,LC2A,352.59956639775476,4.280777906288023,LC2A,38.79708234057114,21.57490268655519,LC2A,58.195623510856706,17.47262966484982,True
55.0,36.0,9.5,0.0013579534245141882,3.6673229670786297e-07,7.334645934157259e-07,0.0275,10.68709345092666,LC2A,232.0686929817441,5.536857602414024,LC2A,348.10303947261616,4.348990927574121,LC2A,37.983667514171074,22.058341010222378,LC2A,56.97550127125661,17.868218396411365,True
55.0,35.5,9.75,0.0013860314088556468,3.712181934249163e-07,7.424363868498326e-07,0.0275,10.908067187693941,LC2A,229.26431483860162,5.616816930571788,LC2A,343.8964722579024,4.414420182256502,LC2A,37.21420095311051,22.535111219080363,LC2A,55.82130142966578,18.25835073167551,True
55.0,35.0,10.0,0.0014137166941154066,3.7551849687440494e-07,7.510369937488099e-07,0.0275,11.12595038268825,LC2A,226.63886194573166,5.69346813241254,LC2A,339.9582929185975,4.477142457724521,LC2A,36.48542285111211,23.005213313129133,LC2A,54.72813427666817,18.64302667064225,True
60.0,57.0,1.5,0.0002756747553525041,1.1800602496308122e-07,2.3601204992616245e-07,0.03,2.1695603246242077,LC2A,786.7741711213915,0.9281263362240468,LC2A,1180.1612566820872,0.5777504891448806,LC2A,187.1047325698058,3.6810165960601786,LC2A,280.65709885470875,2.8303902007752364,True
60.0,56.5,1.75,0.0003202461011253093,1.3594947377302386e-07,2.718989475460477e-07,0.03,2.5203368158561843,LC2A,682.9308705723089,1.2213082837047993,LC2A,1024.3963058584634,0.8176559104629033,LC2A,161.06379186266545,4.437847626904666,LC2A,241.5956877939982,3.4496911805302073,True
60.0,56.0,2.0,0.00036442474781641564,1.5342281883071098e-07,3.0684563766142196e-07,0.03,2.868022765315191,LC2A,605.1517837128519,1.5068091028214265,LC2A,907.7276755692777,1.0512760050333974,LC2A,141.53827830172813,5.188010542939949,LC2A,212.30741745259223,4.063535763987775,True
60.0,55.5,2.25,0.0004082106954258236,1.7043434363239732e-07,3.4086868726479463e-07,0.03,3.2126181730012315,LC2A,544.7499048543291,1.784764139436902,LC2A,817.1248572814935,1.2787215238987089,LC2A,126.35644277441426,5.931505344166036,LC2A,189.53466416162144,4.671923951147948,True
60.0,55.0,2.5,0.00045160394395353276,1.8699225804325955e-07,3.739845160865191e-07,0.03,3.554123038914303,LC2A,496.5130291981368,2.055307536339859,LC2A,744.7695437972052,1.5001022336474703,LC2A,114.21523675130746,6.668332030582919,LC2A,171.3228551269612,5.27485574201072,True
60.0,54.5,2.75,0.0004946044933995432,2.0310469829739666e-07,4.0620939659479333e-07,0.03,3.8925373630544047,LC2A,457.12429725141675,2.318572233244595,LC2A,685.686445877125,1.715526916414606,LC2A,104.28544840333747,7.3984906021905985,LC2A,156.4281726050062,5.87233113657609,True
60.0,54.0,3.0,0.0005372123437638547,2.187797269978297e-07,4.375594539956594e-07,0.03,4.227861145421537,LC2A,424.3724670091552,2.574689966791067,LC2A,636.5587005137327,1.9251033698813305,LC2A,96.01427066082131,8.121981058989073,LC2A,144.02140599123197,6.464350134844058,True
60.0,53.5,3.25,0.0005794274950464676,2.3402533311650207e-07,4.6805066623300415e-07,0.03,4.5600943860157,LC2A,396.726675874184,2.823791270544898,LC2A,595.090013811276,2.1289384072751485,LC2A,89.0189917072203,8.838803400978348,LC2A,133.52848756083046,7.050912736814626,True
60.0,53.0,3.5,0.0006212499472473816,2.488494319942792e-07,4.976988639885584e-07,0.03,4.889237084836894,LC2A,373.0934474457344,3.066005474997371,LC2A,559.6401711686016,2.327137857369855,LC2A,83.02624669026774,9.548957628158416,LC2A,124.53937003540163,7.63201894248779,True
60.0,52.5,3.75,0.0006626797003665972,2.6325986534094884e-07,5.265197306818977e-07,0.03,5.21528924188512,LC2A,352.67089557086774,3.3014607075654343,LC2A,529.0063433563015,2.519806564485537,LC2A,77.83556874903913,10.252443740529287,LC2A,116.75335312355871,8.207668751863558,True
60.0,52.0,4.0,0.0007037167544041138,2.7726440123522074e-07,5.545288024704415e-07,0.03,5.538250857160375,LC2A,334.8576018559736,3.5302838925916946,LC2A,502.2864027839604,2.707048388488568,LC2A,73.29660840625198,10.949261738090952,LC2A,109.94491260937798,8.777862164941924,True
60.0,51.5,4.25,0.0007443611093599318,2.90870734124727e-07,5.81741468249454e-07,0.03,5.858121930662664,LC2A,319.1936540368698,3.752600751344425,LC2A,478.7904810553048,2.8889662047916143,LC2A,69.29439317541731,11.639411620843417,LC2A,103.94158976312599,9.34259918172289,True
60.0,51.0,4.5,0.0007846127652340511,3.040864848260218e-07,6.081729696520436e-07,0.03,6.174902462391982,LC2A,305.3213382067201,3.9685358020175574,LC2A,457.9820073100802,3.0656619043536333,LC2A,65.7395006326344,12.322893388786675,LC2A,98.6092509489516,9.901879802206455,True
60.0,50.5,4.75,0.000824471722026471,3.169192005245814e-07,6.338384010491628e-07,0.03,6.4885924523483265,LC2A,292.9582440066049,4.178212359730687,LC2A,439.4373660099073,3.2372363936798685,LC2A,62.56133472922298,12.999707041920722,LC2A,93.84200209383448,10.455704026392608,True
60.0,50.0,5.0,0.0008639379797371927,3.293763547748047e-07,6.587527095496094e-07,0.03,6.7991919005317065,LC2A,281.8784382416769,4.381752536529079,LC2A,422.8176573625154,3.403789594821861,LC2A,59.703419210910745,13.669852580245577,LC2A,89.55512881636612,11.004071854281372,True
60.0,49.5,5.25,0.000903011538366216,3.414653475000123e-07,6.829306950000246e-07,0.03,7.106700806942119,LC2A,271.8990174476054,4.579277241383648,LC2A,407.848526171408,3.565420445377435,LC2A,57.12003577473521,14.333330003761233,LC2A,85.68005366210282,11.546983285872736,True
60.0,49.0,5.5,0.0009416923979135402,3.531935049924472e-07,7.063870099848944e-07,0.03,7.4111191715795615,LC2A,262.870327923057,4.770906180190983,LC2A,394.3054918845855,3.7222268984907103,LC2A,54.77377909257866,14.990139312467681,LC2A,82.16066863886799,12.084438321166697,True
60.0,48.5,5.75,0.000979980558379166,3.645680799132743e-07,7.291361598265486e-07,0.03,7.7124469944440355,LC2A,254.66873704287215,4.956757855773326,LC2A,382.0031055643082,3.8743059228520904,LC2A,52.633749654980406,15.640280506364931,LC2A,78.95062448247062,12.61643696016326,True
60.0,48.0,6.0,0.0010178760197630929,3.755962512925812e-07,7.511925025851624e-07,0.03,8.01068427553554,LC2A,247.19121172840187,5.136949567878586,LC2A,370.7868175926028,4.021753502698276,LC2A,50.67419840432237,16.283753585452978,LC2A,76.01129760648357,13.14297920286242,True
60.0,47.5,6.25,0.001055378782065321,3.862851245293772e-07,7.725702490587544e-07,0.03,8.305831014854077,LC2A,240.35119807104456,5.311597413180339,LC2A,360.52679710656685,4.1646646378122565,LC2A,48.87349665637343,16.92055854973182,LC2A,73.31024498456014,13.664065049264181,True
60.0,47.0,6.5,0.0010924888452858504,3.9664173139159404e-07,7.932834627831881e-07,0.03,8.597887212399643,LC2A,234.0754517985802,5.480816285277812,LC2A,351.11317769787024,4.303133343523308,LC2A,47.213343732567786,17.55069539920146,LC2A,70.8200155988517,14.179694499368539,True
60.0,46.5,6.75,0.0011292062094246812,4.066730300160855e-07,8.13346060032171e-07,0.03,8.886852868172241,LC2A,228.30157306961348,5.644719874695904,LC2A,342.4523596044202,4.4372526507069985,LC2A,45.67815067431876,18.174164133861897,LC2A,68.51722601147814,14.689867553175498,True
60.0,46.0,7.0,0.0011655308744818133,4.1638590490862776e-07,8.327718098172555e-07,0.03,9.172727982171871,LC2A,222.97606951424615,5.803420668885176,LC2A,334.46410427136914,4.56711460578519,LC2A,44.25455601886913,18.790964753713133,LC2A,66.3818340283037,15.194584210685058,True
60.0,45.5,7.25,0.0012014628404572465,4.257871669439188e-07,8.515743338878376e-07,0.03,9.45551255439853,LC2A,218.05282001344847,5.957029952221845,LC2A,327.0792300201727,4.692810270726028,LC2A,42.93104175976583,19.40109725875517,LC2A,64.39656263964876,15.693844471897215,True
60.0,45.0,7.5,0.001237002107350981,4.348835533655792e-07,8.697671067311584e-07,0.03,9.735206584852222,LC2A,213.49184571165026,6.105657806007797,LC2A,320.23776856747537,4.814429723043955,LC2A,41.69762611555669,20.004561648988,LC2A,62.54643917333504,16.18764833681197,True
60.0,44.5,7.75,0.001272148675163017,4.4368172778615153e-07,8.873634555723031e-07,0.03,10.011810073532944,LC2A,209.25831888756085,6.249413108470578,LC2A,313.88747833134124,4.9320620557997,LC2A,40.54561576292748,20.601357924411623,LC2A,60.818423644391224,16.675995805429327,True
60.0,44.0,8.0,0.001306902543893354,4.521882801871004e-07,9.043765603742008e-07,0.03,10.285323020440696,LC2A,205.3217576520176,6.388403534763396,LC2A,307.9826364780264,5.045795377600282,LC2A,39.46740452644338,21.191486085026046,LC2A,59.20110678966508,17.158886877749282,True
60.0,43.5,8.25,0.0013412637135419923,4.6040972691881294e-07,9.208194538376259e-07,0.03,10.555745425575479,LC2A,201.65536705533216,6.52273555696512,LC2A,302.4830505829982,5.155716812599014,LC2A,38.45630867047389,21.77494613083127,LC2A,57.68446300571084,17.63632155377184,True
60.0,43.0,8.5,0.001375232184108932,4.6835251070059814e-07,9.367050214011963e-07,0.03,10.823077288937295,LC2A,198.23549646136206,6.652514444080288,LC2A,297.35324469204306,5.2619125004954945,LC2A,37.506431257568124,22.351738061827287,LC2A,56.259646886352186,18.108299833496993,True
60.0,42.5,8.75,0.0014088079555941726,4.7602300062068714e-07,9.520460012413743e-07,0.03,11.087318610526138,LC2A,195.04118993535795,6.777844262039089,LC2A,292.56178490303694,5.3644675965356114,LC2A,36.612549760001,22.921861878014102,LC2A,54.91882464000151,18.574821716924742,True
60.0,42.0,9.0,0.001441991027997715,4.834274921362338e-07,9.668549842724676e-07,0.03,11.348469390342016,LC2A,192.05381156000587,6.898827873697388,LC2A,288.0807173400088,5.463466271511552,LC2A,35.77002240305109,23.485317579391715,LC2A,53.65503360457663,19.035887204055097,True
60.0,41.5,9.25,0.0014747814013195582,4.905722070733136e-07,9.81144414146627e-07,0.03,11.606529628384923,LC2A,189.25673150452934,7.015566938836702,LC2A,283.885097256794,5.558991711761785,LC2A,34.97470969617989,24.04210516596013,LC2A,52.46206454426985,19.491496294888048,True
60.0,41.0,9.5,0.001507179075559703,4.974632936269244e-07,9.949265872538488e-07,0.03,11.861499324654863,LC2A,186.6350616560012,7.12816191416422,LC2A,279.9525924840018,5.6511261191710735,LC2A,34.222908354352164,24.592224637719337,LC2A,51.33436253152825,19.941648989423598,True
60.0,40.5,9.75,0.001539184050718149,5.041068263609862e-07,1.0082136527219725e-06,0.03,12.113378479151832,LC2A,184.17543191762627,7.2367120533127824,LC2A,276.2631478764394,5.739950711170469,LC2A,33.51129538563684,25.13567599466934,LC2A,50.26694307845527,20.386345287661747,True
60.0,40.0,10.0,0.0015707963267948967,5.105088062083413e-07,1.0210176124166826e-06,0.03,12.362167091875836,LC2A,181.86580005785115,7.341315406840899,LC2A,272.79870008677665,5.825545720737313,LC2A,32.83688056600089,25.672459236810152,LC2A,49.25532084900134,20.825585189602503,True
