journal_diameter_mm,ligament_mm,centerline_offset_above_boundary_mm,station_above_U_mm,level,case,brace_effective_arm_mm,Mx_kNm,brace_force_abs_kN
26.0,15.0,28.0,526.780356685791,limit,LC4+,200.0,11.145412174759496,55.72706087379748
26.0,15.0,28.0,526.780356685791,limit,LC4+,250.0,11.145412174759496,44.581648699037984
26.0,15.0,28.0,526.780356685791,limit,LC4+,300.0,11.145412174759496,37.15137391586499
26.0,15.0,28.0,526.780356685791,limit,LC4-,150.0,-8.483284174759497,56.55522783172998
26.0,15.0,28.0,526.780356685791,limit,LC4-,200.0,-8.483284174759497,42.416420873797485
26.0,15.0,28.0,526.780356685791,limit,LC4-,250.0,-8.483284174759497,33.93313669903799
26.0,15.0,28.0,526.780356685791,limit,LC4-,300.0,-8.483284174759497,28.27761391586499
26.0,15.0,28.0,526.780356685791,limit,LC5,150.0,1.331064,8.87376
26.0,15.0,28.0,526.780356685791,limit,LC5,200.0,1.331064,6.65532
26.0,15.0,28.0,526.780356685791,limit,LC5,250.0,1.331064,5.324256
26.0,15.0,28.0,526.780356685791,limit,LC5,300.0,1.331064,4.43688
26.0,15.0,28.0,526.780356685791,ultimate,LC0,150.0,1.3414978723404254,8.943319148936169
26.0,15.0,28.0,526.780356685791,ultimate,LC0,200.0,1.3414978723404254,6.707489361702127
26.0,15.0,28.0,526.780356685791,ultimate,LC0,250.0,1.3414978723404254,5.365991489361702
26.0,15.0,28.0,526.780356685791,ultimate,LC0,300.0,1.3414978723404254,4.4716595744680845
26.0,15.0,28.0,526.780356685791,ultimate,LC1,150.0,4.5036,30.023999999999997
26.0,15.0,28.0,526.780356685791,ultimate,LC1,200.0,4.5036,22.517999999999997
26.0,15.0,28.0,526.780356685791,ultimate,LC1,250.0,4.5036,18.0144
26.0,15.0,28.0,526.780356685791,ultimate,LC1,300.0,4.5036,15.011999999999999
26.0,15.0,28.0,526.780356685791,ultimate,LC2A,150.0,4.5036,30.023999999999997
26.0,15.0,28.0,526.780356685791,ultimate,LC2A,200.0,4.5036,22.517999999999997
26.0,15.0,28.0,526.780356685791,ultimate,LC2A,250.0,4.5036,18.0144
26.0,15.0,28.0,526.780356685791,ultimate,LC2A,300.0,4.5036,15.011999999999999
26.0,15.0,28.0,526.780356685791,ultimate,LC2B,150.0,4.5036,30.023999999999997
26.0,15.0,28.0,526.780356685791,ultimate,LC2B,200.0,4.5036,22.517999999999997
26.0,15.0,28.0,526.780356685791,ultimate,LC2B,250.0,4.5036,18.0144
26.0,15.0,28.0,526.780356685791,ultimate,LC2B,300.0,4.5036,15.011999999999999
26.0,15.0,28.0,526.780356685791,ultimate,LC3,150.0,4.5036,30.023999999999997
26.0,15.0,28.0,526.780356685791,ultimate,LC3,200.0,4.5036,22.517999999999997
26.0,15.0,28.0,526.780356685791,ultimate,LC3,250.0,4.5036,18.0144
26.0,15.0,28.0,526.780356685791,ultimate,LC3,300.0,4.5036,15.011999999999999
26.0,15.0,28.0,526.780356685791,ultimate,LC4+,150.0,16.718118262139246,111.45412174759498
26.0,15.0,28.0,526.780356685791,ultimate,LC4+,200.0,16.718118262139246,83.59059131069623
26.0,15.0,28.0,526.780356685791,ultimate,LC4+,250.0,16.718118262139246,66.87247304855698
26.0,15.0,28.0,526.780356685791,ultimate,LC4+,300.0,16.718118262139246,55.72706087379749
26.0,15.0,28.0,526.780356685791,ultimate,LC4-,150.0,-12.724926262139245,84.83284174759497
26.0,15.0,28.0,526.780356685791,ultimate,LC4-,200.0,-12.724926262139245,63.62463131069622
26.0,15.0,28.0,526.780356685791,ultimate,LC4-,250.0,-12.724926262139245,50.89970504855698
26.0,15.0,28.0,526.780356685791,ultimate,LC4-,300.0,-12.724926262139245,42.416420873797485
26.0,15.0,28.0,526.780356685791,ultimate,LC5,150.0,1.9965960000000005,13.310640000000003
26.0,15.0,28.0,526.780356685791,ultimate,LC5,200.0,1.9965960000000005,9.982980000000001
26.0,15.0,28.0,526.780356685791,ultimate,LC5,250.0,1.9965960000000005,7.986384000000002
26.0,15.0,28.0,526.780356685791,ultimate,LC5,300.0,1.9965960000000005,6.6553200000000015
26.0,20.0,33.0,531.780356685791,limit,LC0,150.0,0.894331914893617,5.962212765957447
26.0,20.0,33.0,531.780356685791,limit,LC0,200.0,0.894331914893617,4.4716595744680845
26.0,20.0,33.0,531.780356685791,limit,LC0,250.0,0.894331914893617,3.577327659574468
26.0,20.0,33.0,531.780356685791,limit,LC0,300.0,0.894331914893617,2.9811063829787234
26.0,20.0,33.0,531.780356685791,limit,LC1,150.0,3.0023999999999997,20.016
26.0,20.0,33.0,531.780356685791,limit,LC1,200.0,3.0023999999999997,15.011999999999999
26.0,20.0,33.0,531.780356685791,limit,LC1,250.0,3.0023999999999997,12.009599999999999
26.0,20.0,33.0,531.780356685791,limit,LC1,300.0,3.0023999999999997,10.008
26.0,20.0,33.0,531.780356685791,limit,LC2A,150.0,3.0023999999999997,20.016
26.0,20.0,33.0,531.780356685791,limit,LC2A,200.0,3.0023999999999997,15.011999999999999
26.0,20.0,33.0,531.780356685791,limit,LC2A,250.0,3.0023999999999997,12.009599999999999
26.0,20.0,33.0,531.780356685791,limit,LC2A,300.0,3.0023999999999997,10.008
26.0,20.0,33.0,531.780356685791,limit,LC2B,150.0,3.0023999999999997,20.016
26.0,20.0,33.0,531.780356685791,limit,LC2B,200.0,3.0023999999999997,15.011999999999999
26.0,20.0,33.0,531.780356685791,limit,LC2B,250.0,3.0023999999999997,12.009599999999999
26.0,20.0,33.0,531.780356685791,limit,LC2B,300.0,3.0023999999999997,10.008
26.0,20.0,33.0,531.780356685791,limit,LC3,150.0,3.0023999999999997,20.016
26.0,20.0,33.0,531.780356685791,limit,LC3,200.0,3.0023999999999997,15.011999999999999
26.0,20.0,33.0,531.780356685791,limit,LC3,250.0,3.0023999999999997,12.009599999999999
26.0,20.0,33.0,531.780356685791,limit,LC3,300.0,3.0023999999999997,10.008
26.0,20.0,33.0,531.780356685791,limit,LC4+,150.0,11.187112174759498,74.58074783173
26.0,20.0,33.0,531.780356685791,limit,LC4+,200.0,11.187112174759498,55.93556087379749
26.0,20.0,33.0,531.780356685791,limit,LC4+,250.0,11.187112174759498,44.74844869903799
26.0,20.0,33.0,531.780356685791,limit,LC4+,300.0,11.187112174759498,37.290373915865
26.0,20.0,33.0,531.780356685791,limit,LC4-,150.0,-8.5249841747595,56.83322783173
26.0,20.0,33.0,531.780356685791,limit,LC4-,200.0,-8.5249841747595,42.62492087379749
26.0,20.0,33.0,531.780356685791,limit,LC4-,250.0,-8.5249841747595,34.099936699038
26.0,20.0,33.0,531.780356685791,limit,LC4-,300.0,-8.5249841747595,28.416613915865
26.0,20.0,33.0,531.780356685791,limit,LC5,150.0,1.331064,8.87376
26.0,20.0,33.0,531.780356685791,limit,LC5,200.0,1.331064,6.65532
26.0,20.0,33.0,531.780356685791,limit,LC5,250.0,1.331064,5.324256
26.0,20.0,33.0,531.780356685791,limit,LC5,300.0,1.331064,4.43688
26.0,20.0,33.0,531.780356685791,ultimate,LC0,150.0,1.3414978723404254,8.943319148936169
26.0,20.0,33.0,531.780356685791,ultimate,LC0,200.0,1.3414978723404254,6.707489361702127
26.0,20.0,33.0,531.780356685791,ultimate,LC0,250.0,1.3414978723404254,5.365991489361702
26.0,20.0,33.0,531.780356685791,ultimate,LC0,300.0,1.3414978723404254,4.4716595744680845
26.0,20.0,33.0,531.780356685791,ultimate,LC1,150.0,4.5036,30.023999999999997
26.0,20.0,33.0,531.780356685791,ultimate,LC1,200.0,4.5036,22.517999999999997
26.0,20.0,33.0,531.780356685791,ultimate,LC1,250.0,4.5036,18.0144
26.0,20.0,33.0,531.780356685791,ultimate,LC1,300.0,4.5036,15.011999999999999
26.0,20.0,33.0,531.780356685791,ultimate,LC2A,150.0,4.5036,30.023999999999997
26.0,20.0,33.0,531.780356685791,ultimate,LC2A,200.0,4.5036,22.517999999999997
26.0,20.0,33.0,531.780356685791,ultimate,LC2A,250.0,4.5036,18.0144
26.0,20.0,33.0,531.780356685791,ultimate,LC2A,300.0,4.5036,15.011999999999999
26.0,20.0,33.0,531.780356685791,ultimate,LC2B,150.0,4.5036,30.023999999999997
26.0,20.0,33.0,531.780356685791,ultimate,LC2B,200.0,4.5036,22.517999999999997
26.0,20.0,33.0,531.780356685791,ultimate,LC2B,250.0,4.5036,18.0144
26.0,20.0,33.0,531.780356685791,ultimate,LC2B,300.0,4.5036,15.011999999999999
26.0,20.0,33.0,531.780356685791,ultimate,LC3,150.0,4.5036,30.023999999999997
26.0,20.0,33.0,531.780356685791,ultimate,LC3,200.0,4.5036,22.517999999999997
26.0,20.0,33.0,531.780356685791,ultimate,LC3,250.0,4.5036,18.0144
26.0,20.0,33.0,531.780356685791,ultimate,LC3,300.0,4.5036,15.011999999999999
26.0,20.0,33.0,531.780356685791,ultimate,LC4+,150.0,16.780668262139248,111.87112174759498
26.0,20.0,33.0,531.780356685791,ultimate,LC4+,200.0,16.780668262139248,83.90334131069623
26.0,20.0,33.0,531.780356685791,ultimate,LC4+,250.0,16.780668262139248,67.12267304855699
26.0,20.0,33.0,531.780356685791,ultimate,LC4+,300.0,16.780668262139248,55.93556087379749
26.0,20.0,33.0,531.780356685791,ultimate,LC4-,150.0,-12.787476262139247,85.24984174759499
26.0,20.0,33.0,531.780356685791,ultimate,LC4-,200.0,-12.787476262139247,63.93738131069623
26.0,20.0,33.0,531.780356685791,ultimate,LC4-,250.0,-12.787476262139247,51.14990504855699
26.0,20.0,33.0,531.780356685791,ultimate,LC4-,300.0,-12.787476262139247,42.62492087379749
26.0,20.0,33.0,531.780356685791,ultimate,LC5,150.0,1.9965960000000005,13.310640000000003
26.0,20.0,33.0,531.780356685791,ultimate,LC5,200.0,1.9965960000000005,9.982980000000001
26.0,20.0,33.0,531.780356685791,ultimate,LC5,250.0,1.9965960000000005,7.986384000000002
26.0,20.0,33.0,531.780356685791,ultimate,LC5,300.0,1.9965960000000005,6.6553200000000015
28.0,5.0,19.0,517.780356685791,limit,LC0,150.0,0.894331914893617,5.962212765957447
28.0,5.0,19.0,517.780356685791,limit,LC0,200.0,0.894331914893617,4.4716595744680845
28.0,5.0,19.0,517.780356685791,limit,LC0,250.0,0.894331914893617,3.577327659574468
28.0,5.0,19.0,517.780356685791,limit,LC0,300.0,0.894331914893617,2.9811063829787234
28.0,5.0,19.0,517.780356685791,limit,LC1,150.0,3.0023999999999997,20.016
28.0,5.0,19.0,517.780356685791,limit,LC1,200.0,3.0023999999999997,15.011999999999999
28.0,5.0,19.0,517.780356685791,limit,LC1,250.0,3.0023999999999997,12.009599999999999
28.0,5.0,19.0,517.780356685791,limit,LC1,300.0,3.0023999999999997,10.008
28.0,5.0,19.0,517.780356685791,limit,LC2A,150.0,3.0023999999999997,20.016
28.0,5.0,19.0,517.780356685791,limit,LC2A,200.0,3.0023999999999997,15.011999999999999
28.0,5.0,19.0,517.780356685791,limit,LC2A,250.0,3.0023999999999997,12.009599999999999
28.0,5.0,19.0,517.780356685791,limit,LC2A,300.0,3.0023999999999997,10.008
28.0,5.0,19.0,517.780356685791,limit,LC2B,150.0,3.0023999999999997,20.016
28.0,5.0,19.0,517.780356685791,limit,LC2B,200.0,3.0023999999999997,15.011999999999999
28.0,5.0,19.0,517.780356685791,limit,LC2B,250.0,3.0023999999999997,12.009599999999999
28.0,5.0,19.0,517.780356685791,limit,LC2B,300.0,3.0023999999999997,10.008
28.0,5.0,19.0,517.780356685791,limit,LC3,150.0,3.0023999999999997,20.016
28.0,5.0,19.0,517.780356685791,limit,LC3,200.0,3.0023999999999997,15.011999999999999
28.0,5.0,19.0,517.780356685791,limit,LC3,250.0,3.0023999999999997,12.009599999999999
28.0,5.0,19.0,517.780356685791,limit,LC3,300.0,3.0023999999999997,10.008
28.0,5.0,19.0,517.780356685791,limit,LC4+,150.0,11.070352174759496,73.80234783172997
28.0,5.0,19.0,517.780356685791,limit,LC4+,200.0,11.070352174759496,55.351760873797474
28.0,5.0,19.0,517.780356685791,limit,LC4+,250.0,11.070352174759496,44.28140869903798
28.0,5.0,19.0,517.780356685791,limit,LC4+,300.0,11.070352174759496,36.90117391586499
28.0,5.0,19.0,517.780356685791,limit,LC4-,150.0,-8.408224174759496,56.05482783172998
28.0,5.0,19.0,517.780356685791,limit,LC4-,200.0,-8.408224174759496,42.04112087379748
28.0,5.0,19.0,517.780356685791,limit,LC4-,250.0,-8.408224174759496,33.632896699037985
28.0,5.0,19.0,517.780356685791,limit,LC4-,300.0,-8.408224174759496,28.02741391586499
28.0,5.0,19.0,517.780356685791,limit,LC5,150.0,1.331064,8.87376
28.0,5.0,19.0,517.780356685791,limit,LC5,200.0,1.331064,6.65532
28.0,5.0,19.0,517.780356685791,limit,LC5,250.0,1.331064,5.324256
28.0,5.0,19.0,517.780356685791,limit,LC5,300.0,1.331064,4.43688
28.0,5.0,19.0,517.780356685791,ultimate,LC0,150.0,1.3414978723404254,8.943319148936169
28.0,5.0,19.0,517.780356685791,ultimate,LC0,200.0,1.3414978723404254,6.707489361702127
28.0,5.0,19.0,517.780356685791,ultimate,LC0,250.0,1.3414978723404254,5.365991489361702
28.0,5.0,19.0,517.780356685791,ultimate,LC0,300.0,1.3414978723404254,4.4716595744680845
28.0,5.0,19.0,517.780356685791,ultimate,LC1,150.0,4.5036,30.023999999999997
28.0,5.0,19.0,517.780356685791,ultimate,LC1,200.0,4.5036,22.517999999999997
28.0,5.0,19.0,517.780356685791,ultimate,LC1,250.0,4.5036,18.0144
28.0,5.0,19.0,517.780356685791,ultimate,LC1,300.0,4.5036,15.011999999999999
28.0,5.0,19.0,517.780356685791,ultimate,LC2A,150.0,4.5036,30.023999999999997
28.0,5.0,19.0,517.780356685791,ultimate,LC2A,200.0,4.5036,22.517999999999997
28.0,5.0,19.0,517.780356685791,ultimate,LC2A,250.0,4.5036,18.0144
28.0,5.0,19.0,517.780356685791,ultimate,LC2A,300.0,4.5036,15.011999999999999
28.0,5.0,19.0,517.780356685791,ultimate,LC2B,150.0,4.5036,30.023999999999997
28.0,5.0,19.0,517.780356685791,ultimate,LC2B,200.0,4.5036,22.517999999999997
28.0,5.0,19.0,517.780356685791,ultimate,LC2B,250.0,4.5036,18.0144
28.0,5.0,19.0,517.780356685791,ultimate,LC2B,300.0,4.5036,15.011999999999999
28.0,5.0,19.0,517.780356685791,ultimate,LC3,150.0,4.5036,30.023999999999997
28.0,5.0,19.0,517.780356685791,ultimate,LC3,200.0,4.5036,22.517999999999997
28.0,5.0,19.0,517.780356685791,ultimate,LC3,250.0,4.5036,18.0144
28.0,5.0,19.0,517.780356685791,ultimate,LC3,300.0,4.5036,15.011999999999999
28.0,5.0,19.0,517.780356685791,ultimate,LC4+,150.0,16.605528262139245,110.70352174759498
28.0,5.0,19.0,517.780356685791,ultimate,LC4+,200.0,16.605528262139245,83.02764131069623
28.0,5.0,19.0,517.780356685791,ultimate,LC4+,250.0,16.605528262139245,66.42211304855698
28.0,5.0,19.0,517.780356685791,ultimate,LC4+,300.0,16.605528262139245,55.35176087379749
28.0,5.0,19.0,517.780356685791,ultimate,LC4-,150.0,-12.612336262139245,84.08224174759496
28.0,5.0,19.0,517.780356685791,ultimate,LC4-,200.0,-12.612336262139245,63.06168131069622
28.0,5.0,19.0,517.780356685791,ultimate,LC4-,250.0,-12.612336262139245,50.44934504855698
28.0,5.0,19.0,517.780356685791,ultimate,LC4-,300.0,-12.612336262139245,42.04112087379748
28.0,5.0,19.0,517.780356685791,ultimate,LC5,150.0,1.9965960000000005,13.310640000000003
28.0,5.0,19.0,517.780356685791,ultimate,LC5,200.0,1.9965960000000005,9.982980000000001
28.0,5.0,19.0,517.780356685791,ultimate,LC5,250.0,1.9965960000000005,7.986384000000002
28.0,5.0,19.0,517.780356685791,ultimate,LC5,300.0,1.9965960000000005,6.6553200000000015
28.0,10.0,24.0,522.780356685791,limit,LC0,150.0,0.894331914893617,5.962212765957447
28.0,10.0,24.0,522.780356685791,limit,LC0,200.0,0.894331914893617,4.4716595744680845
28.0,10.0,24.0,522.780356685791,limit,LC0,250.0,0.894331914893617,3.577327659574468
28.0,10.0,24.0,522.780356685791,limit,LC0,300.0,0.894331914893617,2.9811063829787234
28.0,10.0,24.0,522.780356685791,limit,LC1,150.0,3.0023999999999997,20.016
28.0,10.0,24.0,522.780356685791,limit,LC1,200.0,3.0023999999999997,15.011999999999999
28.0,10.0,24.0,522.780356685791,limit,LC1,250.0,3.0023999999999997,12.009599999999999
28.0,10.0,24.0,522.780356685791,limit,LC1,300.0,3.0023999999999997,10.008
28.0,10.0,24.0,522.780356685791,limit,LC2A,150.0,3.0023999999999997,20.016
28.0,10.0,24.0,522.780356685791,limit,LC2A,200.0,3.0023999999999997,15.011999999999999
28.0,10.0,24.0,522.780356685791,limit,LC2A,250.0,3.0023999999999997,12.009599999999999
28.0,10.0,24.0,522.780356685791,limit,LC2A,300.0,3.0023999999999997,10.008
28.0,10.0,24.0,522.780356685791,limit,LC2B,150.0,3.0023999999999997,20.016
28.0,10.0,24.0,522.780356685791,limit,LC2B,200.0,3.0023999999999997,15.011999999999999
28.0,10.0,24.0,522.780356685791,limit,LC2B,250.0,3.0023999999999997,12.009599999999999
28.0,10.0,24.0,522.780356685791,limit,LC2B,300.0,3.0023999999999997,10.008
28.0,10.0,24.0,522.780356685791,limit,LC3,150.0,3.0023999999999997,20.016
28.0,10.0,24.0,522.780356685791,limit,LC3,200.0,3.0023999999999997,15.011999999999999
28.0,10.0,24.0,522.780356685791,limit,LC3,250.0,3.0023999999999997,12.009599999999999
28.0,10.0,24.0,522.780356685791,limit,LC3,300.0,3.0023999999999997,10.008
28.0,10.0,24.0,522.780356685791,limit,LC4+,150.0,11.112052174759496,74.08034783172998
28.0,10.0,24.0,522.780356685791,limit,LC4+,200.0,11.112052174759496,55.560260873797475
28.0,10.0,24.0,522.780356685791,limit,LC4+,250.0,11.112052174759496,44.448208699037984
28.0,10.0,24.0,522.780356685791,limit,LC4+,300.0,11.112052174759496,37.04017391586499
28.0,10.0,24.0,522.780356685791,limit,LC4-,150.0,-8.449924174759497,56.33282783172998
28.0,10.0,24.0,522.780356685791,limit,LC4-,200.0,-8.449924174759497,42.24962087379748
28.0,10.0,24.0,522.780356685791,limit,LC4-,250.0,-8.449924174759497,33.79969669903799
28.0,10.0,24.0,522.780356685791,limit,LC4-,300.0,-8.449924174759497,28.16641391586499
28.0,10.0,24.0,522.780356685791,limit,LC5,150.0,1.331064,8.87376
28.0,10.0,24.0,522.780356685791,limit,LC5,200.0,1.331064,6.65532
28.0,10.0,24.0,522.780356685791,limit,LC5,250.0,1.331064,5.324256
28.0,10.0,24.0,522.780356685791,limit,LC5,300.0,1.331064,4.43688
28.0,10.0,24.0,522.780356685791,ultimate,LC0,150.0,1.3414978723404254,8.943319148936169
28.0,10.0,24.0,522.780356685791,ultimate,LC0,200.0,1.3414978723404254,6.707489361702127
28.0,10.0,24.0,522.780356685791,ultimate,LC0,250.0,1.3414978723404254,5.365991489361702
28.0,10.0,24.0,522.780356685791,ultimate,LC0,300.0,1.3414978723404254,4.4716595744680845
28.0,10.0,24.0,522.780356685791,ultimate,LC1,150.0,4.5036,30.023999999999997
28.0,10.0,24.0,522.780356685791,ultimate,LC1,200.0,4.5036,22.517999999999997
28.0,10.0,24.0,522.780356685791,ultimate,LC1,250.0,4.5036,18.0144
28.0,10.0,24.0,522.780356685791,ultimate,LC1,300.0,4.5036,15.011999999999999
28.0,10.0,24.0,522.780356685791,ultimate,LC2A,150.0,4.5036,30.023999999999997
28.0,10.0,24.0,522.780356685791,ultimate,LC2A,200.0,4.5036,22.517999999999997
28.0,10.0,24.0,522.780356685791,ultimate,LC2A,250.0,4.5036,18.0144
28.0,10.0,24.0,522.780356685791,ultimate,LC2A,300.0,4.5036,15.011999999999999
28.0,10.0,24.0,522.780356685791,ultimate,LC2B,150.0,4.5036,30.023999999999997
28.0,10.0,24.0,522.780356685791,ultimate,LC2B,200.0,4.5036,22.517999999999997
28.0,10.0,24.0,522.780356685791,ultimate,LC2B,250.0,4.5036,18.0144
28.0,10.0,24.0,522.780356685791,ultimate,LC2B,300.0,4.5036,15.011999999999999
28.0,10.0,24.0,522.780356685791,ultimate,LC3,150.0,4.5036,30.023999999999997
28.0,10.0,24.0,522.780356685791,ultimate,LC3,200.0,4.5036,22.517999999999997
28.0,10.0,24.0,522.780356685791,ultimate,LC3,250.0,4.5036,18.0144
28.0,10.0,24.0,522.780356685791,ultimate,LC3,300.0,4.5036,15.011999999999999
28.0,10.0,24.0,522.780356685791,ultimate,LC4+,150.0,16.668078262139247,111.12052174759498
28.0,10.0,24.0,522.780356685791,ultimate,LC4+,200.0,16.668078262139247,83.34039131069623
28.0,10.0,24.0,522.780356685791,ultimate,LC4+,250.0,16.668078262139247,66.67231304855699
28.0,10.0,24.0,522.780356685791,ultimate,LC4+,300.0,16.668078262139247,55.56026087379749
28.0,10.0,24.0,522.780356685791,ultimate,LC4-,150.0,-12.674886262139246,84.49924174759498
28.0,10.0,24.0,522.780356685791,ultimate,LC4-,200.0,-12.674886262139246,63.37443131069623
28.0,10.0,24.0,522.780356685791,ultimate,LC4-,250.0,-12.674886262139246,50.699545048556985
28.0,10.0,24.0,522.780356685791,ultimate,LC4-,300.0,-12.674886262139246,42.24962087379749
28.0,10.0,24.0,522.780356685791,ultimate,LC5,150.0,1.9965960000000005,13.310640000000003
28.0,10.0,24.0,522.780356685791,ultimate,LC5,200.0,1.9965960000000005,9.982980000000001
28.0,10.0,24.0,522.780356685791,ultimate,LC5,250.0,1.9965960000000005,7.986384000000002
28.0,10.0,24.0,522.780356685791,ultimate,LC5,300.0,1.9965960000000005,6.6553200000000015
28.0,15.0,29.0,527.780356685791,limit,LC0,150.0,0.894331914893617,5.962212765957447
28.0,15.0,29.0,527.780356685791,limit,LC0,200.0,0.894331914893617,4.4716595744680845
28.0,15.0,29.0,527.780356685791,limit,LC0,250.0,0.894331914893617,3.577327659574468
28.0,15.0,29.0,527.780356685791,limit,LC0,300.0,0.894331914893617,2.9811063829787234
28.0,15.0,29.0,527.780356685791,limit,LC1,150.0,3.0023999999999997,20.016
28.0,15.0,29.0,527.780356685791,limit,LC1,200.0,3.0023999999999997,15.011999999999999
28.0,15.0,29.0,527.780356685791,limit,LC1,250.0,3.0023999999999997,12.009599999999999
28.0,15.0,29.0,527.780356685791,limit,LC1,300.0,3.0023999999999997,10.008
28.0,15.0,29.0,527.780356685791,limit,LC2A,150.0,3.0023999999999997,20.016
28.0,15.0,29.0,527.780356685791,limit,LC2A,200.0,3.0023999999999997,15.011999999999999
28.0,15.0,29.0,527.780356685791,limit,LC2A,250.0,3.0023999999999997,12.009599999999999
28.0,15.0,29.0,527.780356685791,limit,LC2A,300.0,3.0023999999999997,10.008
28.0,15.0,29.0,527.780356685791,limit,LC2B,150.0,3.0023999999999997,20.016
28.0,15.0,29.0,527.780356685791,limit,LC2B,200.0,3.0023999999999997,15.011999999999999
28.0,15.0,29.0,527.780356685791,limit,LC2B,250.0,3.0023999999999997,12.009599999999999
28.0,15.0,29.0,527.780356685791,limit,LC2B,300.0,3.0023999999999997,10.008
28.0,15.0,29.0,527.780356685791,limit,LC3,150.0,3.0023999999999997,20.016
28.0,15.0,29.0,527.780356685791,limit,LC3,200.0,3.0023999999999997,15.011999999999999
28.0,15.0,29.0,527.780356685791,limit,LC3,250.0,3.0023999999999997,12.009599999999999
28.0,15.0,29.0,527.780356685791,limit,LC3,300.0,3.0023999999999997,10.008
28.0,15.0,29.0,527.780356685791,limit,LC4+,150.0,11.153752174759498,74.35834783172999
28.0,15.0,29.0,527.780356685791,limit,LC4+,200.0,11.153752174759498,55.76876087379749
28.0,15.0,29.0,527.780356685791,limit,LC4+,250.0,11.153752174759498,44.61500869903799
28.0,15.0,29.0,527.780356685791,limit,LC4+,300.0,11.153752174759498,37.17917391586499
28.0,15.0,29.0,527.780356685791,limit,LC4-,150.0,-8.4916241747595,56.61082783173
28.0,15.0,29.0,527.780356685791,limit,LC4-,200.0,-8.4916241747595,42.45812087379749
28.0,15.0,29.0,527.780356685791,limit,LC4-,250.0,-8.4916241747595,33.966496699038
28.0,15.0,29.0,527.780356685791,limit,LC4-,300.0,-8.4916241747595,28.305413915865
28.0,15.0,29.0,527.780356685791,limit,LC5,150.0,1.331064,8.87376
28.0,15.0,29.0,527.780356685791,limit,LC5,200.0,1.331064,6.65532
28.0,15.0,29.0,527.780356685791,limit,LC5,250.0,1.331064,5.324256
28.0,15.0,29.0,527.780356685791,limit,LC5,300.0,1.331064,4.43688
28.0,15.0,29.0,527.780356685791,ultimate,LC0,150.0,1.3414978723404254,8.943319148936169
28.0,15.0,29.0,527.780356685791,ultimate,LC0,200.0,1.3414978723404254,6.707489361702127
28.0,15.0,29.0,527.780356685791,ultimate,LC0,250.0,1.3414978723404254,5.365991489361702
28.0,15.0,29.0,527.780356685791,ultimate,LC0,300.0,1.3414978723404254,4.4716595744680845
28.0,15.0,29.0,527.780356685791,ultimate,LC1,150.0,4.5036,30.023999999999997
28.0,15.0,29.0,527.780356685791,ultimate,LC1,200.0,4.5036,22.517999999999997
28.0,15.0,29.0,527.780356685791,ultimate,LC1,250.0,4.5036,18.0144
28.0,15.0,29.0,527.780356685791,ultimate,LC1,300.0,4.5036,15.011999999999999
28.0,15.0,29.0,527.780356685791,ultimate,LC2A,150.0,4.5036,30.023999999999997
28.0,15.0,29.0,527.780356685791,ultimate,LC2A,200.0,4.5036,22.517999999999997
28.0,15.0,29.0,527.780356685791,ultimate,LC2A,250.0,4.5036,18.0144
28.0,15.0,29.0,527.780356685791,ultimate,LC2A,300.0,4.5036,15.011999999999999
28.0,15.0,29.0,527.780356685791,ultimate,LC2B,150.0,4.5036,30.023999999999997
28.0,15.0,29.0,527.780356685791,ultimate,LC2B,200.0,4.5036,22.517999999999997
28.0,15.0,29.0,527.780356685791,ultimate,LC2B,250.0,4.5036,18.0144
28.0,15.0,29.0,527.780356685791,ultimate,LC2B,300.0,4.5036,15.011999999999999
28.0,15.0,29.0,527.780356685791,ultimate,LC3,150.0,4.5036,30.023999999999997
28.0,15.0,29.0,527.780356685791,ultimate,LC3,200.0,4.5036,22.517999999999997
28.0,15.0,29.0,527.780356685791,ultimate,LC3,250.0,4.5036,18.0144
28.0,15.0,29.0,527.780356685791,ultimate,LC3,300.0,4.5036,15.011999999999999
28.0,15.0,29.0,527.780356685791,ultimate,LC4+,150.0,16.73062826213925,111.537521747595
28.0,15.0,29.0,527.780356685791,ultimate,LC4+,200.0,16.73062826213925,83.65314131069624
28.0,15.0,29.0,527.780356685791,ultimate,LC4+,250.0,16.73062826213925,66.922513048557
28.0,15.0,29.0,527.780356685791,ultimate,LC4+,300.0,16.73062826213925,55.7687608737975
28.0,15.0,29.0,527.780356685791,ultimate,LC4-,150.0,-12.737436262139248,84.916241747595
28.0,15.0,29.0,527.780356685791,ultimate,LC4-,200.0,-12.737436262139248,63.68718131069624
28.0,15.0,29.0,527.780356685791,ultimate,LC4-,250.0,-12.737436262139248,50.94974504855699
28.0,15.0,29.0,527.780356685791,ultimate,LC4-,300.0,-12.737436262139248,42.4581208737975
28.0,15.0,29.0,527.780356685791,ultimate,LC5,150.0,1.9965960000000005,13.310640000000003
28.0,15.0,29.0,527.780356685791,ultimate,LC5,200.0,1.9965960000000005,9.982980000000001
28.0,15.0,29.0,527.780356685791,ultimate,LC5,250.0,1.9965960000000005,7.986384000000002
28.0,15.0,29.0,527.780356685791,ultimate,LC5,300.0,1.9965960000000005,6.6553200000000015
28.0,20.0,34.0,532.780356685791,limit,LC0,150.0,0.894331914893617,5.962212765957447
28.0,20.0,34.0,532.780356685791,limit,LC0,200.0,0.894331914893617,4.4716595744680845
