hL_mm,spacing_mm,hU_mm,bushing_length_mm,piston_OD_mm,bushing_OD_mm,bushing_radial_wall_mm,limit_lower_R_kN,ultimate_lower_R_kN,limit_piston_side_pressure_MPa,ultimate_piston_side_pressure_MPa,AMS4640_static_capacity_MPa,AMS4640_limit_MS,AMS4640_ultimate_MS,PTFE_static_limit_MPa,PTFE_dynamic_limit_MPa,PTFE_dynamic_ultimate_MS,AMS4640_required_length_ultimate_mm,PTFE_dynamic_required_length_ultimate_mm,housing_limit_pressure_MPa,housing_ultimate_pressure_MPa,radial_line_load_limit_N_per_mm,radial_line_load_ultimate_N_per_mm,physical_pressure_MPa,virtual_pressure_MPa,physical_piston_thrust_kN,virtual_piston_thrust_kN,physical_full_bore_thrust_kN,virtual_full_bore_thrust_kN
250.0,150.0,400.0,30.0,58.0,64.0,3.0,40.84376,61.26564,23.473425287356324,35.21013793103448,413.6854375901016,16.62356505392199,10.749043369281328,250.0,80.0,1.2720728943662385,2.5533993753429356,13.20380172413793,21.272791666666667,31.909187499999998,1361.4586666666667,2042.1879999999999,9.292136857325454,10.514733499585715,24.55056357407179,27.78076100358926,29.892719500415588,33.82580174515505
