upper_OD_mm,taper_start_A_mm,Kt_peak_sensitivity,station_A_mm,station_U_mm,profile_OD_mm,local_Kt_sensitivity,limit_case,limit_vm_MPa,MS_limit,ultimate_case,ultimate_vm_MPa,MS_ultimate,station_PASS
90.0,300.0,1.25,380.0,-95.0,74.62311883709215,1.1046355164825394,LC4+,363.95451211646,0.3820408409692899,LC4+,545.93176817469,0.047749981490303295,True
90.0,300.0,1.25,390.0,-85.0,74.78016094402345,1.1157324897197893,LC4+,366.4395876030912,0.3726682842597895,LC4+,549.659381404637,0.04064447792789827,True
90.0,300.0,1.25,400.0,-75.0,74.95270013561993,1.1263889148852466,LC4+,368.21417961989,0.3660527699374596,LC4+,552.321269429835,0.03562913771269316,True
90.0,300.0,1.25,410.0,-65.0,75.14010872046153,1.136604791978911,LC4+,369.31781605421986,0.36197057963256807,LC4+,553.97672408133,0.0325343559308533,True
90.0,300.0,1.25,420.0,-55.0,75.34175900712809,1.1463801210007827,LC4+,369.79339515426875,0.3602189941498568,LC4+,554.6900927314032,0.031206447519838365,True
90.0,300.0,1.25,430.0,-45.0,75.55702330419956,1.1557149019508615,LC4+,369.6860253376287,0.36061404955899445,LC4+,554.529038006443,0.03150594612027158,True
90.0,300.0,1.25,440.0,-35.0,75.78527392025585,1.1646091348291476,LC4+,369.0419856064985,0.36298854769424005,LC4+,553.5629784097478,0.033306095800006874,True
90.0,300.0,1.25,450.0,-25.0,76.02588316387681,1.173062819635641,LC4+,367.90782080581243,0.36719028939994014,LC4+,551.8617312087185,0.03649151164581288,True
90.0,300.0,1.25,460.0,-15.0,76.27822334364241,1.1810759563703415,LC4+,366.32957707782396,0.37308050311520824,LC4+,549.4943656167361,0.04095698844519413,True
90.0,300.0,1.25,470.0,-5.0,76.54166676813252,1.1886485450332493,LC4+,364.35217571729316,0.38053244504373684,LC4+,546.52826357594,0.046606439449989656,True
90.0,300.0,1.25,480.0,5.0,76.81558574592702,1.1957805856243644,LC4+,362.0189182552049,0.38943015029234096,LC4+,543.0283773828073,0.0533519495920729,True
90.0,300.0,1.25,490.0,15.0,77.09935258560587,1.2024720781436866,LC4+,359.3711118843241,0.39966731705999736,LC4+,539.0566678264862,0.0611129295670223,True
90.0,300.0,1.25,500.0,25.0,77.39233959574894,1.208723022591216,LC4+,356.4478020796043,0.4111463082823743,LC4+,534.6717031194067,0.06981535896291269,True
